Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimidia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
infotechti||NTR716512WIN11,Notebook,"Notebook Gamer Acer AMD Ryzen R7-5800H 16GB - 512GB SSD 15,6” Full HD NVIDIA GTX 1650 4GB","<p>Notebook Gamer Acer AMD Ryzen R7-5800H 16GB - 512GB SSD 15,6” Full HD NVIDIA GTX 1650 </p><p>4GB</p><p><br></p><p>AGORA O JOGO COMEÇA DE VERDADE</p><p><br></p><p>A fase avançada do seu jogo chegou! Esteja preparado com o notebook gamer Acer Aspire Nitro 5. Com ele, não existe game difícil, existe game brutal!</p><p><br></p><p><br></p><p>É AÇÃO DO COMEÇO AO FIM</p><p><br></p><p>O Nitro 5 conta com a placa de vídeo GTX1650 com 4 GB de memória dedicada GDDR6, que oferece o melhor desempenho e recursos de ponta.</p><p><br></p><p><br></p><p>OS ADVERSÁRIOS TREMEM NA BASE COM ESSE PROCESSAMENTO</p><p><br></p><p>Nada pode te parar com o Intel Core i7 deste notebook. Juntamente com 16 GB de memória RAM, expansível até 64GB, o processador te leva aos níveis mais avançados de games e criação de conteúdo.</p><p><br></p><p><br></p><p>WINDOWS 11 NO SEU GAME</p><p><br></p><p>O Aspire Nitro 5 vem equipado com o sistema operacional Windows 11, entregando gráficos superiores, que promovem sensação extra de refinamento e profundidade da imagem, velocidade impressionante para carregar novos jogos e uma seleção incrível de games para explorar.</p><p><br></p><p><br></p><p>ROMPA A BARREIRA DO SOM</p><p><br></p><p>Transforme sua experiência sonora com a tecnologia de áudio DTS X:Ultra Áudio. Sua presença no campo de batalha será otimizada com mais precisão do som e audição realista.</p><p><br></p><p><br></p><p>Aproveite essa oportunidade e adquira seu Notebook Gamer Acer AMD Ryzen R7-5800H 16GB - </p><p>512GB SSD 15,6” Full HD NVIDIA GTX 1650 4GB na INFOTECH.TI</p>","{""capacidade_da_placa_de_video"":""4 GB"",""capacidade_do_ssd"":""512 GB"",""marca"":""Acer"",""memoria_ram"":""16 GB"",""tamanho_da_tela"":""15.6\""""}",512 GB,Acer,16 GB,,,"15.6""",,4 GB,,,,512GB,Acer,16GB,AMD Ryzen R7-5800H,Windows 11,15.6,Não informado,4GB,Não informado,Full HD,Não informado,Acer,16GB,AMD Ryzen 7,Windows 11,"15.6""",512GB,4GB,Full HD,
mmsantosinformatica||0000000008284,Notebook,"Notebook Acer Aspire A515-54-579S Intel Core i5-10210U,4GB,SSD256GB, Windows 10 Home","<p><strong>NOTEBOOK ACER A515-54-579S INTEL CORE I5-10210U - 4GB/256GB SSD/15.6/ WIN10 HOME - NX.HQMAL.00X</strong></p><p><br></p><p><br></p><p>Características: </p><p>Marca: Acer </p><p>Modelo: A515-54-579S </p><p><br></p><p><br></p><p>Especificações: Sistema Operacional:</p><p>Windows 10 Home 64-bits CPU: </p><p>Intel Core i5 ? 10210U - Quad Core (8 Threads) </p><p>Frequência: 1.60 GHz até 4.20 GHz - 6 MB Intel® Smart Cache Memória:</p><p>4 GB RAM DDR4 (4 GB Soldada + Slot Livre) - DDR4-2133Mhz - Expansível até 20 GB Tela: - 15,6? LED com design ultrafino </p><p>Painel: IPS - Resolução: Full HD (1920x1080) </p><p>Proporção 16:9 - Taxa de Atualização: 60 Hz </p><p>Tempo de resposta: 25~ 27 ms</p><p>Brilho: 250 nits - Taxa de contraste: 800:1 - Color gamut (NTSC): 45% </p><p>Tecnologia Anti reflexo Acer ComfyViewTM Gráfico: - Gráficos UHD Intel para processadores da 10a geração com memória compartilhada com a memória RAM Áudio : Dois alto-falantes estéreo - Tecnologia AcerTrueHarmony Gen 2 Microfone duplo - Tecnologia Acer Purified Voice </p><p>Compativel com Cortana com voz Armazenamento: - 256 GB SDD PCIe 3.0 x4 NVMe (M.2 2280)</p>","{""marca"":""Acer"",""memoria_ram"":""4 GB"",""processador"":""Intel Core i5-10210U"",""sistema_operacional"":""Windows 10 Home"",""tamanho_da_tela"":""15.6\""""}",,Acer,4 GB,Intel Core i5-10210U,Windows 10 Home,"15.6""",,,,,,256GB,Acer,4GB,Intel Core i5-10210U,Windows 10 Home,156,Não informado,Não informado,Intel Core i5 10210U,Full HD 1920x1080,Não informado,Acer,4GB,Intel Core i5,Windows 10,"15.6""",256GB,,Full HD,
3greentechnology||28011,Notebook,"Notebook FoxPC Intel Quad Core 4GB 32GB SSD Tela 14"" Windows 10 Cinza FPNB32-C","<strong>O Notebook FoxPC é ideal para quem precisa realizar tarefas acadêmicas ou de trabalho, além de ser excelente para os momentos de lazer.</strong><br>Veloz e eficiente na execução de multitarefas, este computador foi equipado com processador Intel Quad Core, <strong>sistema operacional Windows 10</strong> e memória <strong>RAM de 4GB</strong>. Um <strong>SSD de 32GB</strong>, enquanto a tela HD antirreflexiva de 14,1” é excelente para ler e assistir com bastante conforto.<br><br><strong>A qualidade do seu notebook na medida certa.</strong><br>Notebooks versáteis, perfeitos para executar tarefas do dia a dia, fazer trabalhos escolares, navegar na internet e tudo mais que você e sua família quiser ou precisar.<br><br><strong>Exija o melhor: Microsoft Windows 10</strong><br>O Windows 10 foi projetado para acompanhar você perfeitamente de um dispositivo para outro. Ele é rápido e ágil. <br>Com o Windows 10, ficou ainda mais fácil realizar atividades complexas.<br><strong>Simplesmente perfeito</strong><br>Tecnologias como InstantGo permitem a inicialização e o reinício rápidos. Além disso, o Windows 10 conta com mais recursos internos de segurança para auxiliar na proteção contra software mal-intencionado.<br><strong>Microsoft Edge</strong><br>Este é o novo navegador projetado para fazer com que a Web trabalhe como você trabalha. Escreva ou digite diretamente em páginas da Web e compartilhe suas marcações com outras pessoas.<br>Você gostará do modo de exibição de leitura, que elimina distrações. <br><strong>Continuum</strong><br>Os recursos na tela se adaptam para fácil navegação e os aplicativos são automaticamente dimensionados, das menores às maiores telas<br><strong>Cortana</strong><br>A Cortana é um assistente pessoal digital que funciona em todos os dispositivos Windows 10 para ajudar você a realizar suas tarefas. <br>Ao aprender cada vez mais sobre você ao longo do tempo, a Cortana torna-se mais útil a cada dia, permanecendo transparente e mantendo sua confiança.<br><br><strong>Grandes projetos merecem alta resolução.</strong><br>Com a tela de altíssima qualidade, seus trabalhos são exibidos com excelente definição de imagem e podem ser apreciados nos mínimos detalhes.<br>Tela HD 1366 x 768 14.1 polegadas<br><br><strong>Pensado para seu conforto.</strong><br>Cada detalhe foi desenhado para oferecer toda a comodidade na hora de escrever seus textos, pagar suas contas ou se divertir na internet.<br><br><strong>Qualidade incomparável.</strong><br>A Belmicro fabrica a maioria dos componentes dos notebooks. Isso significa que sua família receberá um aparelho com cada pedacinho testado exaustivamente para garantir a credibilidade que é marca registrada dos produtos da Belmicro.<br><br><strong>Grande Diferencial</strong><br>Diferente de outros anúncios, a Belmicro Indústria de computadores é uma fábrica e não uma loja de informática. E isso faz muita diferença.<br>Por ser uma indústria <strong>somos certificados ISO9001</strong> e Ppb, temos rígido controle de qualidade e processos avançados de produção.<br>","{""marca"":""FoxPC"",""memoria_ram"":""4 GB"",""sistema_operacional"":""Windows 10"",""tamanho_da_tela"":""14\""""}",,FoxPC,4 GB,,Windows 10,"14""",,,,,,32GB,FoxPC,4GB,Intel Quad Core,Windows 10,14,Não informado,Não informado,Não informado,1366 x 768,Não informado,FoxPC,4GB,Intel Quad Core,Windows 10,"14""",32GB,,HD,
primetek||022844,Notebook,Notebook Acer Aspire 5 I5 8GB 256GB SSD 15.6 W10H Preto A515-54-53VN,"<p>Características: </p><p>Marca: Acer </p><p>Modelo: Aspire 5 (A515-54-53VN) </p><p>Cor: Preto </p> <p>O Notebook Acer A515-54-53VN linha Aspire 5 é convenientemente portátil e elegante para acompanhar suas tarefas do dia a dia. Com recursos tecnológicos de última geração, o Aspire 5 da Acer entrega desempenho suficiente para todas as tarefas, possibilitando criação, edição e compartilhamento, sem dificuldades. Equipado com processador Intel Core i5, memória interna de 8GB e SSD de 256GB, possui ainda um belo design. A bateria com autonomia de até 8 horas possibilita mobilidades para as principais tarefas diárias. </p> <p>Especificações Técnicas: </p> <p>Sistema Operacional: Windows 10 Home 64-bits </p><p>Processador: Intel® CoreTM i5-10210U Quad Core 1.60 GHz com Turbo Max até 4.20 GHz </p><p>Tela: 15.6 LED (1920 x 1080 PX) Full HD Widescreen Antirreflexo </p><p>Memória RAM: 8 GB DDR4 </p><p>Armazenamento SSD: 256 GB PCIe 3.0 x4 NVMe (M.2 2280) </p><p>Memória RAM Expansível: 20 GB </p><p>Armazenamento Expansível: HDD ou SSD SATA 3 2.5 de até 2TB </p><p>Conectividade: Bluetooth| Entrada Fone de Ouvido| HDMI 1.4| 1x USB (2.0)| 2x USB (3.2)| USB-C 3.1| Kensington Lock| Porta Ethernet (RJ45) </p><p>Sistema Wireless: Wireless (Wi-Fi): Compatível com IEE 802.11a/b/g/n/ac wireless LAN Suporte a redes com frequência de 2.4 GHz e 5 GHz Com tecnologia 2x2 MU-MIMO </p><p>Placa Gráfica: Gráficos UHD Intel® </p><p>Alto Falantes: 2 Estéreo </p><p>Touchpad: Multi-gestual </p><p>Webcam: HD 720p </p><p>Teclado: Português Brasil ABNT2, com teclado numérico independente </p><p>Bateria: Bateria de 4 células (Li-Íon) 48Wh Autonomia da bateria de até 8 horas (depende das condições de uso) </p><p>Voltagem: Bivolt </p> <p>Dimensões Produto: </p><p>Altura 1,80 cm x Largura 36,34 cm x Profundidade 25,05 cm </p><p>Peso: 1,8 Kg </p> <p>Conteúdo da embalagem: </p><p>1 Notebook; Fonte Carregadora; manual do usuário </p><p>EAN: 4710886643708 </p> <p>Garantia: </p><p>1 Ano </p>","{""capacidade_do_ssd"":""256 GB"",""marca"":""Acer"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 10"",""tamanho_da_tela"":""15.6\""""}",256 GB,Acer,8 GB,,Windows 10,"15.6""",,,,,,256GB,Acer,8GB,Intel Core i5-10210U,Windows 10 Home 64-bits,15.6,Não informado,Não informado,Intel CoreTM i5-10210U,1920 x 1080 PX,Não informado,Acer,8GB,Intel Core i5,Windows 10,"15.6""",256GB,,Full HD,
magazineluiza||236884900,Notebook,Notebook Vaio FE15 Intel Core i3 8GB 512GB SSD,"Nos dias de hoje, com o avanço constante da tecnologia, tudo o que for digital, nem sempre é resolvido somente com um smartphone e é necessário o uso de computadores ou notebooks. Muitos optam pelo notebook pela praticidade de poder trabalhar, navegar pela internet e estudar em qualquer lugar que estiver.
Por isso, se você está a procura de um novo notebook, precisa conhecer o Vaio FE15 VJFE55F11X-B0811H.
Ele tem processador Intel Core i3 de 11ª Geração, 8GB de memória RAM, 512GB de armazenamento SSD, armazenamento em nuvem com 1 ano de assinatura Dropbox com 100GB, além de MS Office 365 30 dias, Amazon Alexa, Anti-vírus 30 dias, Modo Noturno via Screen Control Vaio.
A tela dele é em LED Widescreen de 15,6"" com resolução Full HD (1920x1080). Conta com sistema operacional Windows 11 Home e teclado com resistência a derramamento de água. Pesando 1,75kg, é leve pra levá-lo a qualquer lugar e cabe em uma bolsa ou mochila.","{""capacidade_do_ssd"":""512 GB"",""marca"":""VAIO"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 11""}",512 GB,VAIO,8 GB,,Windows 11,,,,,,,512GB,Vaio,8GB,Intel Core i3,Windows 11 Home,15.6,Não informado,Não informado,11 Geração,Full HD 1920x1080,Não informado,VAIO,8GB,Intel Core i3,Windows 11,"15.6""",512GB,,Full HD,
gazinshop||10336,Notebook,Notebook Lenovo Tela 15.6 i3 Pro 8GB 500GB HDD BS145 Windows 10,"BS145-15IIL15.6 LED FHD TN Antirreflexo Intel Core i3-1005G1 8GB DDR4 2666 (4GB Soldered DDR4-2666 + 4GB SO-DIMM DDR4-266) 500GB HDD 5400rpm 2.5 Windows 10 PRO 64, Portuguese (Brazil)<br> <br> Características:<br> Categoria: Notebook<br> Subcategoria: Lenovo<br> Modelo: BS145-15IIL<br> Tela: 15.6 LED FHD TN Antirreflexo<br> Processador : Intel Core i3-1005G1<br> Chipset: Intel SoC Platform<br> Vpro/DASH: Não<br> Memory Slots: One memory soldered to systemboard, one DDR4 SO-DIMM slot<br> Tipo de Disco : HD<br> Unidade de Disco (capacidade):<br> Conectores SATA / M.2: 1x SATA 6.0Gb/s + 1x M.2 PCie x4<br> Placa Gráfica Integrada: Intel UHD Graphics Integrada<br> Placa de vídeo dedicada : Não<br> Memória: 4GB Soldado DDR4-2666<br> Tipo : DDR4-2666<br> Memória máxima suportada: 12GB max (4GB soldado + 1 slot DDR4 2666MHz)<br> Unidade de Disco (capacidade): 500GB HDD 5400rpm 2.5<br> Tipo de Disco : HDD<br> Drive Ótico: Não<br> Media Card Slot: 4 em 1<br> Áudio: HD Áudio<br> Rede (Ethernet): Não - Ethernet somente através de Conversor USB para Ethernet<br> Slot WWAN: Não<br> WWAN: Não<br> Rede (Wireless): Intel Wi-Fi 1x1 802.11ax<br> Bluetooth: Bluetooth 5.0<br> Câmera: 0.3 MP<br> Biometria: Não<br> Chip de Segurança: Sim<br> Câmera: 0.3MP<br> Microfone: Mono<br> Bateria tipo: 2 células 30Wh<br> Bateria (duração aprox.): até 5.5 hrs*<br> Teclado (layout): Teclado Padrão BRL<br> Porta(s) USB Tipo-A / USB Tipo-C / Thunderbolt?: 1x USB 2.0 2x USB 3.2 Gen 1<br> Saída(s) de Vídeo Adicionais: 1x HDMI 1.4b<br> Conectores SATA / M.2: 1x SATA 6.0Gb/s ou 1x M.2 PCie x4 ou x2<br> Express Card Slot: Não<br> Media Card Slot: 4 em 1<br> Smart Card Slot: Não<br> Sistema Operacional: Windows 10 PRO 64-bits<br> Gabinete: Plástico ABS<br> <br> Dimensões:<br> Altura: 1,99 cm<br> Largura: 36,22 cm<br> Profundidade: 25,15 cm<br> Peso: 1,85 kg <br> <br> Garantia do fornecedor de 12 meses. <br> <br> ATENÇÃO:<br> Não nos responsabilizamos, no ato da entrega, por desmontagens, subir escadas/elevadores ou transporte por guincho para apartamentos. Eventuais despesas são de responsabilidade do cliente. Confira as dimensões deste produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua moradia.<br> Recomendamos que os produtos sejam instalados por profissionais especializados e não nos responsabilizamos pelo mau uso ou instalação indevida, causando a perda da garantia.<br> Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.<br> Valor unitário.<br> Imagem meramente ilustrativa<br> Prazo de troca e devolução: 7 dias a partir do recebimento do produto - Lei no 8.078<br> - Sempre confira no ato da entrega.","{""marca"":""Lenovo"",""memoria_ram"":""4 GB"",""processador"":""Intel Core i3-1005G1"",""sistema_operacional"":""Windows 10"",""tamanho_da_tela"":""15.6\""""}",,Lenovo,4 GB,Intel Core i3-1005G1,Windows 10,"15.6""",,,,,,Não informado,Lenovo,8GB,Intel Core i3-1005G1,Windows 10,15.6,Não informado,Não informado,Intel Core i3-1005G1,FHD,500GB,Lenovo,8GB,Intel Core i3,Windows 10,"15.6""",,,Full HD,500GB
fastshop2||UXFX507Z232WB,Notebook,"Notebook Gamer Asus TUF Gaming F15, Intel Core i5 12500H, 16GB, 512GB SSD, 15.6"" 144Hz, RTX3050,W11 FX507ZC4-HN23W","Conheça a nova linha de notebooks gamer TUF Gaming, da ASUS, feita para aqueles que buscam performance em jogos competitivos e querem vencer todos os desafios do dia a dia.Preparado para qualquer campo de batalha, o novo ASUS TUF Gaming F15 supera os limites, seja jogando, fazendo livestreams ou em qualquer outra atividade. Graças ao poderoso processador Intel® CoreTM i5-12500H com 12 núcleos, até as tarefas mais complicadas ficam simples.Para que a sua gameplay seja excelente, este notebook vem equipado com a placa de vídeo NVIDIA® GeForce RTXTM 3050, que habilita todas as tecnologias baseadas em Inteligência Artificial desenvolvidos pela NVIDIA®, como Ray Tracing, DLSS e muitas outras. Trabalhando com uma potência gráfica (TGP) de 95 W, você terá muito mais FPS que seus oponentes.Para extrair ainda mais poder do sistema, o novo ASUS TUF Gaming F15 conta com a tecnologia MUX Switch, que direciona o fluxo de dados do processador diretamente para a placa de vídeo, fornecendo um ganho de performance que fará toda a diferença no seu jogo.Para manter seus oponentes na mira, uma tela com boa taxa de atualização é muito importante. Para tanto, este notebook gamer conta com uma tela de 15,6” IPS Full HD com 144 Hz de taxa de atualização. Com a tecnologia Adaptive-Sync, a taxa de atualização da tela é sincronizada com a placa de vídeo, reduzindo o lag, minimizando os engasgos e eliminando qualquer outro entrave para uma experiência visual imersiva e suave.Para garantir a durabilidade e resistência dessa máquina, o chassis do ASUS TUF Gaming F15 foi projetado para ser capaz de resistir a quedas, vibrações, umidade e temperaturas extremas, sendo submetido a bateria de testes de nível militar do certificado MIL-STD-810H.Isso faz com que este notebook gamer suporte quedas acidentais e atividade s do dia a dia, sem sofrimento.Resistência avançada em qualquer campo de batalha com o novo ASUS TUF Gaming F15.CaracterísticasProcessadorIntel Core i5 - 12500H - 12a geraçãoVelocidade do Processador: 2,5 GHzCache: 18 MBSistema OperacionalWindows 11 HomeSistema Operacional Windows pré-instalado no produto, não acompanha mídia Memória16GBTipo da Memória: DDR4Suporta até: 32 GB, sendo 16GB + 16GB slot SODIMMHD512 GB SSD TelaTipo de Tela: LED backlight VIPS Tamanho da Tela: 15,6""Resolução da Tela: 1920x1080144Hz anti-glareContraste 1000:1Placa de VídeoNVIDIA RTX3050Capacidade: 4GBRedeWi-Fi Conexão Wireless802.11axBluetooth5.2ÁudioDois Alto-falantes embutidos Microfone embutido Certificação Hi-Res Dolby AtmosSlot de Cartão de MemóriaSimPortas Frontais/Laterais/Traseiras01 RJ45 LAN port 10/100/1000 01 ThunderboltTM 4 support DisplayPortTM 01 USB 3.2 Gen 2 Type-C support DisplayPortTM / G-SYNC 02 USB 3.2 Gen 1 Type-A 01 HDMI 2.0b 01 Conector de audio combo 3.5mmTecladoChicletMouseTouchpadBateria4 Cells / 4800 mAhCorMecha GrayEAN7898573299739 Especificações TécnicasModelo: FX507ZC4-HN232WGarantia: 12 mesesDimensões e PesoDimensões do produto sem embalagem (AxLxP): 251x354x251 mmDimensões do produto com embalagem (AxLxP): 103x426x312 mmPeso do produto sem embalagem: 2,2 KgPeso do produto com embalagem: 8,0 KgItens Inclusos01 Notebook01 CarregadorManual","{""marca"":""Asus"",""tamanho_da_tela"":""15.6\""""}",,Asus,,,,"15.6""",,,,,,512GB,Asus,16GB,Intel Core i5 12500H,Windows 11 Home,15.6,Não informado,4GB,Intel Core i5 12500H,1920x1080,Não informado,Asus,16GB,Intel Core i5,Windows 11,"15.6""",512GB,4GB,Full HD,
lojaiplace||210931,Notebook,"MacBook Apple Dourado 12”, 8GB, SSD 256GB, Intel Core m3 dual core de 1,2GHz - MRQN2BZ/A","<p>Características</p><p>Marca: Apple</p><p>Modelo: MacBook</p><p>Referência: MRQN2BZ/A</p><p>Cód.: 210931</p><p>Cor: Dourado</p><p>Especificações</p><p>Processador: Intel Core m3 dual core de 1,2GHz (Turbo Boost de até 3,0GHz) com 4MB de cache L3</p><p>Armazenamento: SSD PCIe de 256GB integrado</p><p>Memória: 8GB de memória LPDDR3, 1866MHz</p><p>Placa Gráfica: Intel HD Graphics 615</p><p>Câmera: FaceTime de 480p</p><p>Tela</p><p>Tela Retina de 12 polegadas (diagonal) retroiluminada por LED, com tecnologia IPS.</p><p>Resolução nativa de 2304 x 1440 com 226 pixels por polegada e suporte a milhões de cores.</p><p>Proporção: 16:10.</p><p>Resoluções maiores compatíveis:1440 x 900 / 1280 x 800 / 1024 x 640.</p><p>Portas</p><p>Porta USB-C</p><p>Rede</p><p>Wi-Fi</p><p>Rede wireless Wi-Fi 802.11ac compatível com IEEE 802.11a/b/g/n</p><p>Bluetooth</p><p>Tecnologia Bluetooth 4.2</p><p>Áudio</p><p>Alto-falantes estéreo</p><p>Dois microfones</p><p>Porta para fone de ouvido de 3,5 mm</p><p>Teclado</p><p>Teclado completo com 78 (EUA) ou 79 (ISO) teclas retroiluminadas individualmente por LED, sendo 12 teclas de função e 4 teclas de direção. Sensor de luz ambiente.</p><p>Trackpad Force Touch para controle preciso do cursor e sensores de pressão. Possibilita toques fortes, aceleradores, traço sensível à pressão e movimentos Multi-Touch.</p><p>Bateria</p><p>Até 10 horas de navegação sem fio</p><p>Até 12 horas de reprodução de vídeos do iTunes</p><p>Até 30 dias em modo de espera</p><p>Bateria interna de polímero de lítio de 41,4 watts/hora</p><p>Carregador USB-C de 29W, porta de alimentação USB-C</p><p>Sistema Operacional</p><p>macOS</p><p>App</p><p>Fotos</p><p>iMove</p><p>GarageBand</p><p>Pages</p><p>Numbers</p><p>Keynote</p><p>Siri</p><p>Safari</p><p>Mail</p><p>FaceTime</p><p>Mensagens</p><p>Mapas</p><p>Notas</p><p>Calendário</p><p>Contatos</p><p>Lembretes</p><p>Photo Booth</p><p>Pré-visualização</p><p>iTunes</p><p>iBooks</p><p>App Store</p><p>Time Machine</p><p>Dimensões</p><p>Tamanho (AxLxE): 1,31 x 28,05 x 19,65 cm</p><p>Peso: 0,92 kg</p><p>Itens Inclusos</p><p>MacBook</p><p>Carregador USB-C de 29W</p><p>Cabo Carregador USB-C (2 cm)</p><p>Garantia: 12 meses</p>","{""memoria_ram"":""8 GB"",""processador"":""Intel Core M3"",""tamanho_da_tela"":""12\""""}",,,8 GB,Intel Core M3,,"12""",,,,,,256GB,Apple,8GB,Intel Core m3 dual core de 12GHz,macOS,12 polegadas,Não informado,Não informado,Intel HD Graphics 615,2304 x 1440,Não informado,Apple,8GB,Intel Core m3,macOS,"12""",256GB,,,
olistsp||OSPG7SSJ3D6LRJOQ,Notebook,Chromebook Samsungcinza 11.6 N4020 4Gb 32Gb Ssd,"Sistema operacional: Chrome OSProcessador / ChipsetProcessador Intel Celeron N4000 (1,10 GHz até 2,60 GHz 4 MB L2 Cache)Tela LED HD de 11,6 (1366 x 768), antirreflexoLED de alta definiçãoCor Titã de PlatinaMemória LPDDR4 de 4 GB (em BD 4 GB)Disco rígido 32 GB eMMCGráficos Intel UHD 600ÍMPARUnidade de disco óptico NenhumMultimídia Alto-falantes estéreo (1,5 W x 2)Microfone digital internoCâmera HD 720pMicrofone SimAlto-falantes estéreo (1,5 W x 2)Rede onda 802.11 ac2 2X2Bluetooth 4.0Entrada/saídaTouch Pad / Track PointTeclado tipo ilhaTouchpad1 USB-C1 USB 3.0Leitor de cartão multimídia MicroSD1 combinação de saída de fone de ouvido/entrada de microfoneBateria número de células/tipo de célula :2 células/íon de lítio5070mahVida útil da bateria, 12,5 horas (Podendo variar conforme uso) Adaptador é diferente dependendo do sistemaAdaptador USB-C de 30 W / 45 W / 65 WSegurança seguraTPMSlot de segurança finoTPM (Trusted Platform Module)CertificaçãoCertificado ENERGY STARAnatel 05788-17-04423Dimensões e PesoDimensões do Produto (L x L x A)11,33 x 7,96 x 0,66Peso1,20kgIsenção de responsabilidadeA velocidade real do USB pode variar dependendo do ambiente do usuário, usuários do Chromebook: conecte o adaptador multiporta ao adaptador de alimentação do Chromebook para obter todas as funcionalidades. Homologação Anatel: 032731907558","{""capacidade_do_ssd"":""32 GB"",""marca"":""Samsung"",""memoria_ram"":""4 GB""}",32 GB,Samsung,4 GB,,,,,,,,,32Gb,Samsung,4Gb,Intel Celeron N4000,Chrome OS,116,32 GB,Não informado,Intel Celeron N4000,1366 x 768,Não informado,Samsung,4GB,Intel Celeron,Chrome OS,"11.6""",32GB,,HD,
lojasmastercell||1160p,Notebook,"Notebook Samsung Galaxy Book2 360 Intel Core i5-1235U, Windows 11 Home, 8GB, 512GB SSD, 13.3 Full HD AMOLED NP730QED-KF3BR",<p>Adquira agora este produto disponível em estoque e com envio imediato. Totalmente novo e com garantia oficial SAMSUNG!</p><p>Aproveite e não perca essa super oferta!</p><p><br></p><p>Confira abaixo as especificações do produto</p>,"{""capacidade_do_ssd"":""512 GB"",""marca"":""Samsung"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 11 Home"",""tamanho_da_tela"":""13.3\""""}",512 GB,Samsung,8 GB,,Windows 11 Home,"13.3""",,,,,,512GB,Samsung,8GB,Intel Core i5-1235U,Windows 11 Home,13.3,Não informado,Não informado,Não informado,Full HD AMOLED,Não informado,Samsung,8GB,Intel Core i5,Windows 11,"13.3""",512GB,,Full HD,
olistplus||OPM5VTOBPWO0L1UF,Notebook,Notebook Lenovo Ryzen 5 16GB 256GB SSD 13.3 Win 11 - Cinza,"Notebook Lenovo Thinkpad Z13 Gen 1 13.3 Amd Ryzen 5 ProO Notebook Lenovo Thinkpad Z13 Gen 1 13.3 Amd Ryzen 5 Pro é o dispositivo perfeito para quem busca desempenho e portabilidade em um só produto. Com um processador poderoso e recursos avançados, esse notebook vai te surpreender em todas as tarefas do dia a dia.Com sistema operacional Windows 11 Home, você terá uma experiência suave e intuitiva, além de contar com recursos de segurança aprimorados. A tela de 13.3 polegadas com resolução de 1920 x 1200p proporciona imagens nítidas e detalhadas, ideal para trabalhar, estudar ou assistir aos seus filmes e séries favoritos.O Lenovo Thinkpad Z13 Gen 1 possui um processador AMD Ryzen 5 com 6 núcleos e frequência base de 2.9 GHz, podendo chegar a até 4.5 GHz em modo turbo. Isso significa que você terá um desempenho excepcional em todas as suas atividades, desde tarefas simples até as mais exigentes.Com 16 GB de memória RAM LPDDR5 e frequência de 6400 MHz, você terá velocidade e eficiência para executar múltiplas tarefas ao mesmo tempo, sem travamentos ou lentidão. O disco rígido de 256 GB SSD M.2 NVMe oferece espaço suficiente para armenar todos os seus arquivos, documentos e programas.A placa de vídeo AMD Radeon 660M garante gráficos de alta qualidade e desempenho fluido em jogos e aplicativos que exigem recursos gráficos mais avançados. A conectividade sem fio Bluetooth v5.1 e Wi-Fi 6e permite que você se conecte facilmente a dispositivos e redes, garantindo uma experiência de internet rápida e estável.Além disso, o Notebook Lenovo Thinkpad Z13 Gen 1 13.3 Amd Ryzen 5 Pro possui teclado numérico integrado, webcam Full HD, bateria de longa duração de 51.5 Wh e retroiluminação para facilitar o uso em ambientes com pouca iluminação. O design na cor Arctic Grey confere um visual elegante e sofisticado ao notebook.Com 3 meses de assistência técnica e homologação Anatel, você terá tranquilidade e suporte caso precise de auxílio ou reparo. O notebook Lenovo Thinkpad Z13 Gen 1 é a escolha perfeita para profissionais, estudantes e usuários exigentes que buscam qualidade, desempenho e portabilidade em um só produto.Compre agora o Notebook Lenovo Thinkpad Z13 Gen 1 13.3 Amd Ryzen 5 Pro e tenha todo o poder de um notebook de alta performance em suas mãos","{""capacidade_do_ssd"":""256 GB"",""marca"":""Lenovo"",""sistema_operacional"":""Windows 11""}",256 GB,Lenovo,,,Windows 11,,,,,,,256GB,Lenovo,16GB,Ryzen 5,Win 11,133,Não informado,Não informado,Ryzen 5 Pro,1920 x 1200p,Não informado,Lenovo,16GB,AMD Ryzen 5,Windows 11,"13.3""",256GB,,Full HD,
