Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Atributos AI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atributos Multimídia,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
genusmoveis||6332,Conjunto de Mesa e Cadeira,Conjunto de Mesas Laterais Alta e Baixa Belize,"<p>Conjunto de Mesas de Canto Belize</p><p>Você precisa de um toque especial na decoração da sua casa? Então, o Conjunto de Mesas de Canto Belize é uma ótima ideia! Ele é um ótimo acessório para trazer mais modernidade e sofisticação ao seu ambiente, pois possui um design exclusivo, pensado para pessoas exigentes que procuram um item de alto padrão.</p><p>Seu tampo tem 15mm de espessura e acabamento TX Fosco, além de ser finalizado em fita PVC por toda extensão. Já a estrutura é fabricada em barra chata de aço, que passa por tratamento antioxidante e pintura em pó epóxi, garantindo maior resistência ao produto.</p><p>Especificações:</p><p>Estrutura em barra chata de aço</p><p>Pintura em pó epóxi</p><p>Suporta até 15kg</p><p>Tampos com 15mm de espessura e acabamento TX Fosco</p><p>Tratamento de superfície antioxidante</p><p>Acabamento do tampo em fita PVC por toda a extensão</p><p>Fácil e rápido de montar</p><p>Design moderno e exclusivo</p><p>Dimensões do Produto:</p><p>Mesa Maior:</p><p>Altura Total: 60cm</p><p>Largura: 45cm</p><p>Profundidade: 45cm</p><p>Mesa Menor:</p><p>Altura Total: 46cm</p><p>Largura: 35cm</p><p>Profundidade: 35cm</p><p>Conteúdo da Embalagem:</p><p>01 Conjunto de Mesas de Canto Belize</p><p>Informações Adicionais:</p><p>Garantia: 03 Meses contra defeitos de fabricação</p><p>Benefícios do Produto:</p><p>Fácil de montar</p><p>Tem um design exclusivo</p><p>Ideal para decorar salas, quartos e escritórios</p><p>Perfeito para livros, telefones, abajures e demais objetos decorativos</p>",,,,,,,,,,,,,,,,Não informado,Não informado,Aço,Conjunto,Não informado,Aço,Não informado,Não informado,TX Fosco,Não informado,Moderno,Não informado,"Salas, Quartos e Escritórios",2,,,,,,,
madeiramadeira-openapi||802671,Conjunto de Mesa e Cadeira,Conjunto Sala de Jantar Mesa Tampo MDF/Vidro 6 Cadeiras Espanha Yescasa,"Se você pretende completar a sua casa com bom gosto e charme, então veja que mimo este lindo Conjunto de Mesa e Cadeiras. Não é uma excelente forma de começar?Super charmoso, ele é perfeito para que você dê um visual fancy e moderno para o seu lar.","{""cor"":""Cinza"",""material_da_estrutura"":""MDF, Vidro"",""quantidade_de_lugares"":""6 Cadeiras""}",,Cinza,,,,"MDF, Vidro",,6 Cadeiras,,,,,,,Yescasa,Não informado,MDFVidro,Não informado,6,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Sala de Jantar,Não informado,Yescasa,Cinza,Retangular,MDF,Vidro,"160x80x2,2cm",6 Lugares
madeiramadeira-openapi||237892,Conjunto de Mesa e Cadeira,Conjunto Sala de Jantar Mesa Tampo MDF/Vidro Branco 4 Cadeiras Pampulha Leifer,"Olha que lindo este Conjunto de Mesa e Cadeiras Pampulha! Perfeito para completar a sua casa com estilo, graça e bom gosto. Com ele, você poderá receber seus amigos, familiares e convidados para deliciosas refeições ou reuniões mais intimistas.","{""cor"":""Mel""}",,Mel,,,,,,,,,,,,,Leifer,Branco,MDFVidro,Não informado,4,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Sala de Jantar,Não informado,Leifer,Mel,Retangular,MDF,Vidro,"79,5x120x80cm",4 Lugares
madesamoveis||MDJA0200145ZSIM,Conjunto de Mesa e Cadeira,Conjunto Sala de Jantar Madesa Tamy Mesa Tampo de Vidro com 2 Cadeiras,"<p>O Conjunto de Mesa e 2 Cadeiras Tamy da Madesa é a opção na medida para ambientes compactos e que precisam de um total aproveitamento do espaço disponível.<br><br>A base em pedestal é confortável e prática. O destaque fica por conta do tampo de vidro. Além de agregar valor e sofisticação ao conjunto, e fácil de montar e a fixação é totalmente segura. As cadeiras possuem ótimo tamanho e são fabricadas em MDF, com encosto e assento estofados. O tecido é em Suede Imperial, material de qualidade e com toque aveludado. Um luxo só!<br><br>O acabamento é no padrão amadeirado Rustic, feito em Pintura Poliéster de alta resistência com 7 camadas de proteção que oferece maior qualidade e durabilidade ao móvel. Esse processo é ecológico, isento de vapores que prejudicam a atmosfera.<br><br>A dica para quem quer aproveitar ainda mais seu espaço é utilizar encostada na parede, tanto na cozinha quanto na sala de jantar.<br><br>Imagem meramente ilustrativa. O conjunto é composto pela mesa e duas cadeiras.<br><br>Itens inclusos:<br>- Uma (1) mesa com 77 cm de altura e tampo quadro de vidro de 80 cm x 80 cm<br>- Duas (2) cadeiras de 103 cm de altura com encosto e assento estofados<br><br>Código do produto: MDJA0200145ZSIM<br><br>Obs.: A Madesa não disponibiliza serviço de montagem. O produto segue com manual de instalação e todas as ferragens necessárias para sua montagem.<br><br>1-O produto é novo ou usado?<br>R.: Todos os produtos da Madesa são novos, enviados da nossa fábrica diretamente para as casas de nossos clientes.<br><br>2-O produto vem montado? Se não, vocês realizam a montagem?<br>R.: A Madesa não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.<br><br>3-Vocês possuem loja física? Posso retirar meu produto em mãos?<br>R.: Não possuímos loja física, apenas loja virtual. Confira as opções de envio ao colocar o seu CEP.<br><br>4-Qual é o valor do envio? Posso pagar separadamente?<br>R.: O valor do envio é calculado com base no peso e volume do produto, e no CEP de destino. Você pode calcular o valor e prazo de entrega no simulador.<br><br>5-A Madesa entrega em todo Brasil? Como é feita a entrega?<br>R.: Sim, entregamos no Brasil inteiro através de transportadoras parceiras.<br><br>6-O produto acompanha Nota Fiscal?<br>R.: Sim, todos os produtos são entregues com suas respectivas notas fiscais.<br><br>7-Os produtos possuem garantia?<br>R.: Sim. A Madesa oferece 3 meses de garantia para defeitos de fabricação.<br><br></p>","{""cor"":""Marrom"",""marca"":""Madesa"",""material"":""MDF, MDP, Vidro""}",Madesa,Marrom,"MDF, MDP, Vidro",,,,,,,,,,,,Madesa,Não informado,"MDF, Suede Imperial",Conjunto,2,Não informado,Não informado,2,Amadeirado Rustic,Não informado,Não informado,Não informado,"Sala de Jantar, Cozinha",Não informado,Madesa,Marrom,Quadrado,MDP,Vidro,80x80x77m,2 Lugares
premiummoveis||423622,Conjunto de Mesa e Cadeira,"Sala de Jantar Madeira Maciça com 6 cadeiras 2,0x1,0m - Real/Luxury - Requinte Salas","Sala de Jantar Madeira Maciça com 6cadeiras 2,0x1,0m - Real/Luxury - Requinte Salas<br> <br>A Sala de Jantar Real é essencial para seu lar, ela é ideal para realizar suas refeições e contemplar as melhores reuniões em família e amigos e, em especial, as confraternizações que envolvem toda alegria e harmonia que uma família reunida é capaz de transmitir. Além disso, oferece consigo diversos benefícios: A mesa Real é produzida com tampo de MDF com 40 mm de espessura, e vidro 3mm. Sua base é em madeira maciça Tauari, seca em estufa e imunizada, garantindo durabilidade. Seu design minimalista se adequa harmoniozamente ao estilo das cadeiras Luxury, que são perfeitas para compor o conjunto de sua sala de jantar. As Cadeiras Luxury são a perfeição em produto. Possuem uma segurança e conforto elevada. Sua estrutura é composta por madeira maciça tauari e a densidade da espuma é D-23 para assentos e D-20 para encosto. Garanta já seu conjunto! Aproveite!<br> <br>Fazem parte do anúncio<br>1 Mesa de Jantar Real 2,0x1,0m<br>6 Cadeiras Luxury<br>Obs. Objetos de decoração não inclusos.<br> <br>Particularidades da Sala de Jantar <br>Características da Mesa:<br>- Base em madeira Tauari, seca em estufa e imunizada<br>- Madeira ecologicamente correta<br>- Tampo em MDF com 40mm de espessura<br>- Vidro 3mm<br>- Tampo retangular com quinas retas<br> <br>Características da Cadeira:<br>- Madeira Tauari seca em estufa<br>- Madeira imunizada<br>- Espuma D-23 no assento<br>- Espuma D-20 no encosto<br>- Estrutura reforçada<br>- Ecologicamente correta<br>- Peso suportado 150kg<br> <br>Dimensões da Mesa:<br>Altura: 76 centímetros<br>Largura: 2,0 metros<br>Profundidade: 1,0 metros<br> <br>Dimensões da Cadeira:<br>Altura: 1,0 metro<br>Largura: 47 centímetros<br>Profundidade: 54 centímetros<br> <br>Informações Importantes:<br>- Produtos podem apresentar diferenças de tonalidades entre a foto na tela e o produto real, devido a calibração de cor de tela. <br>- Limpar com flanela ou pano macio. Não utilizar álcool. Não utilizar produtos abrasivos ou corrosivos<br>- Nós prezamos pela qualidade da entrega em primeiro lugar, trabalhamos com transportadoras altamente selecionadas e os melhores materiais de embalagem.<br>- Todos os itens já vão embalados, a mesa vai semi montada e as cadeiras 100% montadas. Não necessita da montagem de um profissional, ficando ao critério do cliente. Não nos responsabilizamos pela montagem.<br>- Objetos de decoração não incluso.<br>- Certifique-se de que o produto caiba em elevadores e vãos de escadas, não fazemos içamentos ou desmontagens de produtos. Quaisquer despesas deste tipo ficam a cargo do cliente<br>- Garantia de 3 meses contra defeitos de fabricação.","{""cor"":""Madeira"",""material"":""Madeira, Vidro""}",,Madeira,"Madeira, Vidro",,,,,,,,,,,,RealLuxury,Não informado,Madeira Maciça,Retangular,6,Madeira Tauari,Não informado,6,Não informado,Não informado,Minimalista,20x10m,Sala de Jantar,1 mesa + 6 cadeiras,Requinte Salas,Bege,Retangular,Madeira,"[MDF,Vidro]","2,0x1,0m",6 Lugares
moveismadeiraatual||36,Conjunto de Mesa e Cadeira,"Conjunto mesa liz cr qd. 0,80x0,80 vd serig-4 cad.onix cr vidro preto","<p>Cadeira em Aço 1 e 16x30 Oblongo -Cromado Polido de Alto Brilho - Assento BC-104 ( Linhão Cinza) Mesa em Aço 1 1/4 - Cromado Polido de Alto Brilho - Tampo Quadrado 0,80x0,80 -Vidro Temperado Serigrafado de 6 mm - Cor (Preta) *Não realizamos serviço de montagem e instalação. *A montagem é de responsabilidade do cliente. As transportadoras não sobem escadas ou elevadores</p>","{""marca"":""Aço Nobre"",""material"":""Vidro""}",Aço Nobre,,Vidro,,,,,,,,,,,,Liz,Preto,"Aço, Vidro",Quadrado,4,Aço,Não informado,4,Cromado Polido de Alto Brilho,Serigrafado,Não informado,080x080,Não informado,Não informado,Aço Nobre,Preto,Quadrado,Aço,Vidro,80x80cm,4 Lugares
jmmoveisecolhoes||86181B,Conjunto de Mesa e Cadeira,Mesa Retangular Com 8 Cadeiras Estofadas Madeira Maciça 200 x 88 Castanho Realce Shop JM,"<p>Este conjunto de mesa com cadeiras apresenta uma mesa robusta com estrutura e pés em madeira maciça, combinada com um tampo em MDP. As cadeiras são feitas 100% em madeira maciça, com assento estofado, e entregues montadas para maior comodidade, e cada uma suporta até 150kg. O design clássico e resistente torna-o ideal para diversas configurações de refeições.</p><p>Especificações da mesa</p><p>Estrutura e pés em madeira maciça de Pinus (madeira reflorestada)</p><p>4 pés resistentes</p><p>Design robusto e clássico</p><p>Tampo em MDP</p><p>Especificações das cadeiras</p><p>100% madeira maciça de Pinus (madeira reflorestada)</p><p>Possuem assento estofado com revestimento em material sintético Cadeiras são entregues montadas para maior comodidade</p><p>Cada cadeira suporta até 150kg</p><p>Dimensões da mesa:Largura 200 cm; Profundidade88 cm;Altura 81 cm.</p><p>Dimensões das cadeiras:Largura 44 cm; Profundidade 44 cm; Altura 100 cm.</p><p>Itens inclusos:1 mesa e 8 cadeiras</p><p>Complexidade da montagem:Média, pode ser montado por apenas uma pessoa e/ou necessite de maior conhecimento para montagem.</p><p>Recomendações de uso, manutenção e limpeza:Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente a luz solar e à umidade</p><p>Garantia:3 meses</p><p>OBS: Foto meramente ilustrativa, objetos, utensílios e decoração não fazem parte do produto.</p>",{},,,,,,,,,,,,,,,Realce Shop,Castanho,"Madeira Maciça, MDP",Retangular,8,Madeira Maciça de Pinus,Não informado,8,Não informado,Estofado,Clássico,200 x 88,Não informado,1 mesa e 8 cadeiras,Shop JM,Castanho,Retangular,Madeira,MDP,200x88x81cm,8 Lugares
ahazzomoveiss||1225467p,Conjunto de Mesa e Cadeira,Kit Escritório Ravi 1 Cadeira Suede Vermelho com 1 Mesa e 1 Livreiro Ferro Dourado MDF Carvalho - Ahazzo Móveis,"Kit de Escritório Ravi Office Industrial - Ahazzo Móveis<br><br>Os produtos ideais para profissionais exigentes que buscam um escritório completo, sofisticado e moderno. Nosso Kit de Escritório premium é perfeito para quem valoriza qualidade, luxo e praticidade. O kit contém uma elegante cadeira revestida com espuma para garantir conforto durante longas jornadas de trabalho. A mesa, com tampo 100% MDF, é espaçosa e resistente, ideal para organizar seus documentos e equipamentos de forma eficiente. A estante livreiro multiuso, com 5 prateleiras, é perfeito para quem precisa de espaço extra para livros, pastas e objetos de decoração. A estrutura de todos os itens é feita em ferro resistente com pintura eletroestática epóxi, garantindo durabilidade e estabilidade. Com um estilo industrial e design moderno, o Kit Ravi Office é a escolha certa para escritórios, consultórios, home office, quartos ou cantinhos de estudo. Invista em um ambiente de trabalho elegante e funcional, com um toque de luxo premium e exclusividade.<br><br>Características Mesa:<br><br>- Altura: 79 cm;<br>- Largura: 50 cm;<br>- Comprimento: 120 cm;<br>- Estrutura de ferro com pintura epóxi eletrostática;<br>- Tampo em madeira 100% MDF.<br><br>Características Livreiro:<br><br>- Comprimento Total: 55 cm;<br>- Altura Total: 153 cm;<br>- Profundidade Total: 35 cm;<br>- Altura interna aproximada de cada prateleira: 35 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Prateleira em madeira 100% MDF;<br>- O produto é entregue montado;<br>- Cada prateleira suporta até 25kg.<br><br>Características Cadeira:<br><br>- Largura Total: 43 cm;<br>- Altura Total: 70 cm;<br>- Profundidade Total: 43 cm;<br>- Altura do encosto: 20 cm;<br>- Altura do chão até o assento: 45 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Produto estofado.<br><br>Observações:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>","{""marca"":""Ahazzo Móveis"",""quantidade_de_lugares"":""1 cadeira""}",Ahazzo Móveis,,,,,,,1 cadeira,,,,,,,Ahazzo Móveis,Vermelho,"MDF, Ferro",Não informado,1,Ferro,Industrial,1,Não informado,Livreiro,"Industrial, Moderno",Não informado,"Escritório, Consultório, Home Office, Quartos, Cantinhos de Estudo",1,,,,,,,
ventilanet||10299p,Conjunto de Mesa e Cadeira,Conjunto Mesa Alta Bar Bistrô Quadrada Vidro 2 Bancos Imbuia Industrial Black,"Conjunto Mesa Alta Bar Bistrô Quadrada Vidro 2 Bancos Imbuia Industrial BlackO Conjunto Mesa Alta Bar Bistrô faz parte da nossa coleção de móveis industriais, onde o design é minimalista e geométrico, além de agregar na decoração e otimizar o espaço do seu ambiente é muito confortávelEste conjunto é ideal para apartamentos, cozinhas, área de lazer, área gourmet, bares e restaurantes. (Facilmente adaptável a qualquer espaço)O seu material é de aço com pintura em epóxi eletrostática tornando-a mais resistente contra o clima e desgastes naturais. O assento é feito de madeira garantindo alta resistência e um produto de qualidade e conforto excepcional. <strong>Descrição do Produto:</strong><strong>Mesa:</strong>Tampo: Vidro Material do tampo: Vidro Temperado 6mm com Borda LapidadaLargura x Comprimento: 50x50cmAltura: 100cmEstrutura: Preto em Aço Carbono <strong>Bancos:</strong>Largura: 34cmComprimento: 32cmAltura Total: 70cmAssento: Madeira Imbuia Conteúdo da Embalagem:- 1 Mesa- 2 Bancos IMPORTANTE: Verificar a integridade do produto no ato da entrega, se a embalagem não estiver em boas condições, peça para verificar o produto e caso o produto esteja danificado RECUSE a entrega para que a troca seja possível.","{""marca"":""Don Castro Decor"",""material_da_estrutura"":""Aço, Vidro""}",Don Castro Decor,,,,,"Aço, Vidro",,,,,,,,,Não informado,Preto,"Aço, Madeira",Quadrada,2,Aço,Industrial,2,Não informado,Não informado,Bistrô,Não informado,"Apartamentos, Cozinhas, Área de Lazer, Área Gourmet, Bares, Restaurantes","1 Mesa, 2 Bancos",Don Castro Decor,Preto,Quadrado,Aço,Vidro,50x50x100cm,2 Lugares
moveisarapongas2||24800.188,Conjunto de Mesa e Cadeira,"Mesa Com 4 Cadeiras 1,20 Mônaco Cinamomo/off White/bege - Móveis Arapongas","A Mesa Sala de Jantar Mônaco com 4 Cadeiras Cairo oferece um tamanho ideal para acomodar confortavelmente até quatro pessoas, tornando-a perfeita para ambientes menores. Desfrute de refeições deliciosas e momentos especiais em família!<br><br>Detalhes Técnicos da Mesa<br>-Pintura UV<br>-Estrutura: MDP 15mm<br>-Tampo: MDP 15mm e molduras em MDF 15mm<br>-Tonalidade: Cinamomo/Off White<br>-Medida Montada: A:80cm | L:120cm | P:80cm<br><br>Detalhes Técnicos das Cadeiras<br>-Assento e Encosto Tapeçados, Estofados e Fixos<br>-Pintura UV Texturizada<br>-Estrutura: MDF 18mm e 25mm<br>-Tonalidade: Cinamomo/Suede Bege<br>-Assento: D16<br>-Encosto: D14<br>-Suporta até 90kg (cada)<br>-Medida de cada Cadeira: A:95cm | L:44cm | P:50cm<br><br>Conteúdo da Embalagem<br>-1 Mesa e 4 Cadeiras<br>-Manual de Montagem<br>-Acessórios para Montagem<br><br>Observações Importantes<br>-Imagens ambientadas meramente ilustrativas, objetos decorativos não compõe o produto;<br>-Produto novo, garantia somente para defeitos de fabricação: 3 meses;<br>-Não realizamos entregas em zonas rurais, via caminhos fluviais e distritos, NÃO ACEITAMOS CEP GERAL;<br>-Não trabalhamos com entrega agendada. O recebedor deve ter mais de 18 anos. O valor do frete não inclui: subida de escada, elevador ou lançamento de produto, em condomínio residencial a entrega é feita somente até a portaria. As entregas são realizadas em dias e horários comerciais;<br>-Ao receber o produto observe se a embalagem está em perfeita condição. Confira atentamente a quantidade de volumes;<br>-Produto entregue desmontado. É responsabilidade do cliente a montagem/instalação do produto, inclusive despesa para sua realização. Recomendamos a contratação de um profissional especializado;<br>-Evitar a exposição direta à luz solar e à umidade. Limpar com pano macio e seco, não utilizar produtos químicos;<br>-A cor do produto pode variar de acordo com o monitor, a iluminação do ambiente ou sua percepção visual.","{""cor"":""Cinamomo, Off White"",""marca"":""Móveis Arapongas"",""material_da_estrutura"":""MDF, MDP""}",Móveis Arapongas,"Cinamomo, Off White",,,,"MDF, MDP",,,,,,,,,Móveis Arapongas,Cinamomo Off White,"MDP, MDF",Não informado,4,MDP,Não informado,4,Pintura UV,Não informado,Não informado,A80cm L120cm P80cm,Sala de Jantar,1 Mesa e 4 Cadeiras, Móveis Arapongas,"[Off White,Bege,Canela]",Retangular,MDP,MDP,80x120x80cm,4 Lugares
dconfortdesign||503-2131,Conjunto de Mesa e Cadeira,Sala de Jantar Mesa Elástica Londres com 4 Cadeiras Olinda,"Mesa de Jantar Retangular com Tampo Extensível e Vidro Imagina uma sala e jantar onde seja possível convidar sempre mais um amigo...que tal uma mesa com tampo elástico, onde é só estender e acomodar mais dois?! Nós sempre pensando no desejo de nossos clientes, apresentamos a Mesa com tampo extensível e vidro colado. Uma peça linda, charmosa e elegante, perfeita para trazer sofisticação ao ambiente. Seu tampo fechado comporta 4 pessoas e aberto, 6 pessoas confortavelmente. Esse recurso é inteligente, pois no dia-a-dia, o ambiente fica amplo, com espaço que facilita o cotidiano e quando o desejo é receber mais familiares e amigos, eis a solução...aumentamos a mesa! Sua abertura é no sistema de esteira, deixando um lindo detalhe em ripas a centro do tampo. <br><br>Medidas: Mesa - Altura: 78 cm; Largura 80 cm; Comprimento (fechada) 110 cm (aberta) 170 cmCadeiras - Altura 98 cm; Largura 40 cm; Profundidade 44 cmObs.: Nas imagens as cadeiras estão confeccionadas com Linho Olinda M09","{""cor"":""Azul""}",,Azul,,,,,,,,,,,,,Não informado,Não informado,Não informado,Retangular,4,Não informado,Não informado,4,Não informado,Extensível,Não informado,Não informado,Não informado,Não informado,D'Confort Design,"[Marrom,Branco]",Retangular,,Vidro, 78x80x110cm,4 Lugares
madesamoveis||XMMDJA0401847KOX,Conjunto de Mesa e Cadeira,Conjunto Sala de Jantar Mesa Tampo de Madeira 4 Cadeiras Cindy Madesa,"<p>Deseja um ambiente moderno, aconchegante e que combine funcionalidade e estilo? Então o Conjunto de Jantar Cindy da Madesa é o que você estava procurando.<br><br>A mesa de pedestal proporciona conforto e robustez para suas refeições. Seu tampo robusto e firme garante estabilidade e segurança, além de transmitir um visual imponente à sua sala de jantar.<br><br>Com design inteligente, o espaçamento entre a mesa e as cadeiras é ideal, proporcionando conforto e acomodando perfeitamente quatro pessoas. <br><br>As cadeiras são robustas e completam o visual do conjunto com muito conforto e elegância. São estruturadas em MDP e assento em polipropileno. São estofadas com espumas de alta densidade e revestidas em tecido Suede Oxford com costura no estilo matelassê na parte.<br><br>O acabamento é feito em Pintura Poliéster ecológica, com a aplicação de 7 camadas de proteção que garantem resistência à água, álcool e calor.<br><br>Medidas da cadeira: <br>- 94 cm de altura<br>- 45 cm de largura<br>- 57 cm de profundidade<br><br>Medidas da mesa: <br>- 79 cm de altura<br>- 160 cm de largura<br>- 90 cm de profundidade<br><br>Itens inclusos: <br>- Uma (1) mesa com base pedestal e tampo retangular em MDP<br>- Quatro (4) cadeiras estofadas<br><br>Obs.: <br>- A Madesa não disponibiliza serviço de montagem<br>- Imagens meramente ilustrativas, o conjunto é composto pela mesa e quatro cadeiras<br>- O produto segue com manual e todas as ferragens necessárias para a instalação<br><br>1 O produto vem montado? Se não, vocês realizam a montagem?<br>R.: A Madesa não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.<br><br>2 Vocês possuem loja física? Posso retirar meu produto em mãos?<br>R.: Não possuímos loja física, apenas loja virtual. Confira as opções de envio ao colocar o seu CEP.<br><br>3 Qual é o valor do envio? Posso pagar separadamente?<br>R.: O valor do envio é calculado com base no peso e volume do produto, e no CEP de destino. Você pode calcular o valor e prazo de entrega no simulador.</p>","{""cor"":""Preto"",""formato"":""Retangular"",""marca"":""Madesa"",""material_da_estrutura"":""MDF, MDP, Madeira""}",Madesa,Preto,,Retangular,,"MDF, MDP, Madeira",,,,,,,,,Madesa,Não informado,"Madeira, MDP, Polipropileno",Retangular,4,MDP,Não informado,4,Pintura Poliéster,Não informado,Moderno,Não informado,Sala de Jantar,1 Mesa + 4 Cadeiras,Madesa,Preto,Retangular,MDP,Madeira,79x160x90cm,4 Lugares
uphomedecor||601450,Conjunto de Mesa e Cadeira,Mesa Jantar Industrial Base Cobre V 90cm Quadrada Branca C/ 4 Cadeiras Cobre Eames Estofada Nude Cla,"A mesa de jantar é um dos poucos móveis que efetivamente reúne a família para saborear um bom prato ao lado das pessoas que mais ama. E para garantir que o seu ambiente fique impecável, conte com a Mesa De Jantar Industrial. As laterais vazadas, sua forma reta e sua base em V conferem sofisticação e ótimo aproveitamento no cômodo.<br><br>Tipo: Conjunto<br>Modelo: Industrial Base V<br>Cor Tampo mesa: Branco<br>Cor Base mesa: Cobre<br>Cor Assento cadeira: Nude Claro<br>Cor base cadeira: Cobre<br><br>Medidas da Mesa:<br>Altura: 78cm<br>Comprimento: 90cm<br>Largura: 90cm<br><br>Medidas da Cadeira:<br>Altura: 85cm<br>Largura: 47cm<br>Comprimento: 50cm<br><br>ATENÇÃO<br>IMAGENS MERAMENTE ILUSTRATIVAS REALIZADO EDIÇÃO, PODENDO HAVER UMA PEQUENA VARIAÇÃO DE COR DEPENDENDO DE CADA TELA OU MONITOR.","{""cor"":""Branco""}",,Branco,,,,,,,,,,,,,Não informado,Branco,Não informado,Quadrada,4,Não informado,Não informado,Não informado,Não informado,Estofada,Industrial,90cm,Não informado,Não informado,Up Home,Branco,Quadrado,,,78x 90x90cm,4 Lugares
ahazzomoveiss||1218439p,Conjunto de Mesa e Cadeira,Kit Escritório Ravi 3 Cadeiras Suede Terracota com 1 Mesa e 1 Livreiro Ferro Branco MDF Branco - Ahazzo Móveis,"Kit de Escritório Ravi Office Industrial - Ahazzo Móveis<br><br>Os produtos ideais para profissionais exigentes que buscam um escritório completo, sofisticado e moderno. Nosso Kit de Escritório premium é perfeito para quem valoriza qualidade, luxo e praticidade. O kit contém uma elegante cadeira revestida com espuma para garantir conforto durante longas jornadas de trabalho. A mesa, com tampo 100% MDF, é espaçosa e resistente, ideal para organizar seus documentos e equipamentos de forma eficiente. A estante livreiro multiuso, com 5 prateleiras, é perfeito para quem precisa de espaço extra para livros, pastas e objetos de decoração. A estrutura de todos os itens é feita em ferro resistente com pintura eletroestática epóxi, garantindo durabilidade e estabilidade. Com um estilo industrial e design moderno, o Kit Ravi Office é a escolha certa para escritórios, consultórios, home office, quartos ou cantinhos de estudo. Invista em um ambiente de trabalho elegante e funcional, com um toque de luxo premium e exclusividade.<br><br>Características Mesa:<br><br>- Altura: 79 cm;<br>- Largura: 50 cm;<br>- Comprimento: 120 cm;<br>- Estrutura de ferro com pintura epóxi eletrostática;<br>- Tampo em madeira 100% MDF.<br><br>Características Livreiro:<br><br>- Comprimento Total: 55 cm;<br>- Altura Total: 153 cm;<br>- Profundidade Total: 35 cm;<br>- Altura interna aproximada de cada prateleira: 35 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Prateleira em madeira 100% MDF;<br>- O produto é entregue montado;<br>- Cada prateleira suporta até 25kg.<br><br>Características Cadeira:<br><br>- Largura Total: 43 cm;<br>- Altura Total: 70 cm;<br>- Profundidade Total: 43 cm;<br>- Altura do encosto: 20 cm;<br>- Altura do chão até o assento: 45 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Produto estofado.<br><br>Observações:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>","{""marca"":""Ahazzo Móveis""}",Ahazzo Móveis,,,,,,,,,,,,,,Ahazzo Móveis,Terracota,MDF,Não informado,3,Ferro,Industrial,Não informado,Não informado,Livreiro,Industrial,Não informado,Escritório,1,,,,,,,
