Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Atributos AI-PAVE-BR,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Atributos Multimídia,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
comercialtrevobike||03ce199c177811ecb1594201ac185013,Bicicleta,Bicicleta aro 29 gts  24 marchas freios a disco câmbios Shimano /gts,Bicicleta aro 29 gts tamanho quadro 17 Quadro alumínio câmbio dianteiro Shimano Câmbio traseiro gts cubo traseiro k7 Freios a disco mecânico.Suspensão gts Garantia do quadro 12 meses Garantia de peças em caso de defeito de fabrica 30 dias lembrando bikes sao amontodas e testadas antes do envio ou retirada na loja .,"{""marca"":""Shimano""}",,,Shimano,,,,,,,,,,,,,,,,,,29,Não informado,gts,17,Não informado,Não informado,alumínio,Não informado,Não informado,24,gts,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco,GTS M1,Branco,Aro 29,"17""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
bikediasg5||31265,Bicicleta,Bicicleta Absolute Hera MTB 12 Velocidades K7 e Trava,"<p>COMPONENTES DA BIKE</p><p><br></p><p><br></p><p><br></p><p><br></p><p>Quadro aro 29 Alumínio</p><p><br></p><p>Suspensão de 80mm de Curso Sem Trava</p><p><br></p><p>Aros Aeros para Disco Folha Dupla</p><p><br></p><p>Raios Zincados</p><p><br></p><p>Pneus Aro 29 Com Arame</p><p><br></p><p>Câmara de Ar Aro 29</p><p><br></p><p>Jogo Direção Ahead Set</p><p><br></p><p>Suporte Do guidão 31.8</p><p><br></p><p>Guidão 31.8 MTB</p><p><br></p><p>Canote do Selim MTB</p><p><br></p><p>Pedal MTB Plataforma</p><p><br></p><p>Arruela Calço para Ahead Set (1cm)</p><p><br></p><p>Manopla MTB Comum</p><p><br></p><p>Abraçadeira do Selim com Blocagem</p><p><br></p><p>Selim MTB</p><p><br></p><p>Rotor de Freio De 160mm</p><p><br></p><p>Freio a Disco Hidráulico</p><p><br></p><p><br></p><p><br></p><p>RELAÇÃO (TRANSMISSÃO DA BIKE)</p><p><br></p><p><br></p><p><br></p><p><br></p><p>Cassete 12 Velocidades 11x50D GTA</p><p><br></p><p>Pedivela Single Ponta Quadrada GTS</p><p><br></p><p>Trocador Indexado Semi Automático de 12V GTA</p><p><br></p><p>Cambio Traseiro Indexado MTB 12V GTA</p><p><br></p><p>Cubos Para com FreeHub para cassete</p><p><br></p><p>Corrente indexada de 12V</p><p><br></p><p>Jogo de Centro Selado Rolamentado</p><p><br></p><p>Atenção, a marca da transmissão pode variar de acordo com o estoque, mas garantimos a mesma qualidade e desempenho.</p>","{""marca"":""Absolute""}",,,Absolute,,,,,,,,,,,,,,,,,,29,Não informado,Absolute,Não informado,Não informado,MTB,Alumínio,Hera,29,12,Sem Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,K7 e Trava,Disco Hidráulico,Absolute,"[Azul, Rosa]",Aro 29,"17""",12 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
diasbike||15841551586,Bicicleta,Bicicleta MTB Aro 29 GTA NX11 24V Shimano Altus Hidráulico,"BICICLETA ARO 29 GTA NX11 ALTUS 24v HIDRÁULICO<br> <br>COMPONENTES DA BIKE<br> <br>- Quadro aro 29 Alumínio<br>- Suspensão de 80mm de Cursor<br>- Aros Aeros para Disco Folha Dupla<br>- Raios Zincados<br>- Pneus Aro 29 Com Arame<br>- Camara de Ar Aro 29<br>- Jogo Direção Ahead Set<br>- Suporte Do guidão 31.8 Importado<br>- Guidão 31.8 MTB Importado<br>- Canote do Selim MTB Importado<br>- Pedal MTB Plataforma<br>- Arruela Calço para Ahead Set (1cm)<br>- Manopla MTB Comum<br>- Abraçadeira do Selim com Blocagem<br>- Selim MTB Básico<br>- Disco de Freio De 160mm Parafusos<br>- Freio a Disco Hidráulico Com Pinças e Pastilhas<br> <br>RELAÇÃO (TRANSMISSÃO DA BIKE)<br> <br>- Cassete Indexado de 8v<br>- Roda Tripla De Alumínio Reforçada<br>- Trocador Indexado Semi Automático Rapid Fire de 8v<br>- Cambio Dianteiro MTB Indexado<br>- Cambio Traseiro Shimano Altus M310 8v<br>- Cubos Com Blocagem Sistema Cassete<br>- Corrente indexada de 8v<br>- Jogo de Centro 122.5 <br> <br> <br>- Imagens da bicicleta são meramente ilustrativas.<br>- Algumas peças da bicicleta podem sofrer variações de cor e de modelo de acordo com o lote de importação.<br>- A Dias Bike não se responsabiliza por recolhimento obrigatório de impostos ICMS por st cobrado em alguns estados.<br>-Caso não haja alguém para receber o pedido no local de entrega, após as tentativas de entrega da transportadora, o frete do reenvio será de responsabilidade do comprador.<br>-Preço no site são exclusivos para venda online da loja virtual DIAS BIKE, os preços praticados em cada loja podem haver diferença entre os mesmos.<br>- Para as compras de bicicletas, as mesmas serão enviadas lubrificadas e pré-montadas, em função do transporte, a roda dianteira, guidão, selim e pedais são enviados soltos para encaixe.<br>- A garantia não Cobre Defeitos por Mau uso ou Pela Montagem Inadequada do Produto. A Montagem requer conhecimentos em mecânica e manutenção em bicicletas, por isso recomendamos que a montagem das Bicicletas seja feita por Profissionais do ramo em Oficina Especializada.<br>- Algumas Peças podem necessitar de regulagem ou alinhamento.<br>- A montagem, Regulagem e Alinhamento é por conta do comprador.<br>- A Garantia só será validada mediante a comprovação da montagem por um especialista, válida somente para o Primeiro proprietário.","{""marca"":""Caloi"",""tamanho_do_quadro"":""19""}",,,Caloi,19,,,,,,,,,,,,,,,,,29,Não informado,GTA,Não informado,Não informado,MTB,Alumínio,NX11,29,8v,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,GTA,"[Preto, Vermelho]",Aro 29,"19""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
cdtbikes||HERABCO15TIPO7,Bicicleta,Bicicleta Aro 29 Absolute Hera Feminina Alumínio 24v Câmbios Shimano Garfo Suspensão - Branco,"<p>Bike aro 29 em alumínio , nova na caixa a pronta entrega, produto com ótima qualidade e acabamento, possui 24 marchas com sistema de alavancas rapid fire que a cada clique uma marcha é trocada, garfo com suspensão, sistema de freio a disco mecânico, câmbio dianteiro e traseiro Shimano Tz. Bicicleta pré montada, vai precisar apenas fixar a roda dianteira, guidão, selim e pedais.</p><p><br></p><p><br></p><p>Segue abaixo características da bike:</p><p><br></p><p>Quadro 29 Absolute Hera em alumínio</p><p>Garfo 29 suspensão curso 60mm</p><p>Suporte do guidão em alumínio preto</p><p>Guidão 31.8mm em alumínio preto</p><p>Canote do selim 27.2 s/carrinho</p><p>Selim Sport preto</p><p>Abraçadeira do Selim alumínio Preto</p><p>Aros Aero Parede dupla reforçado</p><p>Raios Pretos</p><p>Cubos Pretos Aço</p><p>Pneus 29 cravudos</p><p>Movimento central selado rolamentado</p><p>Freios a disco Mecânicos com discos inox 160mm</p><p>Alavancas Semi-automáticas Rapid Fire</p><p>Câmbio Traseiro Index Shimano Tz</p><p>Câmbio Dianteiro Index Shimano Tz</p><p>Corrente Index 24v</p><p>Pedivela Aço Revestido</p><p>Pedal Plataforma Nylon preto</p><p>Roda Livre 8v index dourada(rosca)</p>","{""cor"":""Preto, Branco"",""marca"":""Absolute"",""tamanho_do_quadro"":""15""}",,"Preto, Branco",Absolute,15,,,,,,,,,,,,,,,,,29,Branco,Absolute,Não informado,Feminina,Não informado,Alumínio,Hera,Não informado,24,Suspensão,"Câmbios Shimano, Garfo Suspensão",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Absolute,Branco,Aro 29,"15""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,Feminino,Passeio,
olistplus||O2E1V4B1GK980AE0,Bicicleta,Bicicleta Infantil Menina Aro 12 Cecizinha Caloi Rodinha,"Bicicleta Infantil Menina Aro 12 Cecizinha Caloi Rodinha As bicicletas aro 12 Caloi Nathor Cecizinha Cor Violeta/BrancoSão equipadas com os melhores itens de segurança e conforto para crianças.As bicicletas aro 12 Caloi Nathor são equipadas com os melhores itens de segurança e conforto para crianças.Resistência e segurança para começar a pedalar As bicicletas aro 12 Caloi Nathor são equipadas com os melhores itens de segurança e conforto para crianças.Com o limitador de giro, a criança garante mais equilíbrio e segurança ao pedalar. A regulagem de ângulo do guidão e da altura do selim permitem que a postura do ciclista se mantenha correta, além de possibilitar que a bicicleta seja usada por mais tempo Acompanhando o crescimento.A aro 12 Caloi Nathor também tem uma relação de transmissão que foi desenvolvida para que a velocidade que a criança atinge pedalando seja a mesma de um adulto andando; ou seja: os pais conseguem acompanhar a brincadeira com tranquilidade, garantindo ainda mais segurança durante a diversãoO movimento central avançado facilita o pedalar, estimulando o aprendizado.Resistência e segurança para começar a pedalar As bicicletas aro 12 Caloi Nathor são equipadas com os melhores itens de segurança e conforto para crianças.O movimento central avançado facilita o pedalar, estimulando o aprendizado.Características:Selim com regulagem de altura Pneus em EVA Quadro, garfo e guidão em aço carbono Cestinha Mesa de direção em Nylon Reforçado Garrafinha Guidão com limitador de giro Selim com regulagem e alturaRecomendado para crianças com idade entre 2 a 5 anos. Altura máxima recomendada: 90 - 100 cm Peso máximo recomendado: 21 kgInformações Importantes:Cor: Violeta Branco Tamanho da roda: 12 Altura máxima recomendada: 90 a 100cm Peso máximo suportado: 21 kg Peso do produto: 3,980 kg Dimensões do produto: CxAxL: 82cm x 55cm x 50cm Dimensões da embalagem: CxAxL: 69 cm x 17 cm x 31 cmIndicada para crianças a partir de 3 anos ou com altura entre 90cm e 1m.Garantia de 1 Ano pelo Fabricante.",,,,,,,,,,,,,,,,,,,,,,12,VioletaBranco,Caloi,Não informado,Menina,Infantil,Aço Carbono,Cecizinha,Não informado,Não informado,Não informado,"Limitador de giro, regulagem de ângulo do guidão, regulagem de altura do selim, movimento central avançado",Não informado,Não informado,Não informado,Não informado,Não informado,21 kg,Rodinha,Não informado,Caloi,"[Branco, Violeta]",Aro 12,,,,21kg,,Aço,Cecizinha,Feminino,Passeio,
diasbike||15955099553,Bicicleta,Bike Aro 29 MTB KSW 21V Relação Shimano Completo Freio Disco,<p>BICICLETA ARO 29 KSW XLT 21V SHIMANO TOURNEY</p><p>COMPONENTES DA BIKE</p><p><br></p><p>Quadro aro 29 Alumínio</p><p>Suspensão de 80mm</p><p>Aros Aeros para Disco Folha Dupla</p><p>Raios Zincados</p><p>Pneus Aro 29 Com Arame</p><p>Câmara de Ar Aro 29t</p><p>Jogo Direção Ahead Set</p><p>Suporte Do guidão 31.8</p><p>Guidão 31.8 MTB</p><p>Canote do Selim MTB</p><p>Pedal MTB Plataforma</p><p>Arruela Calço para Ahead Set (1cm)</p><p>Manopla MTB Comum</p><p>Abraçadeira do Selim com Blocagem</p><p>Selim MTB</p><p>Disco de Freio De 160mm Parafuso</p><p>Freio a Disco Mecânico Com Pinças e Pastilhas</p><p><br></p><p>RELAÇÃO (TRANSMISSÃO DA BIKE)</p><p><br></p><p>Catraca de Rosca Shimano 7V</p><p>Roda Tripla De Aluminio Shimano TY301</p><p>Trocador Indexado Semi Automático Rapid Fire de 7V</p><p>Cambio Dianteiro Indexado MTB 3v Shimano Tourney</p><p>Cambio Traseiro Indexado MTB 7v Shimano Tourney</p><p>Cubos de rosca</p><p>Corrente indexada de 7V Shimano</p><p>Jogo de Centro 122.5 Selado Rolamentado</p>,"{""cor"":""Rosa, Preto"",""marca"":""KSW""}",,"Rosa, Preto",KSW,,,,,,,,,,,,,,,,,,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Relação Shimano Completo,Disco,KSW,"[Rosa, Preto]",Aro 29,"17""",21 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
abmaza||4423p,Bicicleta,Bicicleta MTB SX Ride Aro 29 Quadro 15 com 21 Marchas Freio Mecânico Grafite Preto - Dropp,"Vem pedalar!<br><br>Andar de bicicleta é um hábito saudável. O uso da Bicicleta ou Mountain Bike como meio de transporte aumenta cada vez mais. Seja para fugir dos engarrafamentos ou para adotar um estilo de vida mais saudável e aventureiro, motivos não faltam para começar a pedalar. Para que o pedal seja praticado com segurança e boa performance é indispensável um equipamento de qualidade. A Bicicleta MTB SX Ride Aro 29 Quadro 15 com 21 Marchas Freio Mecânico Grafite Preto - Dropp é o item ideal para que você que não abre mão de uma Bike moderna, com quadro ergonômico e peças de qualidade para uma boa performance. Tá esperando o que? Compre já!<br><br>Tamanho do Quadro: 15<br>Aro: 29<br>Peso Aproximado: 15 kg<br><br>Características: <br>Modelo Quadro: SX Ride<br>Material Quadro: Alumínio 6061 AMS<br>Escala de Brilho: Fosco<br>Material Aro: Alumínio<br>Tipo de Aro: Flay Race 36 Furos Folha Dupla<br>Garfo/Suspensão: Suspensão de 100mm sem Trava<br>Peso Suportado: Até 110 kg<br>Tipo de Freio: Freio a Disco Mecânico 160mm<br>Tipo de Guidão: Reto Expandido em Alumínio<br>Abraçadeira: Blocagem em Alumínio<br>Suporte de Guidão: Preto em Alumínio<br>Luvas/Manopla: Borracha Flexível<br>Número de Marchas: 21 Velocidades<br>Trocador de Marchas: Dropp 3x7 com Manetes<br>Câmbio Dianteiro: Dropp<br>Câmbio Traseiro: Dropp 7v<br>Banco/Selim: Selle Royal<br>Canote de Selim: Alumínio<br>Pedivela: Triplo em Aço<br>Pedais: Plataforma Nylon<br>Corrente: Indexada 7 velocidades<br>Catraca (K7): Roda Livre 7 velocidades<br>Movimento de Direção: Rolamento de Eixo Quadrado<br>Pneus: Chaoyang Skin Wall 29 com Faixa<br>Rodas: Rodas Flay de Parede Dupla<br>Câmaras: 29 x 1.95 Bico Grosso<br>Garantia de Fábrica: 90 dias contra defeito de fabricação<br><br>Recomendação de Quadro: <br>15 - Para ciclistas de 1,50 até 1,68 cm<br>17 - Para ciclistas de 1,68 até 1,76 cm<br>19 - Para ciclistas de 1,76 até 1,84 cm<br>21 - Para ciclistas de 1,84 até 1,98 cm<br><br>Importante: <br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real por conta do tratamento de imagens e a calibração de cores do seu monitor.<br>- A geometria do quadro (desenho) pode mudar conforme o tamanho escolhido alterando a inclinação do tubo superior.<br>- Ao receber a mercadoria verifique a condição da embalagem, caso apresente violação ou esteja danificada não assine o comprovante de entrega.<br>- Enviamos a bicicleta pré-montada e revisada, mas para melhor se acomodar na embalagem e transporte são retirados: selim pedais guidão e roda dianteira. A instalação é de responsabilidade do cliente. Por motivo de transporte e manuseio pode haver a necessidade de efetuar uma nova regulagem de câmbio ao receber o produto.<br>- Não nos responsabilizamos pela revisão final ou por defeitos causados por mau uso, montagem e regulagem inadequada. Recomendamos que seja feita por mão de obra qualificada.<br>- A garantia deste produto não se aplica para os itens de desgaste natural, tais como: Pneu, câmaras, cabos, sapatas ou pastilhas de freio, centragem de aros, pintura do quadro ou componentes da transmissão (câmbios, corrente, engrenagens do pé de vela, engrenagens do cassete).","{""marca"":""Dropp"",""tamanho_do_quadro"":""15"",""tipo"":""Mountain Bike""}",,,Dropp,15,,Mountain Bike,,,,,,,,,,,,,,,29,Grafite Preto,Dropp,15,Não informado,MTB,Alumínio 6061 AMS,SX Ride,Não informado,21,Suspensão de 100mm sem Travabr,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,110 kg,Não informado,Disco Mecânico 160mm,Dropp,"[Grafite, Preto]",Aro 29,"15""",21 Marchas,Dianteira,110kg,Freio a Disco,Alumínio,,,Mountain Bike,
bikediasg5||13457649065,Bicicleta,Bicicleta Aro 29 KSW XLT Altus 24v e Trava,"BICICLETA ARO 29 KSW XLT ALTUS 24V E TRAVA<br> <br>COMPONENTES DA BIKE<br>- Quadro aro 29 Alumínio<br>- Suspensão de 100mm de Cursor com trava no ombro <br>- Aros Aeros para Disco Folha Dupla<br>- Raios Zincados<br>- Pneus Aro 29 Com Arame<br>- Câmara de Ar Aro 29<br>- Jogo Direção Ahead Set<br>- Suporte Do guidão 31.8 <br>- Guidão 31.8 MTB <br>- Canote do Selim MTB <br>- Pedal MTB Plataforma<br>- Arruela Calço para Ahead Set (1cm)<br>- Manopla MTB Comum<br>- Abraçadeira do Selim com Blocagem<br>- Selim MTB <br>- Disco de Freio De 160mm Parafusos<br>- Freio a Disco Hidraulico Com Pinças e Pastilhas<br> <br> <br>RELAÇÃO (TRANSMISSÃO DA BIKE)<br>- Catraca cassete Shimano 8V<br>- Roda Tripla De Aluminio Shimano TY300<br>- Trocador Indexado Semi Automático Rapid Fire de 8v<br>- Cambio Dianteiro Indexado MTB 3v Shimano Tourney Ty500<br>- Cambio Traseiro Indexado MTB 8v Shimano Altus M310<br>- Cubos Cassete<br>- Corrente indexada de 8V Shimano HG40<br>- Jogo de Centro 122.5 Selado Rolamentado<br> <br> <br>- Imagens da bicicleta são meramente ilustrativas.<br>- Algumas peças da bicicleta podem sofrer variações de cor e de modelo de acordo com o lote de importação.<br>- A Dias Bike não se responsabiliza por recolhimento obrigatório de impostos ICMS por st cobrado em alguns estados.<br>- Caso não haja alguém para receber o pedido no local de entrega, após as tentativas de entrega da transportadora, o frete do reenvio será de responsabilidade do comprador.<br>- Preço no site são exclusivos para venda online da loja virtual DIAS BIKE, os preços praticados em cada loja podem haver diferença entre os mesmos.<br>- Para as compras de bicicletas, as mesmas serão enviadas lubrificadas e pré-montadas, em função do transporte, a roda dianteira, guidão, selim e pedais são enviados soltos para encaixe.<br>- A garantia não Cobre Defeitos por Mau uso ou Pela Montagem Inadequada do Produto. A Montagem requer conhecimentos em mecânica e manutenção em bicicletas, por isso recomendamos que a montagem das Bicicletas seja feita por Profissionais do ramo em Oficina Especializada.<br>- Algumas Peças podem necessitar de regulagem ou alinhamento.<br>- A montagem, Regulagem e Alinhamento é por conta do comprador.<br>- A Garantia só será validada mediante a comprovação da montagem por um especialista, válida somente para o Primeiro proprietário.","{""cor"":""Preto, Prata"",""marca"":""KSW""}",,"Preto, Prata",KSW,,,,,,,,,,,,,,,,,,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT Altus 24v,29,24,100mm de Cursor com trava no ombro,Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,KSW,"[Preto, Prata]",Aro 29,"21""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
diasjuniorbicicletas||XLTPTOVERMLAR17TIPO13,Bicicleta,Bicicleta Aro 29 Ksw Xlt Alumínio 27v Freio a Disco Mecânico Garfo com Suspensão - Preto/Vermelho/Laranja,"<p>Bike aro 29, com quadro Ksw Xlt nova na caixa a pronta entrega, produto com ótima qualidade e acabamento, possui 27 marchas com sistema de alavancas rapid fire que a cada clique uma marcha é trocada, garfo com suspensão, sistema de freio a disco mecânico. Bicicleta pré montada, vai precisar apenas fixar a roda dianteira, guidão, selim e pedais. Segue abaixo características da bike:</p><p><br></p><p>Quadro 29 Ksw Xlt alumínio</p><p>Garfo 29 suspensão curso 60mm</p><p>Suporte do guidão em alumínio preto</p><p>Guidão 31.8mm em alumínio preto</p><p>Canote do selim 27.2 em alumínio preto Sem Carrinho</p><p>Selim Sport Preto</p><p>Abraçadeira do Selim alumínio Preto</p><p>Aros Aero Parede dupla reforçado</p><p>Raios Pretos</p><p>Cubos em Alumínio k7 Pretos</p><p>Pneus 29 com cravo</p><p>Movimento central selado rolamentado</p><p>Freios a disco Mecânicos com discos inox 160mm</p><p>Manetes de Freio Alumínio (não integrada com alavanca)</p><p>Alavancas Semi-automáticas Rapid Fire</p><p>Câmbio Traseiro Sunrun</p><p>Câmbio Dianteiro Sunrace ou Yamada</p><p>Corrente Index 9v</p><p>Pedivela Alumínio Index</p><p>Pedal Plataforma Nylon preto</p><p>Cassete 9v sunrun Gta</p><p><br></p><p>Recomendamos que seja feita uma revisão por um técnico após a recebimento do produto, para reajuste e regulagem, pois no transporte pode acontecer de alguma peça soltar ou desregular</p><p>Fotos meramente ilustrativas</p>","{""aro"":""29\"""",""marca"":""KSW""}","29""",,KSW,,,,,,,,,,,,,,,,,,29,PretoVermelhoLaranja,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,29,27,Suspensão,Rapid Fire,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,KSW,"[Preto, Vermelho, Laranja]",Aro 29,"17""",27 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
wolfbike||15997242157,Bicicleta,Bicicleta Aro 29 Ksw 21 Velocidade Freio a Disco,"As Bicicletas Mountain Bike são ideais para passeios leves e ir trabalhar.<br>O modelo KSW fabricado em alumínio e ligas especiais de alto desempenho além de possuir um design moderno oferece todo conforto e máximo rendimento em suas pedaladas.<br> <br> <br>Marca: KSW<br>Modelo: XLT<br>Modalidade: Mountain Bike<br>Velocidades: 21<br>Peso aproximado: 15 KG<br> <br>Quadro e Garfo<br>Quadro: KSW<br>Suspensão: 29 Over em Aço Preto Importado<br> <br>Rodas<br>Aro: aero 29 **Vzan/Rimax<br>Pneus: 29x1,95 / 2,10<br>Câmara de ar: Aro 29 Importada<br>Movimento central: 122mm rolamentado blindado <br>Raios: 290x 2.0 <br>Cubos de Aço com porcas.<br> <br>Relação/Transmissão<br>Passadores: Alavanca EZ Fire 7 Velocidades <br>Câmbio dianteiro: Importado<br>Câmbio traseiro: Importado<br>Pedivela: Nylon com Engrenagem Tripla Preta Importada<br>Corrente: Fina Index Importada<br>Roda Livre: 7 velocidades Index Importada<br> <br>Componentes<br>Caixa de direção: Ahead-Set Importado<br>Guidão: Semi curvo Expandido aço Preto(31,8mm)<br>Mesa: Ahead-Set Preto (25.4mm)<br>Manoplas: Pretas Importadas<br>Canote de selim: Alumínio<br>Selim: GTA<br>Abraçadeira: Alumínio com Blocagem Preta<br> <br>Freios<br>Freio dianteiro: À Disco Mecânico Importado.<br>Freio traseiro: À Disco Mecânico Importado.<br>Discos: 160mm Importado<br> <br> <br>FOTO ILUSTRATIVA<br> <br>*Informações importantes*<br> <br> <br>GARANTIA: O produto possui 3 meses de garantia para os componentes.<br> <br>NÃO COBRE DEFEITOS POR MAU USO OU PELA MONTAGEM / REVISÃO INADEQUADA DO PRODUTO.<br>- A garantia será validada para as bicicletas montadas e revisadas por uma oficina especializada e é referente apenas ao primeiro proprietário.<br>- A garantia não se aplica para os itens de desgaste natural, tais como: Pneu, câmaras, cabos, sapatas de freio, centragem de aros, pintura do quadro, componentes da transmissão (corrente, engrenagens do pé de vela, engrenagens do cassete)<br> <br>MONTAGEM:<br> <br>- A bicicleta é enviada pré-montada, revisada e embalada, faltando apenas encaixar Pedais, Canote, Selim, Guidão e Roda Dianteira.<br>- A instalação (por simples aperto de parafusos allem e blocagens) é de responsabilidade do cliente.<br>- Por motivo de transporte e manuseio, pode haver a necessidade de efetuar uma nova regulagem de câmbio ao receber o produto.<br>- Não nos responsabilizamos pela revisão final da bicicleta, sugerimos que seja efetuada por mão de obra especializada.<br> <br> <br> <br> <br>OBSERVAÇÕES<br> <br>- As fotos do anúncio são feitas com quadros do tamanho 17''.<br>- A geometria do quadro (desenho) pode mudar conforme o tamanho escolhido. Quando o quadro é 21 a inclinação do tubo é mais reta.<br>**Conforme a disponibilidade em estoque.<br> <br>Qual o quadro ideal?<br> <br>Quadro 15"" - Altura do ciclista: 1,50m a 1,67m<br>Quadro 17"" - Altura do ciclista: 1,68m a 1,76m<br>Quadro 19"" - Altura do ciclista: 1,77m a 1,84m<br>Quadro 21"" - Altura do ciclista: 1,85m a 1,98m","{""cor"":""Preto, Vermelho"",""marca"":""KSW"",""tipo"":""Mountain Bike""}",,"Preto, Vermelho",KSW,,,Mountain Bike,,,,,,,,,,,,,,,29,Não informado,KSW,Não informado,Não informado,Mountain Bike,alumínio,XLT,29,21,29 Over em Aço Preto Importadobr,Não informado,Não informado,Não informado,Não informado,Mountain Bike,Não informado,Não informado,Não informado,Disco Mecânico,KSW,"[Preto, Branco, Vermelho]",Aro 29,"19""",21 Marchas,Dianteira,,Freio a Disco,,,,Mountain Bike,
maknorteequipamentoscomerciasein||177831072,Bicicleta,Bicicleta Cargueira Aro 26 Cairu Carga Pesada Vermelha,<strong>Bicicleta Cargueira Aro 26 Cairu Carga Pesada Vermelha</strong><br><br>Ideal para estabelecimentos comerciais que fazem pequenas entregas.A bicicleta Cargueira é uma otima opção para empresas ou para uso industrial para transporte de pequenas cargas entre departamentos. Suporta até 160 kg no total contando o peso do condutor.<br><br><strong>Informações Técnicas: </strong><br><br>Roda: Aro Alumínio 26 folha dupla extra forte ( mais resistente)<br>Pneus: Traseiro aro 26 e dianteiro aro 20 pirelli<br>Dimensões do Produto (AxLxP): ‎70x149x30 cm<br>Peso do Produto: 22 Kg,"{""cor"":""Vermelho"",""marca"":""Cairu"",""tamanho_do_quadro"":""26""}",,Vermelho,Cairu,26,,,,,,,,,,,,,,,,,26,Vermelha,Cairu,Não informado,Não informado,Cargueira,Não informado,Carga Pesada,26,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,160 kg,Não informado,Não informado,Cairu,Vermelha,"[Aro 26, Aro 20]",,,,160kg,,,,,,
