Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Atributos AI-PAVE-BR,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Atributos Multimídia,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
newdigit||14947317249,Celular,Celular Flip Vita 3G Dual Chip Bluetooth FM Multilaser P9140,"O Flip Vita 3G conta com conexão 3G de fácil navegação, melhorando a sua experiência e facilitando tarefas simples do seu dia.<br>Com o botão SOS é possível realizar chamadas de emergência ao toque de um botão.<br>E para ficar ainda mais conectado, fale em dobro com duas operadoras, o Flip Vita é dual chip.<br>Com radio FM e MP3 player para ouvir aquele som gostoso.<br>Precisa de uma luz de emergência? use a função lanterna.<br> <br>Tela: QVGA 2,4""<br>Frequências: 2G 850/900/1800/1900. 3G 850/2100<br>Bluetooth: 2.1<br>Câmera: Digital<br>Bateria: 800 mAh<br>Cartões SIM: Compartimento 1 Mini Sim Card (3G/2G) e Compartimento 2 Micro Sim Card (2G)<br>Memória Expansível: Cartão Micro SD de até 32GB (não incluso)<br>Idioma: Português<br>Dimensões (mm): 102 x 50 x 18,8<br>Peso (g): 95<br> <br>Conteúdo da embalagem:<br>1 Celular Flip Vita 3G<br>1 Carregador<br>1 Manual de instruções<br>1 Bateria<br> <br>Certificado ANATEL: 01893-21-03111","{""cor"":""Preto"",""marca"":""Multilaser"",""quantidade_de_chips"":""Dual Chip"",""tecnologia"":""Bluetooth""}",Preto,Multilaser,Dual Chip,,Bluetooth,,,,,,,,,,,,,,,,,Não informado,Multilaser,Dual Chip,24,3G,Não informado,Flip Vita 3G,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Bluetooth, FM, SOS, Lanterna",Mini Sim Card 3G/2G,Micro Sim Card 2G,Não informado,Não informado,Não informado,Celular,Multilaser,Preto,"2.4""",3G,,32GB,,0.8MP
kabum||429411,Celular,"Smartphone Motorola Moto G23, 128GB, 4GB RAM, Octa Core, Câmera Tripla 50MP, Tela de 6.5, Azul - PAX10002BR","Para você que está a procura de um novo smartphone e dar um upgrade no seu dia a dia, seja no trabalho ou para navegar nas redes sociais, precisa conhecer o Motorola Moto G23 na cor azul.
Ele possui 128GB de armazenamento interno para guardar diversos aplicativos, fotos, vídeos e jogos com suporte de até 512GB com Micro SD, 4GB de memória RAM e processador Helio G85 Octa-Core de 2,0GHz. 
A tela dele é IPS de 6,5"" com resolução HD+ e taxa de atualização de 90Hz, a câmera traseira é tripla, sendo a Principal de 50MP + Híbrida Ultra-wide e Sensor de Profundidade de 5MP + Macro de 2MP, perfeitas para tirar muitas fotos e a frontal de 16MP com lente de 82° e abertura f/2,45 faz selfies que ficam ótimas para postar nas redes sociais. 
E ainda, é Dual Chip com tecnologia 4G, oferece bateria de 5000mAh, carregador rápido TurboPower de 20W e áudio estéreo multidimensional imersivo e envolvente do Dolby Atmos. Atenção: Produto não acompanha fone de ouvido.","{""armazenamento_interno"":""128GB"",""cor"":""Azul"",""marca"":""Motorola"",""memoria_ram"":""4GB""}",Azul,Motorola,,,,4GB,,128GB,,,,,,,,,,,,,,Azul,Motorola,Dual Chip,6.5,4G,4GB,Moto G23,128GB,16MP,50MP,128GB,Helio G85 Octa-Core,Não informado,Não informado,"Câmera Tripla, Tela de 65, Câmera Principal de 50MP, Híbrida Ultra-wide, Sensor de Profundidade de 5MP, Macro de 2MP, Lente de 82, Abertura f245, Bateria de 5000mAh, Carregador rápido TurboPower de 20W, Áudio estéreo multidimensional imersivo e envolvente do Dolby Atmos",Não informado,Não informado,Não informado,Não informado,Não informado,Smartphone,Motorola,Azul,"6.5""",4G,4GB,128GB,16MP,50MP
zoo||898090,Celular,"Smartphone Samsung Galaxy S22 5G Preto 128GB 8GB RAM 6.1"" Câm.Tripla 50MP 10MP 12MP e Selfie 10MP","<p>Smartphone Samsung Galaxy S22 5G Preto 128GB 8GB RAM 6.1"" Câm.Tripla Traseira 50MP 10MP 12MP e Selfie 10 MP</p><p><br></p><p> Uma nova forma de se expressar</p><p> As molduras finas fluem em uma moldura polida simétrica para um display expansivo e equilibrado. Como toque final, a caixa da câmera monocromática envolve um sistema de câmera linear. Ah, tão bonito.</p><p><br></p><p> Registre as noites extraordinárias com o Nighttography </p><p> Seja o fotógrafo oficial do grupo</p><p> É um kit profissional que cabe na sua mão. A câmera traseira e a câmera de selfie oferecem hardware e software inovadores para que você possa gravar facilmente conteúdos dignos de feed.</p><p><br></p><p> Ilumine sua vida noturna com Nightography</p><p> As melhores coisas não tem hora para acontecer. Faça registros extraordinários de dia ou de noite com a inteligência artificial nossa câmera de nível profissional. O grande sensor de pixel aumenta os pixels para atrair a luz enquanto o Super Clear Glass reduz o reflexo da lente. Tudo para fazer fotos e vídeos noturnos ficarem claros como o dia.</p><p><br></p><p> Sensor de pixel grande</p><p> Sua câmera detecta quando você está no escuro e o sensor de pixel 23% maior entra em ação. Os pixels se reúnem em grupos que se tornam um pixel maior, permitindo a entrada de mais luz para tornar sua foto mais brilhante. Depois, o processamento de baixo ruído entra em cena para trazer resultados mais nítidos.</p><p><br></p><p> Super Clear Glass</p><p> Sem aprofundar na parte técnica, a lente da câmera traseira é feita de vidro especialmente projetado com um nano-revestimento de baixa reflexão exclusivo. Isso significa que a câmera diminui o reflexo da lente de luzes no escuro em até 98%.</p><p><br></p><p> Vídeos a noite</p><p> Com o Nightigraphy você registra tudo mesmo depois do fim do dia </p><p> A inspiração não espera a iluminação ideal e agora você também não precisa esperar. O maior salto em nossa tecnologia de vídeo, a taxa de quadros automática combina a velocidade de fps com o ambiente ao seu redor, e a Super Night Solution apaga o ruído em cada quadro para gravações vívidas e de alta qualidade, seja sob o sol ou sob as estrelas.</p><p><br></p><p> Retratos a noite</p><p> O Nightography dá uma nova luz aos retratos</p><p> Obtenha retratos e selfies extraordinários mesmo com pouca luz, graças às atualizações da câmera traseira e da câmera de selfie. Cada uma captura mais luz para que você possa registrar ainda mais cores e detalhes incríveis.</p><p><br></p><p> Vídeos Estáveis</p><p> Agora você não perde nenhum detalhe</p><p> A vida pode ser mexida, mas o seu vídeo não. Nossa câmera profissional grava vídeos estáveis e com definição que permanecem estáveis mesmo quando você se movimenta.</p><p> Como fazemos isso? O ângulo de correção OIS melhorou em 58%e funciona com amostragem de movimento mais rápida para estabilizar seus vídeos. E o seu dia a dia ficou mais extraordinário e colorido com a captura Super HDR com 64x mais informações de cores, mesmo que a cena esteja em contraluz.</p><p> Compartilhe fotos, vídeos e arquivos entre dispositivos com um toque usando o Quick Share. Puxe o painel de compartilhamento, aponte seu celular e pressione enviar.</p><p><br></p><p> Alta resolução</p><p> Todos os detalhes agora são seus para capturar</p><p> Tire quantas fotos quiser. Você sempre terá uma Galeria de fotos nítidas e de alta qualidade. No nosso sensor de alta resolução está o Adaptive Pixel, que muda os pixels para se adequar à iluminação.</p><p> Ative o Aprimorador de detalhes antes de tirar a foto. Ele aprimora suas fotos de forma inteligente ajustando sombras e realces.</p><p><br></p><p> Pixel Adaptável</p><p> O pixel adaptável alterna entre o modo de alta resolução de 50MP e o modo de alta sensibilidade de 12MP de acordo com a iluminação. Ele também pode usar ambos os modos simultaneamente e mesclar rapidamente os quadros para fotos claras e nítidas sem esforço.</p><p><br></p><p> Otimizador de detalhes</p><p> Você está a um toque levar suas fotos a outro patamar. Habilite o otimizador de detalhes no modo de alta resolução antes de clicar a foto, Ele utiliza IA de aprendizagem profunda, melhorando de forma inteligente suas fotos com profundidade e detalhes incríveis.</p><p><br></p><p> Apagador de Objetos</p><p> Dê um fim aos figurantes indesejados</p><p> Mantenha o foco onde ele deve estar no seu talento. Remova manualmente pessoas ou objetos do plano de fundo de suas fotos, deixando apenas o que você quer que seus seguidores vejam.</p><p><br></p><p> Mais maneiras de se tornar profissional</p><p> Space Zoom</p><p> Aumente o zoom 3x, 30x ou qualquer outro ponto intermediário tudo isso para trazer</p><p> Ainda mais detalhes nítidos, a qualquer distância.</p><p><br></p><p> Enquadramento automático</p><p> Se você se movimentar ou se as pessoas entrarem e saírem do quadro a câmera permanecerá focada automaticamente e centralizada para que seu vídeo fique pronto para compartilhar.</p><p><br></p><p> Visão do diretor</p><p> Grave em todas as câmeras ao mesmo tempo, capturando a ação e sua reação simultaneamente. Mude o ângulo para um novo ponto de vista e salve os originais para uma edição mais tarde.</p><p><br></p><p> Single Take</p><p> Opções? Você tem. Capture até 20 segundos de gravação e, em seguida, a Galeria</p>","{""armazenamento_interno"":""128 GB"",""cor"":""Preto"",""marca"":""Samsung"",""memoria_ram"":""8 GB"",""modelo_nominal"":""Galaxy S22"",""resolucao_da_camera_frontal"":""10 MP"",""tamanho_da_tela"":""6.1\"""",""tecnologia"":""5G""}",Preto,Samsung,,"6.1""",5G,8 GB,Galaxy S22,128 GB,10 MP,,,,,,,,,,,,,Preto,Samsung,Não informado,6.1,5G,8GB,Galaxy S22,128GB,10MP,50MP 10MP 12MP,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Smartphone,Samsung,Preto,"6.1""",5G,8GB,128GB,10MP,50MP + 10MP + 12MP
oliststore||MGLXW0JOKABATT0N,Celular,"Celular Riu 1, Desbloqueado Branco e Azul, 2 Chips, Radio",Dual Chip ( 2 Chips)Garantia de 12 mesesCor Branco e AzulTela 1.8 Resolução 128 x 160 TFTCâmera Memoria 32 MBCelular desbloqueado aceita qualquer operadora nacionalBluetoothTecnologia GSM 850/900/1800/1900Rádio FMMensagem SMSEntrada Micro SD até 32 GBFone de ouvidoDuvidas 0800 932 0000 RAMAL 1313 (das 10 hrs as 17 horas durante a semana),"{""cor"":""Branco"",""marca"":""Riu"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""1.8\"""",""tecnologia"":""Bluetooth""}",Branco,Riu,Dual Chip,"1.8""",Bluetooth,,,,,,,,,,,,,,,,,Branco e Azul,Riu,2 Chips,18,GSM 85090018001900,32 MB,1,Não informado,Não informado,Não informado,32 MB,Não informado,Não informado,Não informado,"Bluetooth, Rádio FM, Mensagem SMS, Entrada Micro SD até 32 GB, Fone de ouvido",Não informado,Não informado,qualquer operadora nacional,128 x 160,Não informado,Celular,Riu,Azul,"1.8""",2G,,32MB,,
lojaolist||OLSUT26R1WH6BU4R,Celular,Celular Positivo P26 Dual Chip Preto 32Mb Qualidade E,"Celular Positivo P26 Dual Chip Preto 32Mb - Qualidade E Confiabilidade Em Cada Chamada Celular Positivo P26 Dual Sim 32Mb Preto O Celular Positivo P26 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P26 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P26 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. ---------------------------------- Especificações Técnicas:Memória interna: 32MBDual SimTamanho da Tela: 1,8Câmera de traseiraRádio FM Itens Inclusos:01 Celular Positivo P26 Dual Sim01 Carregador01 Manual em português Certificado de Homologação da Anatel - 032801903589 ====================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.Homologação Anatel: 025931304858","{""marca"":""Positivo"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""1.8\"""",""tecnologia"":""Bluetooth""}",,Positivo,Dual Chip,"1.8""",Bluetooth,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,1.8,Não informado,Não informado,P26,32Mb,Não informado,Não informado,32Mb,Não informado,Não informado,Não informado,"Bluetooth, Rádio FM",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto,"1.8""",2G,,32MB,,
decorondiversidades||REDMI125G8GB256GBCINZA,Celular,"Smartphone Xiaomi Redmi Note 12 5G BR, 256GB, 8GB RAM, Octa Core, Câmera 48MP, Tela 6.67,","<p>Conectividade ultrarrápida Downloads de temporadas inteiras de séries </p><p>para assistir offline, carregar arquivos grandes em questão de segundos e</p><p> desfrutar de videochamadas sem atrasos, tudo isso com a Tecnologia Dual</p><p> 5G. Tela AMOLED de 120Hz Aproveite de imagens vívidas, detalhes nítidos</p><p> e uma taxa de atualização extremamente rápida. Perfeito para jogar e </p><p>assistir conteúdo online. Novo processador Snapdragon O 1° Smartphone </p><p>com o novo processador Snapdragon 4 Gen 1, junto do sistema Xiaomi MIUI,</p><p> te proporciona a melhor experiência em sua categoria com um desempenho </p><p>de última geração que atende a todas as suas necessidades. Bateria para o</p><p> dia todo Com a bateria de longa duração com 5000mAh e um carregamento </p><p>rápido de 33W, você pode utilizar seu smartphone o dia todo. Com apenas </p><p>22 minutos de carga, você tem até 50% da bateria. Registre momentos </p><p>Aproveite da câmera tripla com inteligência artificial Xiaomi para você </p><p>capturar seus melhores momentos. Com câmera de 48MP para fotos incríveis</p><p> mais lente ultra-wide de 8MP e a câmera macro de 2MP você terá uma </p><p>variedade de opções para registrar fotos incríveis.</p>","{""armazenamento_interno"":""256GB"",""cor"":""Cinza"",""marca"":""Xiaomi"",""memoria_ram"":""8GB"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""6.67\""""}",Cinza,Xiaomi,Dual Chip,"6.67""",,8GB,,256GB,,,,,,,,,,,,,,Não informado,Xiaomi,Dual,6.67,AMOLED,8GB,Redmi Note 12,256GB,Não informado,48MP,256GB,Snapdragon 4 Gen 1,MIUI,Novo,"Câmera tripla com inteligência artificial, Tela AMOLED de 120Hz, Bateria de longa duração com 5000mAh, Carregamento rápido de 33W, Tecnologia Dual 5G",Não informado,Não informado,Não informado,48MP,Não informado,Smartphone,Xiaomi,Cinza,"6.67""",5G,8GB,256GB,13MP,48MP + 8MP + 2MP
trocafone||24098,Celular,Usado: Samsung Galaxy S9 Plus 128GB Ultravioleta Excelente - Trocafone,"<p>Condição: Celular Usado Excelente</p><p>Celular Usado com 90 dias de garantia</p><p><br></p> <p>ATENÇÃO:</p><p>Produto USADO classificado como Bom apresenta diversos sinais de uso nítidos, como arranhões, riscos e amassados, mas nada que interfira em seu funcionamento.</p><p>Produto USADO classificado como Muito Bom apresenta alguns sinais de uso como pequenos riscos, arranhões e amassados, mas nada que interfira em seu funcionamento.</p><p>Produto USADO classificado como Excelente pode apresentar poucos sinais de uso, como leves riscos e arranhões quase imperceptíveis, mas nada que interfira em seu funcionamento.</p><p><br></p><p> Garantia</p><p> Oferecemos 90 dias de garantia para problemas técnicos</p> <p>Informações</p><p>Produto original e com nota fiscal.</p><p>Aparelho desbloqueado para todas as operadoras</p><p>Produto resetado no padrão de fábrica.</p><p>Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal).</p><p>A tela do aparelho não está trincada ou rachada</p><p>Por serem usados, os aparelhos não são resistentes a água.</p><p>O aparelho pode apresentar leves riscos, quase imperceptíveis.</p><p>Conteúdo da Embalagem</p><p>1 Celular</p><p>1 Carregador Compatível</p><p>Nota fiscal</p><p>Manual do usuário</p><p>Controle de qualidade:Todos os produtos Usados foram criteriosamente inspecionados por uma equipe técnica especializada, com objetivo de assegurar que cada aparelho atenda a todos os padrões de qualidade e funcionamento.</p> <p> QUEM SOMOS</p><p><br></p><p> Trocafone</p><p> Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia.</p>","{""armazenamento_interno"":""128 GB"",""cor"":""Violeta"",""marca"":""Samsung"",""resolucao_da_camera_traseira"":""8 MP""}",Violeta,Samsung,,,,,,128 GB,,8 MP,,,,,,,,,,,,Ultravioleta,Samsung,Não informado,Não informado,Não informado,Não informado,Galaxy S9 Plus,128GB,Não informado,Não informado,Não informado,Não informado,Não informado,Excelente,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Samsung,Violeta,"6.2""",4G,6GB,128GB,8MP,12MP + 12MP
olistplus||O2EABUZRZ3JY8WAR,Celular,Celular Positivo P26 Dual Chip Preto Idosos Simples E Barato,"Celular Positivo P26 Dual Chip Preto Para Idosos Simples E Barato Com Fm, Bluetooth E Embalagem Celular Positivo P26 Dual Sim 32Mb Preto O Celular Positivo P26 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P26 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P26 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. ---------------------------------- Especificações Técnicas:Memória interna: 32MBDual SimTamanho da Tela: 1,8Câmera de traseiraRádio FM Itens Inclusos:01 Celular Positivo P26 Dual Sim01 Carregador01 Manual em português Certificado de Homologação da Anatel - 032801903589 ====================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.Homologação Anatel: 025931304858","{""cor"":""Preto"",""marca"":""Positivo"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""1.8\"""",""tecnologia"":""Bluetooth""}",Preto,Positivo,Dual Chip,"1.8""",Bluetooth,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,1.8,Não informado,Não informado,P26,32MB,Não informado,Não informado,32MB,Não informado,Não informado,Não informado,"Bluetooth, Rádio FM",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto,"1.8""",2G,,32MB,,
olistsp||OSP0AL34AO3HNV6O,Celular,Celular Positivo P26 Dual Chip Preto 32Mb Qualidade E,"Celular Positivo P26 Dual Chip Preto 32Mb - Qualidade E Confiabilidade Em Cada Chamada Celular Positivo P26 Dual Sim 32Mb Preto O Celular Positivo P26 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P26 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P26 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. ---------------------------------- Especificações Técnicas:Memória interna: 32MBDual SimTamanho da Tela: 1,8Câmera de traseiraRádio FM Itens Inclusos:01 Celular Positivo P26 Dual Sim01 Carregador01 Manual em português Certificado de Homologação da Anatel - 032801903589 ====================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.Homologação Anatel: 025931304858","{""marca"":""Positivo"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""1.8\"""",""tecnologia"":""Bluetooth""}",,Positivo,Dual Chip,"1.8""",Bluetooth,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,1.8,Não informado,Não informado,P26,32Mb,Não informado,Não informado,32Mb,Não informado,Não informado,Não informado,Rádio FM,Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto,"1.8""",2G,,32MB,,
multiloja||16199,Celular,Smartphone Samsung Galaxy J4 Dual Chip Android Tela 6 polegadas 16GB Câmera 5MP,"O Galaxy J4 tem ampla tela infinita HD de 6 polegadas com excelente qualidade de contraste, apresentando aos usuários imagens super-realistas. Agora você pode curtir seu conteúdo multimídia favorito em cores vivas e naturais. Smartphone Samsung Galaxy J4 Core, tela infinita de 6, câmera frontal de 5MP com flash LED, câmera traseira 8MP, 16GB, dual chip, Android.<br> <br> <br> Características:<br> Tela infinita de 6 polegadas<br> Câmera frontal de 5 MP com flash LED<br> Câmera traseira de 8 MP<br> 16 GB de memória interna<br> Dual Chip com Dual Messenger<br> Interface com o Usuário Touch Screen<br> Sistema Operacional + versão Android Go 8.1<br> Processador Quad-Core<br> Velocidade do Processador 1.4 GHz<br> Bandas 2G GSM (GPRS EDGE)850, 900, 1800, 1900 MHz<br> 3G Bandas B1(2100),B2(1900),B4(AWS),B5(850),B8(900)<br> 3G Downlink UplinkHSPA+ 42.2 5.76 Mbps<br> 4G Bandas<br> Conectividade Bluetooth versão 4.2<br> Conexão Wi-Fi 802.11 b g n 2.4 GHz<br> Roteador Wi-Fi<br> 2 Chips<br> USB versão 2,0<br> USB Conector Micro USD<br> Push E-mail Microsoft, Direct Push E-Mail for Exchange<br> Número de Pixels 1480 x 720 (HD+)<br> Flash LED<br> Rádio FM <br> RDS<br> Toques Polifônicos<br> MP3 <br> GPS <br> Micro SD<br> Capacidade do cartão de memória: 256 GB<br> Memória RAM 1 GB<br> Tipo de Bateria: Íons de Lítio<br> Carregamento rápido<br> Carregamento sem fio<br> <br> <br> Dimensões: <br> Altura: 16,6 cm<br> Largura: 7,1 cm<br> Profundidade: 0,79 cm<br> Peso total: 0,177 kg<br> <br> <br> Recomendações: Evitar quedas, exposição ao sol e umidade<br> <br> <br> Garantia do fornecedor: 12 meses.","{""armazenamento_interno"":""16 GB"",""cor"":""Preto"",""marca"":""Samsung"",""memoria_ram"":""1 GB"",""modelo_nominal"":""Galaxy J4 Core"",""processador"":""Quad-Core"",""quantidade_de_chips"":""Dual Chip"",""resolucao_da_camera_frontal"":""5 MP"",""resolucao_da_camera_traseira"":""8 MP"",""tamanho_da_tela"":""6\"""",""tecnologia"":""4G""}",Preto,Samsung,Dual Chip,"6""",4G,1 GB,Galaxy J4 Core,16 GB,5 MP,8 MP,,Quad-Core,,,,,,,,,,Não informado,Samsung,Dual Chip,6 polegadas,Não informado,1 GB,Galaxy J4,16GB,5MP,8MP,16 GB,Quad-Core,Android Go 8.1,Não informado,Dual Messenger,Não informado,Não informado,Não informado,Não informado,Touch Screen,Smartphone,Samsung,Preto,"6""",4G,2GB,16GB,5MP,8MP
commcenter||E000332,Celular,"Smartphone Motorola Moto Edge 30 256GB 8G RAM Câmera Tripla 50MP Tela 6.5"" Rose","<p>Marca: Motorola<br>Modelo: Edge 30<br>Cor:Rose<br>Sistema Operacional: Android 12<br>Processador: napdragon 778G+ (2,5 GHz Octa-Core)<br>GPU: Adreno 624<br>Armazenamento Total: 256 GB<br>Armazenamento Disponível: 256 GB<br>Memória RAM: 8 GB<br>Modelo SIM Card (Chip): Nano SIM (4FF) Dual Nano SIM (4FF)<br>Entrada do Chip: Dual Nano SIM (4FF): Entrada do Chip 1 e Chip 2<br>Tamanho da Tela: 6,5""<br>Resolução da Tela: FHD+ (2400x1080)<br>Característica da Tela: HDR10+ | pOLED | 144 Hz<br>Proporção da Tela: 20:9<br>Densidade de Pixels da Tela: 402 ppi<br>Número de cores da Tela: 1 B<br>Câmeras Traseiras: 50 MP OIS + 50 MP + 2 MP<br>Câmera Principal: 50 MP| Lente 82° | Abertura f/1,8 | OIS<br>Câmera Ultra-wide/Macro: 50 MP | Lente 114° | Abertura f/2,2<br>Sensor de Profundidade: 2 MP | Lente 86° | Abertura f/2,4<br>Zoom Digital: 8x<br>Zoom Óptico: Não<br>Zoom Combinado: Não<br>Flash: Sim | LED Foco em todos pixels | PDAF<br>Foco: Omni-Directional<br>Autofoco: PDAF<br>Formato de Gravação de Vídeo Câmera Traseira: .mp4<br>Resolução de Gravação de Vídeo Câmera Traseira: Ultra HD 4K (30 fps) | Full HD (60 fps)<br>Câmera Principal Frontal: 32 MP| Lente 72,2° | Abertura f/2,2<br>Flash Frontal: Na Tela<br>Formato de Gravação de Vídeo Câmera Frontal: .mp4<br>Resolução de Gravação de Vídeo Câmera Frontal: Ultra HD 4K (30 fps)<br>Bateria: 4020 mAh<br>Tipo de Conector: USB-C<br>Tipo de Carregador: TurboPowerTM 33 W<br>Bluetooth: Bluetooth® 5.2<br>Wi-Fi: 802.11 a/b/g/n/ac/ax | 2,4 GHz, 5 GHz e 6 GHz | Wi-Fi 6E<br>GPS: GPS, AGPS, LTEPP, SUPL, Glonass, Galileo<br>NFC: Sim<br>Rádio FM: Não<br>TV Digital: Não<br>Entrada Fone de Ouvido USB-C: Sim<br>Microfone: 2 Microfones<br>Alto-falante: 2 Alto-falantes<br>Bandas: 2G - GSM 850/900/1800/1900 MHz; 3G - WCDMA 850/900/1700/1900/2100 MHz; 4G - LTE B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B38/B39/B40/B41/B42/B43/B48/B66; 5G2- NR n1/n3/n7/n38/n40/n41/n66//n77/n78<br>Sensores: Acelerômetro | Proximidade | Giroscópio | Luz Ambiente | Bússola | Sensor de Impressão Digital na Tela<br>Garantia: 12 meses contra defeito de fabricação<br>Dimensões do aparelho: Altura 15,94, Largura 7,42, Espessura 0,679, Peso 0,155.<br>Conteúdo do kit: 01 Telefone, 01 Capa protetora, 01 Kit de Manuais, 01 Fone de ouvido estéreo USB-C, 01 Cabo USB-A / USB-C, 01 Carregador Turbo PowerTM 33 W, 01 Ferramenta de Remoção do Chip.</p>","{""armazenamento_interno"":""256 GB"",""cor"":""Rosé"",""marca"":""Motorola"",""tamanho_da_tela"":""6.5\""""}",Rosé,Motorola,,"6.5""",,,,256 GB,,,,,,,,,,,,,,Rose,Motorola,Dual,6.5,pOLED,8 GB,Edge 30,256 GB,32 MP,50 MP,256 GB,napdragon 778G,Android 12,Não informado,Não informado,Nano SIM 4FF,Não informado,Não informado,Não informado,Não informado,Smartphone,Motorola,Rosa,"6.5""",5G,8GB,256GB,32MP,50MP
