Unnamed: 0,title,description,Unnamed: 3,Atributos <empresa terceira>,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Atributos Multimidia,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
engage-info||52720,Refrigerador Midea 411L Frost Free Duplex Super Cool MD-RT580MTA46,"<p>O Refrigerador Frost Free 411L Midea vai fazer toda a diferença na sua cozinha. Com eficiência energética A+++, garante mais economia para seu dia a dia. Possui Desodorizador Active-C Fresh com camadas de carbono, que promove alimentos frescos por mais tempo.</p><p>Conta com iluminação em LED no refrigerador, painel touch externo e Chiller Box Extra Frio, ideal para frios e bebidas mais geladas. Sua Gaveta com controle de umidade independente promove melhor organização e preservação de frutas e verduras. Acompanha 1 kit bandeja de gelo e 2 bandejas de ovos.</p><p><br></p><p>Características</p><p><br></p><p>Classificação A+++ : menos 30% de consumo de energia</p><p>De acordo com a classificação de Etiqueta Nacional de Conservação de Energia ENCE comparado com produtos A</p><p><br></p><p>Desodorizador Active-C Fresh: com camadadas de carbono que promovem alimentos frescos por mais tempo.</p><p><br></p><p>Iluminação em LED no refrigerador: mais conforto e praticidade para encontrar os alimentos</p><p><br></p><p>Painel Touch externo: muito fácil de usar</p><p><br></p><p>Chiller Box Extra Frio: compartimento extra frio, ideal para frios e bebidas mais geladas.</p><p><br></p><p>Paredes mais finas e maior capacidade interna Comparado com refrigeradores com mesmas dimensões*</p><p><br></p><p>Gaveta com controle de umidade independente: permite melhor organização e preservação de frutas e verduras</p><p><br></p><p>Acompanha 1 kit bandeja de gelo e 2 bandejas de ovos.</p><p><br></p><p>Especificações Técnicas</p><p><br></p><p>Eficiência energética: Selo Procel e classificação Energética A+++ para ambas voltagens (127V e 220V)</p><p>Classe Climática: T</p><p>Capacidade: 411L</p><p>Capacidade Freezer: 107L</p><p>Capacidade Refrigerador: 304L</p><p>Painel: Touch</p><p>Funções: Super Cool</p><p>Cor interna: Branco</p><p>Cor externa: Pintado de Cor Inox</p><p>Material interno: HIPS</p><p>Material externo: VCM</p><p>Número de portas: 2</p><p>Prateleiras: 3 (2 no refrigerador e 1 no freezer)</p><p>Gaveta para Frutas e Legumes: Sim (1)</p><p>Chiller Box: Sim (1)</p><p>Bandeja de ovos: Sim (2)</p><p>Kit bandeja de gelo: Sim (1)</p><p>Desodorizador: Sim</p><p>Trava de segurança: Sim (apenas para o painel de controle de temperatura)</p><p>Potência de degelo: 215W</p><p>Tipo de degelo : Automático</p><p>Agente expansor: Ciclopentano</p><p>Gás Refrigerante: R600a</p><p>Massa Total de Fluído Refrigerante: 58g</p><p>Consumo aproximado de energia : 40,2 kWh/mês / 38,5 kWh/mês</p><p>Máxima Retenção sem Energia: 10h</p><p>Frequência: 60 Hz</p><p>Tipo de Tomada: 10A</p><p><br></p><p>Itens inclusos na embalagem: 1 Refrigerador, 1 manual, 1 kit bandeja de gelo e 2 bandejas de ovos.</p><p><br></p><p>Entrega do Produto</p><p>Não nos responsabilizamos pela instalação/montagem</p><p>Todas as instruções, manuais e peças necessárias para a montagem são fornecidas junto com o produto</p><p><br></p><p>Dimensões e Pesos</p><p><br></p><p>Altura (cm): 172,3</p><p>Largura (cm): 70,0</p><p>Largura (Abertura máxima das portas) (cm): 109,0</p><p>Profundidade (cm): 69,1</p><p>Profundidade com a porta aberta (cm): 109,0</p><p>Peso liquido (kg): 67,5</p><p><br></p><p>Produto Embalado</p><p>Altura (cm): 177,0</p><p>Largura (cm): 75,5</p><p>Profundidade (cm): 71,0</p><p>Peso Bruto (kg): 76,0</p><p><br></p><p>Garantia de 12 meses e 10 anos de garantia no compressor</p>","{""capacidade_liquida_total"":""411 L"",""cor"":""Inox"",""marca"":""Midea"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",411 L,Inox,Midea,,Frost Free,127 V,,,411L,Pintado de Cor Inox,Midea,VCM,Automático,127V e 220V,2,411L,Inox,Midea,,Frost Free,110V,2 Portas,411L
continentalcenter||760020013013040301,Geladeira Electrolux 2 Portas 260L Cycle Defrost Branco 127V,"<strong>Geladeira Electrolux 2 Portas 260L Cycle Defrost Branco 127V DC335A</strong><p>O Geladeira Cycle Defrost DC35A possui um design único e moderno, com puxador ergonômico e integrado. A prateleira porta-latas é reversível e acomoda 5 unidades, melhorando o aproveitamento interno do Geladeira. O super freezer a -18o conserva a qualidade dos congelados por muito mais tempo.</p><p><strong>Selo Procel</strong><br>O Selo Procel, tem por objetivo orientar o consumidor no ato da compra, indicando os produtos que apresentam os melhores níveis de eficiência energética dentro de cada categoria. Este produto está classificado com ""Selo A"", com maior eficiência energética, garantindo mais economia de energia na sua casa e menos danos ao meio-ambiente.</p><p><strong>Design Moderno</strong><br>Projetado para combinar com a cozinha do brasileiro, o Geladeira Electrolux traz puxador ergonômico com design arrojado e extremamente fácil de limpar.</p><p><strong>Sistema Cycle Defrost:</strong> é o nome técnico do sistema de descongelamento do freezer (congelador), que precisa ser feito apenas 2 vezes por ano.</p><p>Design Único com Puxador Ergonômico e Integrado: Design moderno que combina com a cozinha. Puxador embutido, bonito e fácil de limpar.</p><p><strong>Mais Praticidade</strong><br>Cesta Porta Ovos:Armazena e transporta os ovos com facilidade e segurança, comporta 12 unidades.<br>Geladeira com Super Freezer -18oC: Conserva a qualidade dos congelados por mais tempo.</p><p><strong>Características:</strong></p><p>Puxador ergonômico;<br>- Porta-ovos removível para 12 unidades;<br>- Iluminação interna (Geladeira e Congelador);<br>- Prateleira Porta-latas reversível para 5 unidades;<br>- Gavetão Transparente para frutas e verduras;<br>- Prateleiras aramadas removíveis com altura regulável.<br>- Geladeira com Super Freezer -18o C</p><p><strong>Especificações Técnicas:</strong></p><p>Marca: Electrolux<br>- Código: DC335A<br>- Tensão: 127V/1F<br>- Capacidade: 260 Litros<br>- Procel: A<br>- Cor: Branca<br>- Consumo de Energia (kw/mês): 38,4<br>- Compartimento Refrigerador: 207 Litros<br>- Compartimento do Congelador: 53 Litros<br>- Temperatura do Congelador: -18oC<br>- Peso Líquido: 44 kg<br>- Gás: R134a<br>- Dimensões (LxAxP): 54,8cm x 161,9cm x 61,3cm<br>- Garantia: 1 Ano</p>","{""capacidade_liquida_total"":""260 L"",""cor"":""Branco"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Cycle Defrost""}",260 L,Branco,Electrolux,,Cycle Defrost,,2 Portas,,260L,Branco,Electrolux,Não informado,Cycle Defrost,127V,2 Portas,260 Litros,Branco,Electrolux,,Cycle Defrost,110V,2 Portas,260L
lojasguaibim1||872973,Refrigerador Continental Frost Free Duplex 472L TC56 Branco,"A Geladeira Frost Free Duplex Branca 472 Litros TC56 possui alta capacidade e prateleiras reversíveis, tanto no freezer quanto no refrigerador, que permitem que você tenha muito espaço para armazenar e organizar os alimentos da forma que quiser. Seu super freezer robusto e flexível de 126 litros, acomoda qualquer tipo de alimento e embalagem, sem complicação.<br><br>Possui um design único, na cor branca com puxador ergonômico e embutido, a Geladeira TC56 super fácil de limpar. Possui um compartimento fechado no freezer, que possibilita o congelamento mais rápido dos alimentos.<br><br>Além disso, a Geladeira TC56 possui um espaço extra frio reversível no refrigerador, ideal para alimentos frescos que necessitam maior refrigeração e cuidado. Para garantir uma alimentação saudável, você ainda conta com o Gavetão de frutas, legumes e vegetais que facilita a organização e a visualização dos alimentos.<br><br>Super Freezer Robusto e Flexível:<br>Com 126 litros o freezer tem espaço de sobra para armazenar alimentos e diversos tipos de embalagem sem passar aperto.<br><br>Design Único:<br>design moderno que combina com a sua cozinha e ainda conta com puxador ergonômico e integrado.<br><br>Espaço Freezer Reversível:<br>Compartimento fechado para congelar rapidamente os alimentos e diversos tipos de embalagens. Para maior aproveitamento do compartimento você pode reverter a prateleira conforme a sua necessidade.<br>.<br>Espaço Extra Frio:<br>Espaço fechado no refrigerador ideal para alimentos frescos que necessitam maior refrigeração e cuidado.<br><br>Gavetão com Tampa:<br>Espaço específico para frutas, verduras e legumes. Fácil de organizar e visualizar os alimentos através da abertura da gaveta e do frontal basculante.<br><br>Prateleiras Reversíveis:<br>Você pode adaptar o espaço da sua geladeira como quiser, tanto no freezer quanto no refrigerador.<br><br>Atenção:<br><br>1. Verifique a voltagem correta para o seu equipamento. Grande parte dos eletrodomésticos no Brasil está disponível em duas voltagens: 110V ou 220V. Certifique-se qual a voltagem de sua residência e selecione o produto conforme essa especificação.<br>2. Devido às normas da ABNT e às resoluções no 13 de 2006, no 2 de 2007 e no 8 de 2009 do CONMETRO, os fabricantes estão mudando as tomadas para o novo padrão. Para utilizar este produto, será preciso adaptador ou a troca da tomada antiga. Não nos responsabilizamos por esta alteração.","{""capacidade_liquida_total"":""472 L"",""cor"":""Branco"",""marca"":""Continental"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",472 L,Branco,Continental,,Frost Free,127 V,,,472L,Branco,Continental,Não informado,Frost Free,Não informado,Duplex,Não informado,Branco,Continental,,Frost Free,110V,2 Portas,472L
leonfer||833,Geladeira / Refrigerador Electrolux 475 Litros Cycle Defrost 2 Portas DC51,"Refrigerador 2Portas 475L Cycle Defrost Electrolux DC51<br> O novo Refrigerador Electrolux DC51 possui o maior refrigerador Cycle Defrost do mercado, seu Freezer tem capacidade de 155 litros. Além disso suas prateleiras são em vidro temperado, muito mais bonitas, resistentes e fáceis de limpar, seu novo puxador integrado é fácil de abrir e limpar, e traz modernidade e inovação para sua cozinha. <br> Recursos: <br> Freezer com 155 litros de capacidade: <br> O Cyle Defrost conta com o maior freezer entre os modelos de duas portas de sua categoria. São 155 litros de capacidade. É mais espaço e comodidade para você armazenar seus alimentos e bebidas. <br> Compartimentos diferenciados: <br> O Refrigerador conta com um porta latas que comporta até seis unidades. Ideal para levar bebidas diretamente à mesa. O modelo também traz um porta laticínios com tampa transparente que permite armazenar queijos e derivados de maneira mais organizada. <br> Design e praticidade: <br> Prateleiras de vidro temperado unindo design e praticidade para organizar os alimentos, também são resistentes e fáceis de limpar. <br> Formas de gelo suspensas: <br> Duas formas, suspensas no freezer, tornam a produção de gelo mais simples e rápida. A localização das formas evita respingos de outros alimentos no gelo. <br> Multi Flow System: <br> A tecnologia Multi Flow System otimiza a circulação do ar frio do refrigerador, facilitando a conservação dos alimentos e os mantendo sempre frescos. <br> Melhor aproveitamento do espaço: <br> Duas prateleiras localizadas no fundo do Refrigerador comportam garrafas de até 2,5 litros. Travas de seguranças evitam que elas tombem. A distribuição correta do alimentos garante o melhor aproveitamento do espaço interno. <br> <br> Características:<br> Capacidade entre 400 e 500 l alta<br> Capacidade do freezer 320 l<br> Capacidade do refrigerador 155 l<br> Capacidade total de armazenamento 475 l<br> Consumo 58,8 kwh<br> Tecnologia cyclo defrost<br> Tipo duas portas<br> Total de prateleiras: 5<br> Água na porta: não<br> Alarme de porta aberta: não<br> Cesta porta ovos: sim<br> Compartimento congelamento rápido: não<br> Compartimento extra frio: não<br> Degelo automático: não<br> Fábrica de gelo automática: não<br> Gelo na porta: não<br> Home bar: não<br> Iluminação interna: sim<br> Painel eletrônico: não<br> Pés niveladores: sim<br> Porta latas: sim<br> Porta laticínios: sim<br> Prateleiras de vidro temperado: sim<br> Prateleiras na porta: sim<br> Prateleiras reguláveis: sim<br> Prateleiras removíveis: sim<br> Rodízios sim<br> Separador de garrafas: sim<br> Timer: não<br> Prateleiras no freezer: sim<br> Modelo DC51<br> <br> Especificações Técnicas:<br> Classificação energética A<br> Frequência 60 hz<br> <br> Dimensões:<br> Altura: 189 cm<br> Largura: 70.2 cm<br> Profundidade: 73.3 cm<br> Peso: 78 kg<br> <br> Garantia do fornecedor de 12 meses","{""capacidade_liquida_total"":""475 L"",""cor"":""Branco"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Cycle Defrost"",""voltagem"":""220 V""}",475 L,Branco,Electrolux,,Cycle Defrost,220 V,2 Portas,,475 L,Não informado,Electrolux,Não informado,Cycle Defrost,Não informado,2 Portas,475 Litros,Branco,Electrolux,,Cycle Defrost,220V,2 Portas,475L
multiloja||8596,Refrigerador Frost Free DF82X 553 litros Electrolux,"Deixe sua cozinha mais elegante e completa com a Geladeira Electrolux DF82X Frost Free 2 Portas 553L!<br> Quando você gosta de receber os amigos em casa é bom estar sempre preparado, ter gelo, drinks gelados e petiscos suficientes é fundamental. Na geladeira frost free DF82X tem espaço para tudo isso. <br> <br> <br> Especificações Técnicas:<br> Painel blue touch com funções como: compras, férias, festa, turbo freezer, drink express e controle de temperatura do freezer<br> Prateleira do turbo freezer retrátil com três posições<br> Ice Twister<br> Frosty Cups: Taças e copos sempre gelados<br> Gavetão transparente com controle de umidade<br> Turbo congelamento<br> Sistema Multiflow: Distribui o ar no interior do refrigerador garantindo a melhor preservação dos alimentos<br> Frost Free: Sim<br> Degelo: Frost Free.<br> Porta-ovos: Sim<br> Consumo de energia: 60 kW h.<br> Potência: 71,0W.<br> Capacidade liquida do refrigerador: 431L.<br> Capacidade liquida do freezer: 137L.<br> Capacidade liquida total: 568L.<br> <br> <br> Dimensões:<br> Altura: 191,5 cm<br> Largura: 80 cm<br> Profundidade: 75 cm<br> Peso: 101,5 kg<br> <br> <br> Garantia do fornecedor: 12 meses.<br> <br>","{""capacidade_liquida_total"":""553 L"",""cor"":""Inox"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",553 L,Inox,Electrolux,,Frost Free,127 V,2 Portas,,568Lbr,Não informado,Electrolux,Não informado,Frost Free,Não informado,2,553 litros,Inox,Electrolux,,Frost Free,110V,2 Portas,553L
engage-info||62727,Geladeira Frost Free Continental 394L TC44S Prata Top Freezer 127V,"Quer guardar todos os seus alimentos sem passar aperto? Então, conheça a Geladeira/Refrigerador Frost Free Duplex Prata 394 Litros TC44S - Continental, com capacidade de 394 litros.<br><br>O seu super freezer, amplo e flexível, possui 109 litros de capacidade, permitindo que você guarde todo tipo de alimento e de embalagem, de forma simples e rápida.<br><br>A Geladeira TC44S possui puxador integrado e ergonômico, muito fácil de limpar e combina com sua cozinha.<br><br>O freezer conta com o Espaço Freezer Reversível, um compartimento fechado para congelar seus alimentos ainda mais rápido. E você ainda pode reverter a prateleira para maior aproveitamento do espaço.<br><br>Já no refrigerador, há um espaço perfeito para guardar alimentos que precisam de maior refrigeração e cuidado, para uma conservação mais longa. Trata-se do Espaço Extra Frio. Além de uma prateleira reversível na porta que pode ser usada da forma convencional ou como porta-latas para facilitar na hora de pegar sua bebida favorita. Para conservar as frutas, legumes e vegetais, basta utilizar o clássico gavetão com frontal basculante, que facilita a visualização e organização dos alimentos.<br><br><br><br>Quer mais praticidade na cozinha? Escolha a Geladeira TC44S.<br><br><br><br>Ficha Técnica<br><br><br><br>MARCA: Continental<br><br>MODELO: TC44S<br><br>COR: Platinum (PRATA)<br><br>Voltagem: 127V<br><br>ALARME DE PORTA ABERTA: Não<br><br>CESTA PORTA OVOS: Sim<br><br>COMPARTIMENTO CONGELAMENTO RÁPIDO: Sim<br><br>COMPARTIMENTO EXTRA FRIO: Sim<br><br>DEGELO AUTOMÁTICO: Sim<br><br>HOME BAR:Não<br><br>ILUMINAÇÃO INTERNA: Sim<br><br>PAINEL ELETRÔNICO: Não<br><br>PÉS NIVELADORES: Sim<br><br>PORTA LATAS: Sim<br><br>PRATELEIRAS DE VIDRO TEMPERADO: Sim<br><br>RECIPIENTE PARA GUARDAR GELO: Sim<br><br>ALTURA DO PRODUTO: 187,1 cm<br><br>LARGURA DO PRODUTO: 60 cm<br><br>PROFUNDIDADE DO PRODUTO: 70 cm<br><br>CLASSIFICAÇÃO ENERGÉTICA: A<br><br>FREQUÊNCIA: 60 Hz<br>","{""capacidade_liquida_total"":""394 L"",""cor"":""Prata"",""marca"":""Continental"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",394 L,Prata,Continental,,Frost Free,127 V,2 Portas,,394L,Prata,Continental,Não informado,Frost Free,127V,Não informado,394 litros,Prata,Continental,,Frost Free,110V,2 Portas,394L
lojas-berlanda||917,Geladeira / Refrigerador Consul 334 Litros Biplex - CRD37EB,"A Geladeira/Refrigerador CRD37 EBBNA da Consul conta com mais espaço interno para você guardar seus alimentos, além de freezer com 76 litros de capacidade. Possui controle eletrônico de temperatura, gerando mais economia de energia, o amplo freezer e a prateleira na porta facilita a organização dos seus alimentos congelados. Conta com gavetão de legumes onde você irá organizar e visualizar melhor os alimentos. Tem grande economia de energia e possui classificação A, o que garante seu baixo consumo de energia. As prateleiras são removíveis e reguláveis com muito mais facilidade na hora de limpar! Essa geladeira possui 334 litros de capacidade total, tem tecnologia Cycle Defrost, para que você precise descongelar a geladeira apenas 2 vezes ao ano. Ela possui também 15 níveis de altura, para ajustar as prateleiras e ter o melhor aproveitamento do espaço interno e o compartimento Gelo Extra, que permite armazenar mais gelo no freezer. Além disso conta com 2 portas, uma para o congelador e outra para a geladeira facilitando assim o seu dia a dia.","{""capacidade_liquida_total"":""334 L"",""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""2 Portas"",""voltagem"":""220 V""}",334 L,Branco,Consul,,,220 V,2 Portas,,334 Litros,Não informado,Consul,Não informado,Cycle Defrost,Não informado,2,334 Litros,Branco,Consul,,Cycle Defrost,220V,2 Portas,334L
frigelar2||kit9004,Refrigerador Panasonic 435 Litros 2 Portas com Freezer em Cima Branco BT50BD3W 220V,"Com a Geladeira/Refrigerador NR-BT50BD3XB Panasonic você vai ter tecnologia Econavi, exclusiva com economia de energia, monitorando o uso do produto no dia a dia e fazendo-o funcionar de acordo com a rotina da casa. O refrigerador é frost free, seu tipo de porta é duplex e armazena até até 435L de capacidade líquida, armazenando tudo o que você precisa e mais um pouco. Conta com a tecnologia desodorizador eliminando uma grande quantidade de bactérias que retiram o frescor dos alimentos e geram um odor desagradável. Os vegetais perdem o frescor quando a umidade está muito baixa ou muito alta. Perdem também vitaminas desde que são colhidos até serem consumidos. E para manter o máximo de nutrientes preservados por mais tempo.","{""capacidade_liquida_total"":""435 L"",""cor"":""Branco"",""marca"":""Panasonic"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",435 L,Branco,Panasonic,,Frost Free,220 V,2 Portas,,435 Litros,Branco,Panasonic,Não informado,Frost Free,220V,2 Portas,435L,Branco,Panasonic,Aço,Frost Free,220V,2 Portas,435L
electrolux||310120601,Geladeira Electrolux Frost Free Inverter 390L Efficient AutoSense Duplex Black Inox Look (IF43B),"A Geladeira Electrolux Duplex Efficient com AutoSense cor Black Inox Look 390L IF43B oferece mais qualidade de armazenamento para seus alimentos, além de economia de energia. O design moderno e a elegante cor preta garantem mais sofisticação para a sua cozinha. A exclusiva tecnologia AutoSense reconhece sua frequência de uso e passa a controlar automaticamente a temperatura usando Inteligência Artificial, que prolonga a vida dos alimentos por até 30%1 mais tempo. A Tecnologia Inverter é responsável por garantir a estabilidade da temperatura, garantindo que os alimentos armazenados sejam mantidos frescos por mais tempo, com economia de energia de até 30%2, através da eficiência energética A+++. A Gaveta HortiNatura é mais uma aliada para preservar o frescor de frutas e vegetais por até 2x3 mais tempo. Possui uma vedação especial, que evita o contato direto com a temperatura interna da geladeira, reduzindo o desperdício desse tipo de alimentos. O sistema FastAdapt permite que as prateleiras deslizantes podem ser configuradas de diversas formas para armazenar alimentos de diferentes tamanhos e formatos. O MoveAdapt permite mover facilmente os compartimentos graças aos dois trilhos, se adaptando exatamente ao que precisa. O Separador de garrafas e porta-condimentos ajuda a organizar melhor o interior da geladeira e fornece um pequeno recipiente para ser usado para guardar temperos. Além disso, a Geladeira Electrolux Frost Free Duplex Efficient 390L IF43B tem a possibilidade de incluir o Filtro TasteGuard (vendido separadamente do produto), que consegue eliminar até 9x4 mais rápido maus odores causados por bactérias, garantindo uma geladeira sempre fresca e higiênica. <p> 1Resultados obtidos em testes realizados pela FURB (Universidade Regional de Blumenau) com morangos e leite.</p> <p> 2Com relação ao mínimo necessário para a classificação A.</p> <p> 3Resultados obtidos em testes realizados pela FURB (Universidade Regional de Blumenau) em morangos, cogumelos e alface.</p> <p> 4Resultado obtido considerando o uso perfeito do filtro e selamento total da gaveta.</p>","{""cor"":""Preto"",""marca"":""Electrolux"",""material"":""Inox"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""Bivolt""}",,Preto,Electrolux,Inox,Frost Free,Bivolt,,,390L,Black Inox Look,Electrolux,Não informado,Frost Free,Não informado,Duplex,Não informado,Preto,Electrolux,,Frost Free,220V,2 Portas,390L
solarmagazineoficial||37,Geladeira Panasonic Frost Free 425 Litros Com Tecnologia Inverter Inox - NR BB53PV3X,"Na Solar dá pra levar Geladeira Panasonic Frost Free 425 Litros Com Tecnologia Inverter Inox - NR BB53PV3XRefrigerador Frost Free Panasonic 425L permite o armazenamento de alimentos de uma maneira sofisticada e prática, com gavetão de frutas e legumes, prateleiras removíveis e deslizante.Freezer com 120L para caber todos os alimentos da família.Com gaveta que utilizam fresh zone com vitamin power que potencializando os nutrientes dos alimentos, com a tecnologia inverter seu refrigerador ficará em funcionamento constante, sem picos de energia e a tecnologia inteligência Econavi que garante até 10% de economia de energia.","{""capacidade_liquida_total"":""425 L"",""cor"":""Inox"",""marca"":""Panasonic"",""material"":""Aço Escovado"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",425 L,Inox,Panasonic,Aço Escovado,Frost Free,220 V,,,425 Litros,Inox,Panasonic,Não informado,Frost Free,Não informado,Não informado,425L,Inox,Panasonic,,Frost Free,220V,2 Portas,425L
madeiramadeira-openapi||326137,Geladeira Refrigerador Electrolux Frost Free DFN41 371L Duplex 127V,"Puxador ergonômico e funcional: Puxador arrojado e fácil de limpar. Design moderno que combina com a cozinha Prateleira retrátil no freezer: Prateleira retrátil que pode ser utilizada em 3 posições (prateleira inteira, meia prateleira e totalmente retraída, com amplo espaço). Otimização do espaço interno do freezer Painel de controle externo: Funções como drink express e turbo congelamento para facilita o dia a dia. Tecnologia que facilita o controle do refrigerador","{""capacidade_liquida_total"":""371 L"",""cor"":""Branco"",""marca"":""Electrolux"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",371 L,Branco,Electrolux,,Frost Free,127 V,,,371L,Não informado,Electrolux,Não informado,Frost Free,127V,Duplex,Não informado,Branco,Electrolux,,Frost Free,110V,2 Portas,371L
magazineluiza||238303000,Geladeira/Refrigerador Esmaltec Degelo Manual 1 Porta Branca 259L Roc35 Pro,"O refrigerador Esmaltec Roc35 Pro na cor branca proporciona maior economia na conta de energia, pois reduz o tempo de resfriamento com maior estabilidade de temperatura e reduz desperdício de alimentos.
Com maior economia, elimina picos de energia do “on-off” e mantém os custos mais baixos.
Com 1 porta, tem degelo manual, capacidade líquida total de 259L, compressor inverter, gás ecológico R600a, gaveta de resfriamento rápido em PS cristal fumê, iluminação interna, borracha de vedação destacáveis, puxador embutido, pés elevados com niveladores, bandeja porta ovos e forma de gelo.","{""capacidade_liquida_total"":""259 L"",""cor"":""Branco"",""marca"":""Esmaltec"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""127 V""}",259 L,Branco,Esmaltec,,,127 V,1 Porta,,259L,Branca,Esmaltec,Não informado,Manual,Não informado,1,Não informado,Branco,Esmaltec,Aço,Manual,110V,1 Porta,259L
magazineluiza||010039500,Geladeira/Refrigerador Electrolux Frost Free,"Refrigerador DFX50 Frost Free Celebrate Blue Touch DFX50 da Electrolux. Possui várias funcionalidades e diferenciais que farão toda a diferença em seu dia a dia. Possui a função Drink Express - gela bebidas rapidamente no freezer e é removível para mantê-las geladas no refrigerador e serví-las à mesa; painel Blue Touch com tecnologia touch control sem botões aparentes; porta-Laticínios, espaço light removível com alça, duplo gavetão de frutas e legumes, e ainda a função Ice twister. Prateleiras retrátil no freezer com acabamento em inox, dando um toque de charme e sofisticação a sua cozinha, além de possuir um design super moderno. Tudo isso, para lhe proporcionar mais qualidade, praticidade e comodidade em sei dia a dia!","{""capacidade_liquida_total"":""430 L"",""cor"":""Inox"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",430 L,Inox,Electrolux,,Frost Free,220 V,2 Portas,,Não informado,Celebrate Blue Touch,Electrolux,Não informado,Frost Free,Não informado,Não informado,Não informado,Inox,Electrolux,,Frost Free,220V,2 Portas,433L
friopecas||123162,Refrigerador Brastemp Frost Free 375 Litros Branco BRM44 - 127 Volts,"Se você procura um refrigerador moderno, e prático, a geladeira Brastemp Frost Free Duplex 375 litros - BRM44 - tem design sofisticado e grande capacidade para armazenar os alimentos. Com o compartimento Latas e Long Necks se encaixa perfeitamente no freezer ou na geladeira e possibilita gelar as bebidas de forma eficaz. Já o compartimento extrafrio, gele as bebidas mais rápido e conserve melhor frios e laticínios. Conta com design sofisticado e grande capacidade para armazenar os alimentos. Vem com Painel Eletrônico, compartimento Latas e Long Necks e compartimento Extrafrio.","{""capacidade_liquida_total"":""375 L"",""cor"":""Branco"",""marca"":""Brastemp"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",375 L,Branco,Brastemp,,Frost Free,127 V,,,375 Litros,Branco,Brastemp,Não informado,Frost Free,127 Volts,Não informado,Não informado,Branco,Brastemp,,Frost Free,110V,2 Portas,375L
