Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Atributos AI-PAVE-BR,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Atributos Multimídia,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
dreamshoes13||d41908b4f59e11ec87f04201ac185078,Tênis,Tênis Botinha One Star Masculino Feminino 34 ao 43,"Olá!!! Sejam bem vindos a Dream Shoes, uma loja especializada em produtos de qualidade, conforto e com um ótimo custo benefício.O CLÁSSICO QUE NÃO SAI DE MODA! Quem nunca teve uma história com um All One Star Botinha ? Um clássico atemporal que atravessa gerações e agrada diversas tribos graças ao seu design versátil e descolado.Características:Tênis em cano baixo de lona.Silhueta icônica com biqueira de borracha.Clássico patch lateral.Palmilha em EVA deixa seus pés confortáveisSolado de borracha.MEDIDA DA PALMILHANo 34 – de 22,2 até 23,0 cmNo 35 – de 23,1 até 23,5 cmNo 36 – de 23,6 até 24,2 cmNo 37 – de 24,3 até 24,5 cmN° 38 – de 24,6 até 25,7 cmcmN° 39 – de 25,8 até 26,3 cmN° 40 – de 26,4 até 27,2 cmN° 41 – de 27,3 até 27,5 cmN° 42 – de 27,6 até 28,8 cmN° 43 – de 28,9 até 29,2INFORMAÇÕES TÉCNICASMateriais do Produto:- Material do Cabedal: Lona sintética- Material do Interior: Forrado- Tipo do Solado: Emborrachado - Antiderrapante- Tipo de Ajuste: CadarçosINSTRUÇÕES DE LAVAGEM- Não lavar calçados em máquina de lavar roupas, usar apenas pano úmido- Ao limpar seu calçado, a secagem deve ser realizada na sombra.","{""genero"":""Unissex"",""marca"":""Old Star"",""tamanho"":""34""}",,Unissex,Old Star,34,,,,,,,,,,,,,,Não informado,Masculino Feminino,One Star,34 ao 43,Não informado,Não informado,Lona sintética,Botinha,Não informado,Tênis,Não informado,Não informado,"Cano baixo de lona, Silhueta icônica com biqueira de borracha, Clássico patch lateral, Palmilha em EVA, Solado de borracha",Não informado,Cadarços,Não informado,Não informado,All One star,34,Branco,Lona,Alto,Unissex,1 Par,Adulto
magazineluiza||231094400,Tênis,Tênis Kappa Impact Feminino Branco e Roxo,"O Tênis feminino Kappa Impact vai ser um companheiro ideal para seu dia a dia, trazendo mais estilo e conforto em diferentes situações. Indicado para treinos ele é super versátil, e pode ser usado para curtir momentos de lazer ou para trabalhar. Seu design moderno nas cores branco e roxo, conta com cabedal com tecido que permite a circulação de ar durante a corrida e solado que absorve os impactos protegendo o ciclo da pisada a cada treino. Seu design moderno agrega valor ao seu estilo esportivo. Proporcione mais conforto no seu dia a dia com esse tênis da Kappa.","{""cor"":""Roxo"",""genero"":""Feminino"",""marca"":""Kappa"",""tamanho"":""41""}",Roxo,Feminino,Kappa,41,,,,,,,,,,,,,,Branco e Roxo,Feminino,Kappa,Não informado,Treinos,Não informado,Tecido,Impact,Não informado,Tênis,Não informado,Não informado,"Circulação de ar, absorve impactos",Esportivo,Não informado,Não informado,Não informado,Kappa,41,"[Branco,Roxo]",Nylon,Baixo,Feminino,1 Par,Adulto
b2online||F01R00094617942,Tênis,Tênis Fila Racer Carbon 2 Masculino,"<p>Tênis Fila Racer Carbon 2 Masculino</p><p>Este é um produto original Fila com garantia vendido pela B2 Online.<br>Este tênis é ideal para práticas esportivas. Ele é confortável, leve e com ótimo custo benefício.<br>Ele é um tênis para corrida de rua ou na esteira da academia. Você não vai querer tirar ele do pé.<br>O Fila Racer Carbon 2 foi feito com tecnologias pensadas para maior conforto, durabilidade e estabilidade.</p><p>Desenvolvido como tênis de running para quebra de recordes, o Fila Racer Carbon 2 alcança outro nível dentro do segmento.<br>Como o primeiro Super Tênis da marca, esse modelo marca o encontro entre a propulsão da placa 100% carbono com a velocidade da entressola responsiva.<br>O modelo traz as tecnologias: Speed Tech Foam, para maior responsividade e durabilidade; Speed Tech Carbon, maximiza a propulsão e eficiência; S-Knit, excelente ajuste e respirabilidade. Drop 8mm.</p><p>Indicado para: caminhada, corrida e dia a dia. Atividades esportivas em geral.<br>Categoria: Amortecimento e Estabilidade<br>Terreno: Rua ou Esteira</p><p> <br> Gênero: Masculino<br> Modelo com cadarço para melhor ajuste no pé.<br> Tênis feito de material siintético<br> Solado de borracha antiderrapante para proporcionar melhor tração e estabilidade<br> Palmilha macia<br> Solado macio e confortável<br> Nacional</p><p>Foto do produto condiz com a realidade. Não existe variação significativa de cor entre o produto real e a foto. Edição realizada em programa gráfico para aproximar ao máximo a foto à cor real do produto.</p><p>Você pode solicitar a troca em até 30 dias. Sem custos para devolução.</p><p>Compra garantida. Caso queira devolver você pode solicitar o reembolso do valor pago em até 7 dias a contar do recebimento.</p>","{""cor"":""Verde, Cinza"",""genero"":""Masculino"",""indicacao"":""Academia"",""marca"":""Fila"",""tamanho"":""42""}","Verde, Cinza",Masculino,Fila,42,Academia,,,,,,,,,,,,,Não informado,Masculino,Fila,Não informado,"Caminhada, Corrida, Dia a Dia, Atividades Esportivas em Geral",Não informado,Sintético,Racer Carbon 2,Não informado,Tênis,Não informado,Não informado,"Confortável, Leve, Ótimo Custo Benefício, Speed Tech Foam, Speed Tech Carbon, S-Knit, Drop 8mm, Antiderrapante",Não informado,Cadarço,Não informado,Não informado,Fila,42,[Verde/Cinza],Sintético,Baixo,Masculino,1 Par,Adulto
backwash2||674841294001503,Tênis,Tênis DC Versatile Star Wars Mandalorian Black Green,<p><strong>Especificações</strong></p><br> Tênis DC Versatile Star Wars Mandalorian Black Green <br><br><p><strong>Valor referente</strong></p><br>ADYS200071 <br><br>,"{""genero"":""Masculino"",""marca"":""King"",""modelo"":""Star"",""tamanho"":""43""}",,Masculino,King,43,,,,Star,,,,,,,,,,Black Green,Unissex,DC,Não informado,Não informado,Adulto,Não informado,Versatile Star Wars Mandalorian,Não informado,Tênis,Star Wars,Não informado,Não informado,Não informado,Cadarço,Não informado,Não informado,Black Green,43,Preto,,Baixo,Masculino,1 Par,Adulto
bellanda||1191-12133,Tênis,Tênis Molekinho Infantil Calce Fácil 2848.100,"O Tênis Molekinho Infantil Calce Fácil 2848.100 é o modelo perfeito para todas ocasiões! Além de moderno, ele conta com sistema de fechamento fácil, ou seja ́não precisa de cadarços.Marca: MolekinhoEstilo: Casual Material: Tecido Lotus Palmilha: EspumaEntressola: SintéticoSolado: Emborrachado","{""cor"":""Preto"",""genero"":""Masculino"",""marca"":""Molekinho"",""tamanho"":""30""}",Preto,Masculino,Molekinho,30,,,,,,,,,,,,,,Não informado,Unissex,Molekinho,Não informado,Dia a Dia,Infantil,Tecido,Calce Fácil,Não informado,Tênis,Não informado,Não informado,Calce Fácil,Casual,Não informado,Não informado,Não informado,Molekinho,30,Preto,Tecido,Baixo,Masculino,1 Par,Infantil
esperancashow||1381-12997,Tênis,Tênis Feminino Kolosh Thurso Black C1301,"Os tênis da Kolosh são extremamente estilosos e confortáveis! Este modelo é confeccionado em material sintético e seu cabedal conta com detalhes de perfuros a laser nas laterais e strass na parte superior, dando um charme a mais para o calçado. Somado a isso, seu fechamento é em elástico, a palmilha é em EVA removível e a parte interna é acolchoada. O solado, por sua vez, é emborrachado e antiderrapante, garantindo segurança e estabilidade ao caminhar. GUIA DE TAMANHOS:NUMERAÇÃO:COMPRIMENTO DO PÉ (CM):3322,53423,33524,03624,83725,33826,03926,64027,34128,0 Comprar conosco é a garantia de um bom negócio.","{""cor"":""Rosa"",""genero"":""Feminino"",""marca"":""Kolosh"",""tamanho"":""33""}",Rosa,Feminino,Kolosh,33,,,,,,,,,,,,,,Black,Feminino,Kolosh,Não informado,Não informado,Não informado,Sintético,Thurso,Não informado,Tênis,Não informado,Não informado,"Perfuros a laser nas laterais, strass na parte superior, palmilha em EVA removível, parte interna acolchoada, solado emborrachado e antiderrapante",Não informado,Elástico,Não informado,Não informado,Kolosh,33,Rosa,Sintético,Baixo,Feminino,1 Par,Adulto
aesportiva1||400052988,Tênis,Tênis puma wired infantil - vinho 36,O tênis PUMA Wired é a escolha perfeita para qualquer jovem atleta. <br><br><strong>Informações Técnicas:</strong><br><br>- Material do cabedal: Mesh (Fibras Em Malha Com Tramas Abertas).<br>- Material do forro: Têxtil /Reforço Acolchoado.<br>- Entressola: Espuma.<br>- Palmilha: EVA / Removível / Forrada.<br><br>*Imagem do produto meramente ilustrativa.,"{""classificacao"":""Infantil"",""cor"":""Vinho"",""marca"":""Puma"",""tamanho"":""36""}",Vinho,,Puma,36,,,,,Infantil,,,,,,,,,vinho,masculino,puma,36,Não informado,infantil,Mesh Fibras Em Malha Com Tramas Abertas,wired,Não informado,tenis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Puma,36,Vinho,"[Mesh,Têxtil]",Baixo,Unissex,1 Par,Infantil
dibs||0000002077765,Tênis,Tênis Infantil Molekinho Cadarço Elástico Com LED,"Tênis Infantil Molekinho Cadarço Elástico Com LED<br><br>O tênis infantil Molekinho Cadarço Elástico com LED é a escolha ideal para os pequenos que adoram um toque de brilho em seus passos. Com um design moderno e cheio de estilo, este calçado apresenta um cadarço elástico prático, facilitando o calce independente e oferecendo um ajuste confortável.<br><br>Um dos destaques deste tênis são as luzes LED embutidas, que piscam e se movem a cada passo, proporcionando diversão e um toque mágico aos pés das crianças. Com diferentes padrões de iluminação, essas luzes adicionam um elemento de encanto e se tornam um verdadeiro destaque.<br><br>Além do aspecto lúdico, o tênis Molekinho com LED também oferece conforto e durabilidade. Seu material de alta qualidade proporciona flexibilidade e respirabilidade aos pés das crianças, permitindo que elas brinquem e se movimentem com facilidade.<br><br>Este tênis é perfeito para diversas ocasiões, desde atividades diárias até festas e eventos especiais. Sua sola resistente e antiderrapante proporciona estabilidade e tração em diferentes superfícies, garantindo a segurança das crianças durante suas aventuras.<br><br>Proporcione aos pequenos uma experiência de calçado cheia de estilo e diversão com o tênis infantil Molekinho Cadarço Elástico com LED. Um calçado que une moda, praticidade e entretenimento em um único produto.","{""cor"":""Marinho"",""genero"":""Masculino"",""marca"":""Molekinho"",""tamanho"":""23""}",Marinho,Masculino,Molekinho,23,,,,,,,,,,,,,,Não informado,Masculino,Molekinho,Não informado,Não informado,Infantil,Não informado,Cadarço Elástico,Não informado,Tênis,Não informado,Não informado,Com LED,Não informado,Cadarço,Não informado,Não informado,Molekinho,23,Marinho,,Baixo,Unissex,1 Par,Infantil
oficialpolowear||10034,Tênis,Tênis Masculino Sport Polo Wear Preto,"O Tênis Masculino Sport da Polo Wear é uma opção dinâmica e estilosa para homens que buscam um calçado que una moda e desempenho esportivo. Com um design contemporâneo e características técnicas voltadas para a prática de atividades físicas, este tênis destaca-se pela versatilidade.","{""cor"":""Preto"",""genero"":""Masculino"",""marca"":""Polo Wear"",""tamanho"":""43""}",Preto,Masculino,Polo Wear,43,,,,,,,,,,,,,,Preto,Masculino,Polo Wear,Não informado,Não informado,Não informado,Não informado,Sport,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Polo Wear ,43,Preto,Poliéster,Baixo,Masculino,1 Par,Adulto
lojaeuphoria||831-4201,Tênis,Tênis Via Marte Tela Brilhante Branco 231270802,"O Tênis Via Marte é um calçado de alta qualidade, projetado para proporcionar o máximo de conforto aos seus pés. Sua palmilha macia e acolchoada garantem uma sensação de bem-estar durante todo o dia, enquanto sua tecnologia de amortecimento absorve o impacto e reduz o cansaço.<br><br>Além disso, o design moderno e elegante do Tênis Via Marte vai deixar você com um visual incrível em qualquer ocasião. Com opções de cores e estilos que se adequam a diferentes gostos, você pode expressar sua personalidade de forma única e autônoma.<br><br>Imagens meramente ilustrativas<br>Especificações do Produto de responsabilidade total do fabricante","{""cor"":""Branco"",""genero"":""Feminino"",""marca"":""VIAMARTE"",""tamanho"":""39""}",Branco,Feminino,VIAMARTE,39,,,,,,,,,,,,,,Branco,Feminino,Via Marte,Não informado,Dia a Dia,Adulto,Tela,231270802,Não informado,Tênis,Não informado,Não informado,"Palmilha macia, amortecimento",Casual,Cadarço,Não informado,Não informado,Via Marte ,39,Branco,,Baixo,Feminino,1 Par,Adulto
netshoes||B78-5168-036-36,Tênis,Tênis Under Armour Charged Pursuit 2 Feminino,"O Tênis Under Armour Charged Pursuit 2 Feminino é seu aliado na prática do running! O cabedal em malhas de tramas abertas garante leveza, maciez e a flexibilidade que você precisa durante os movimentos. A entressola reforçada com o composto tecnológico fornece excelente amortecimento e proteção contra impactos. Não perca tempo e adquira já esse tênis Under Armour feminino!","{""cor"":""Marinho, Branco"",""genero"":""Feminino"",""marca"":""Under Armour"",""tamanho"":""36""}","Marinho, Branco",Feminino,Under Armour,36,,,,,,,,,,,,,,Não informado,Feminino,Under Armour,Não informado,Running,Adulto,Não informado,Charged Pursuit 2,Não informado,Tênis,Não informado,Não informado,"Cabedal em malhas de tramas abertas, Entressola reforçada",Não informado,Cadarço,Não informado,Não informado,Under Armour ,36,"[Azul,Branco]",Mesh,Baixo,Feminino,1 Par,Adulto
nobrucalcados||14656078258,Tênis,Tênis Calce Fácil Acolchoado Menino Infantil Masculino Azul Marinho Escuro,"<p>INFORMAÇÕES TÉCNICAS: </p><p><br></p><p>+ Consulte Tabela de Medidas na Segunda foto do anúncio </p><p>+ Fecho autocolante e elástico, muito fácil de calçar (não é de cordão) </p><p>+ Material: Têxtil </p><p>+ Solado: Emborrachado flexível </p><p>+ Palmilha: EVA Macia </p><p>+ Caixa/embalagem: cada par vai a sua caixa individual </p><p><br></p><p>COMO TIRAR SUAS MEDIDAS: </p><p><br></p><p> Meça a palmilha de um calçado em uso e adicione 0,5 cm de folga </p><p><br></p><p> TABELA DE TAMANHO EM CENTÍMETROS </p><p><br></p><p> 23 ---- 15,2 cm </p><p> 24 ---- 16,0 cm </p><p> 25 ---- 16,5 cm </p><p> 26 ---- 17,2 cm </p><p> 27 ---- 17,8 cm </p><p> 28 ---- 19,0 cm </p><p> 29 ---- 19,6 cm </p><p> 30 ---- 20,3 cm </p><p> 31 ---- 21,0 cm </p><p> 32 ---- 21,5 cm </p><p> 33 ---- 22,3 cm </p><p> 34 ---- 22,8 cm</p>","{""cor"":""Marinho"",""genero"":""Masculino"",""marca"":""Club Happy"",""material"":""Têxtil"",""tamanho"":""33""}",Marinho,Masculino,Club Happy,33,,,Têxtil,,,,,,,,,,,Azul Marinho Escuro,Masculino,Não informado,Não informado,Não informado,Infantil,Têxtil,Calce Fácil Acolchoado,Não informado,Tênis,Não informado,Não informado,Acolchoado,Não informado,Autocolante e Elástico,Não informado,Não informado,Club Happy,33,Azul,Têxtil,Baixo,Masculino,1 Par,Infantil
tileycalcados||70010130-1469-32,Tênis,Tênis molekinho led 2848.203,"<p><strong><span>O Tênis da Molekinho é perfeito para os pequeninos, todo confeccionando em material Têxtil, fechamento em cadarço, proporcionando mais facilidade no encaixe, mais maciez, leveza e estilo, durante o uso perfeito para os pequeninos. Incluindo seu solado emborrachado com luz led, que oferece mais segurança e brilho ao caminhar.</span></strong></p> ","{""cor"":""Azul"",""genero"":""Masculino"",""marca"":""Molekinho"",""tamanho"":""32""}",Azul,Masculino,Molekinho,32,,,,,,,,,,,,,,Não informado,Feminino,Molekinho,Não informado,Não informado,Infantil,Têxtil,2848203,Não informado,Tênis,Não informado,Não informado,Led,Não informado,Cadarço,Não informado,Não informado,Molekinho,32,Azul,Têxtil,Baixo,Masculino,1 Par,Infantil
zattini||U80-2876-014-35,Tênis,Tênis Infantil Pampili Tweenie PLAY Menina,"O tênis infantil Pampili Tweenie combina a atitude do estilo street a um visual descolado e divertido. Este modelo recebe recortes estampados e tem entressola customizada, ótima pedida para acompanhar as combinações das meninas e garantir o conforto que não pode faltar no dia a dia e no lazer.","{""genero"":""Feminino"",""idade"":""Infantil"",""marca"":""Pampili"",""modelo"":""Tweenie"",""tamanho"":""35""}",,Feminino,Pampili,35,,Infantil,,Tweenie,,,,,,,,,,Não informado,Feminino,Pampili,Não informado,Não informado,Infantil,Não informado,Tweenie PLAY,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Pampili ,36,Branco,Sintético,Baixo,Feminino,1 Par,Infantil
lilistore||OLDRUNKIT3CORAVP39,Tênis,Combo 3 Tênis Masculino Run Para Exercícios Caminhada Academia Com Sola Macia e Confortável,"Este Kit contém 3 Tenis Oldsen Run.<br><br>- Super Tênis Masculino Oldsen Running, Macio estiloso e ótimo desempenho para prática de esportes em geral como, caminhada e treinos variados!<br><br>- O Cabedal confeccionado em tecido Primeknith, proporciona conforto, segurança e respirabilidade aos seus pés, combinando com o solado estilizado e tecnológico! <br><br>- O design é no estilo esportivo, que realçam ainda mais este modelo moderno em cores variadas, tons alegres e sóbrios dão um ar elegante, refinado e atemporal, podendo usar em qualquer ocasião.<br><br>Agora veja abaixo a tabela de tamanho ideal (tamanhos em centímetros), assim irá garantir que irá lhe servir e poder desfrutar de todos os benefícios deste lindo tênis!<br><br>Medidas da Palmilha e do Solado:<br><br>- Altura do salto tem 2,0cm para todos os tamanhos.<br><br>- No 38 - Palmilha 27,8cm - Sola 28,5cm.<br><br>- No 39 - Palmilha 29,0cm - Sola 30,0cm.<br><br>- No 40 - Palmilha 29,5cm - Sola 30,0cm.<br><br>- No 41 - Palmilha 30,0cm - Sola 31,0cm.<br><br>- No 42 - Palmilha 30,5cm - Sola 31,0cm.<br><br>- No 43 - Palmilha 31,0cm - Sola 32,0cm<br><br>AO FINALIZAR A COMPRA NÃO DEIXE DE NOS INFORMAR OS TAMANHOS E CORES DOS PRODUTOS.","{""genero"":""Masculino"",""marca"":""Oldsen"",""tamanho"":""39""}",,Masculino,Oldsen,39,,,,,,,,,,,,,,Não informado,Masculino,Oldsen,"38, 39, 40, 41, 42, 43","Exercícios, Caminhada, Academia",Adulto,Tecido Primeknith,Run,Não informado,Tênis,Não informado,3,"Sola Macia, Confortável",Esportivo,Não informado,Não informado,Não informado,Oldsen,39,"[Azul,Vermelho,Preto]",Tecido,Baixo,Masculino,3 Pares,Adulto
calceleve||28523-346319,Tênis,Tenis Olympikus Casual - VERSA,"O Olympikus Versa é um tênis clássico que nunca sai de moda, perfeito para quem busca mais estilo e conforto para o dia a dia. O seu solado tem o tradicional visual de sola caixa e possui a Tecnologia Evasense, que proporciona conforto e amortecimento. Conta também com a tecnologia Gripper, uma borracha antiderrapante que aumenta a resistência à abrasão e proporciona maior aderência e segurança. Já o cabedal é feito em laminado sintético texturizado e conta com detalhes como a costura dupla, costura zigue e perfuros laterais distribuídos na gáspea. Possui ainda forro em poliéster com espuma, e palmilha plana composta por tecido poliéster e EVA, com aplicação gráfica. TECNOLOGIAS: Evasense - A tecnologia da Olympikus em EVA para máxima maciez e conforto absoluto. Gripper - A tecnologia da Olympikus com borracha compacta antiderrapante e de alta resistência. Sobre a marca:A Olympikus é uma marca brasileira de artigos esportivos, amplamente reconhecida por suas linhas de calçados esportivos, roupas e acessórios. Fundada em 1975, a marca possui uma longa história no mercado brasileiro e é conhecida por oferecer produtos de qualidade a preços acessíveis.Tem como foco principal a produção de calçados esportivos que combinam desempenho, estilo e tecnologia. Composição:Material Externo: SintéticoPalmilha: Sintética maciaSolado: SintéticoFechamento: CadarçoMarca: Olympikus ''A cor dos produtos nas fotos podem sofrer alterações em decorrência do uso do flash.''","{""cor"":""Preto"",""genero"":""Masculino"",""indicacao"":""Dia a Dia"",""marca"":""Olympikus"",""tamanho"":""38""}",Preto,Masculino,Olympikus,38,Dia a Dia,,,,,,,,,,,,,Não informado,Não informado,Olympikus,Não informado,Dia a dia,Não informado,Sintético,VERSA,Não informado,Casual,Não informado,Não informado,"Evasense, Gripper",Não informado,Cadarço,Não informado,Não informado,Olympikus ,38,Preto,Sintético,Baixo,Masculino,1 Par,Adulto
tamancodocecalcados||9956344,Tênis,Tênis Ramarim 2280134 Tratorado Chunky Flatform Sneaker Feminino,"Todos os nossos produtos são originais acompanhados de NF, garantimos uma entrega rápida pois trabalhamos só com produtos em estoque de ótima qualidade será sempre um prazer atender nossos clientes, qualquer dúvida estamos a disposição. <br> ----- ALTURA APROXIMADO DO SALTO ----- 5 CM <br> TAMANHO <br> Número Tamanho em cm <br> 33 --------- 21,7 - 22,5 cm<br> 34 --------- 22,6 - 23,3 cm<br> 35 --------- 23,4 - 24,0 cm<br> 36 --------- 24,1 - 24,8 cm<br> 37 --------- 24,9 - 25,3 cm<br> 38 --------- 25,4 - 26,0 cm<br> 39 --------- 26,1 - 26,6 cm<br> 40 --------- 26,7 - 27,3 cm<br> 41 --------- 27,4 - 27,9 cm<br> 42 --------- 28,0 - 28,6 cm","{""genero"":""Feminino"",""marca"":""Ramarim"",""tamanho"":""35""}",,Feminino,Ramarim,35,,,,,,,,,,,,,,Não informado,Feminino,Ramarim,Não informado,Não informado,Adulto,Não informado,Chunky Flatform Sneaker,Não informado,Tênis,Não informado,Não informado,Tratorado,Não informado,Não informado,Não informado,Não informado,Ramarim,35,Limão,,,Feminino,1 Par,Adulto
gianninisports||14695828241,Tênis,Tenis Dray Society 313 Limão/preto Infantil,"Para seu pequeno bater um bolão e dar show nas quadras, inicie ele nas quadras com a Tenis Dray Society 313 Limão/preto Infantil, é a melhor opção para ele. Confortável e leve, o acolchoamento por dentro juntamente da palmilha em EVA irá proteger e garantir maciez para os pés do seu pequeno jogador. Para proporcionar maior equilíbrio e estabilidade, o produto possui solado em borracha antiderrapante com cravos. Não perca tempo e compre já essa chuteira para seu filho balançar as redes! Características Material interno: Têxtel Material externo: Sintético Palmilha: EVA Solado: Borracha. Nome: Tenis Dray Society 313 Limão/preto InfantilGênero: Masculino<br> Indicado para: Dia a Dia<br> Marca: Dray","{""cor"":""Limão, Preto"",""genero"":""Masculino"",""marca"":""Dray"",""tamanho"":""30""}","Limão, Preto",Masculino,Dray,30,,,,,,,,,,,,,,Limãopreto,Masculino,Dray,Não informado,Dia a Dia,Infantil,Sintético,Society 313,Não informado,Tênis,Não informado,Não informado,"Confortável e leve, acolchoamento por dentro, palmilha em EVA, solado em borracha antiderrapante com cravos",Não informado,Não informado,Não informado,Não informado,,,,,,,,
vestfemmemodas||217207-4,Tênis,Tênis Viamarte Preto 217207,<p>Tênis meia Via Marte que preza pelo conforto e estilo.</p>,"{""cor"":""Preto"",""genero"":""Feminino"",""tamanho"":""36""}",Preto,Feminino,,36,,,,,,,,,,,,,,Preto,Não informado,Via Marte,Não informado,Não informado,Não informado,Não informado,217207,Não informado,Tênis,Não informado,Não informado,conforto,Meia,Não informado,Não informado,Não informado,Viamarte,36,Preto,,,Feminino,1 Par,Adulto
smzimmer||LC00656252,Tênis,Tenis Vizzano 1214.205.5881,"Como lançadora de moda, a Vizzano celebra a personalidade de mulheres sofisticadas e que conhecem muito bem o seu próprio estilo. Ao enaltecer o poder feminino, a grife transforma os desejos das fashionistas mais antenadas em realidade. E sempre com uma dose certeira de glamour. Especificação Do Produto - Marca: Vizzano - Referência: 0001024 - Categoria: Calcados&gt;&gt;feminino&gt;&gt;tenis casual Observação - Fotos meramente ilustrativas; - Tonalidades podem variar dependendo do monitor; - Os objetos que ambientam as fotos não acompanham o produto; - Antes de comprar o seu produto, verifique as medidas.","{""cor"":""Turquesa"",""genero"":""Feminino"",""marca"":""Vizzano"",""tamanho"":""37""}",Turquesa,Feminino,Vizzano,37,,,,,,,,,,,,,,Não informado,Feminino,Vizzano,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Casual,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Vizzano,37,Light turquesa,,,Feminino,1 Par,Adulto
fozstar||117940-117958,Tênis,Tênis Casual Kidy Infantil Feminino 04110199303 - Rosa claro,"O Tênis Casual Kidy Infantil Feminino 04110199303 é um modelinho cheio de estilo, conforto e casualidade. Pode ser usado em diversas ocasiões, seja no dia a dia ou até mesmo em passeios aos finais de semana. Seu design apresenta fechamento em tira autocolante, palmilha removível em espuma e solado em PVC antiderrapante. Aproveite o estilo com Kidy! <br><br>Características <strong>Material interno:</strong> TÊXTIL <br><strong>Material externo:</strong> TÊXTIL <br><strong>Palmilha:</strong> ESPUMA <br><strong>Solado:</strong> PVC","{""genero"":""Feminino"",""marca"":""Kidy"",""tamanho"":""24""}",,Feminino,Kidy,24,,,,,,,,,,,,,,Rosa claro,Feminino,Kidy,Não informado,Não informado,Infantil,TÊXTIL,Casual,Não informado,Tênis,Não informado,Não informado,"Fechamento em tira autocolante, palmilha removível em espuma, solado em PVC antiderrapante",Não informado,Tira autocolante,Não informado,Não informado,Kidy,24,Rosa claro,"[Têxtil, Espuma, PVC]",,Feminino,1 Par,Infantil
lojacardosoonline||9002030500070,Tênis,Tenis masc inf molekinho free game,"<p><strong>PRODUTO: </strong>Tênis Infantil Masculino Molekinho Free Game</p><p><br></p><p><strong>Cabedal:</strong> Têxtil</p><p><strong>Forro: </strong>Têxtil</p><p><strong>Palmilha: </strong>Têxtil</p><p><strong>Solado: </strong>Sintético</p><p><br></p><p>Quando o assunto é estilo, os meninos sabem muito bem o que querem! Na companhia de um molekinho, sempre é hora de brincar, correr e pular por aí. E o melhor: com conforto de sobra! Com um toque de diversão, os modelos da marca são confeccionados em materiais flexíveis e contam com uma cartela de cores versátil, tudo pensado com carinho para acompanhar os pequenos em todos os momentos, das atividades na escola ao parquinho com os amigos.</p>","{""genero"":""Masculino"",""marca"":""Molekinho"",""tamanho"":""26""}",,Masculino,Molekinho,26,,,,,,,,,,,,,,Não informado,Masculino,Molekinho,Não informado,Não informado,Infantil,Têxtil,Free Game,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Molekinho,26,"[Marinho, Branco]",Têxtil,,Masculino,1 Par,Infantil
