Unnamed: 0,navigation_id,Unnamed: 2,title,description,Unnamed: 5,Atributos <empresa terceira>,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Atributos LLM,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Atributos Multimídia,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
megamobilia||301090,jk4g347bbf,Cama,Bicama Solteiro Mdf BP Branco com 04 Grades e Cabeceira Megamobilia,"<p>DETALHES DO PRODUTO<br>Material: MDFMelamina de Alta Qualidade<br>Pintura/Acabamento:Branco Liso<br>Medida do Colchão da Cama (cm x cm): 188x88 (Não incluso)<br>Medida do Colchão da Cama Auxiliar (cm x cm): 188x88 *14 (Altura Máxima Recomendada) (Não incluso)<br>Peso Suportado Cama :120 Kg<br>Peso Suportado Cama Auxiliar :120 Kg<br>Diferenciais: Grades Removíveis, Auxiliar com 4 rodízios, MDF Melamina 15mm, Estrados em Madeira Maciça, ( 04 Grades e Cabeceira e Peseira Anatômica com Fitas de Borda em PVC Flexível ).<br><br>DIMENSÕES CAMA<br>Largura (cm):195,5<br>Altura (cm):70<br>Profundidade (cm):93<br><br>INFORMAÇÕES COMPLEMENTARES<br>Necessita de Montagem:SIM (Acompanha Manual de montagem)<br>Atenção:Não realizamos serviço de montagem e instalação. Imagens meramente ilustrativas. Cores e tonalidades podem variar.<br>Garantia do Fabricante:Prazo de 3 meses por defeito de fabricação<br><br>EMBALAGEM<br>Peso (Kg):76,6<br>Quantidade de Volumes:05</p>","{""cor"":""Branco"",""material_da_estrutura"":""MDF, Madeira Maciça"",""tamanho"":""Solteiro""}",,Solteiro,,Branco,"MDF, Madeira Maciça",,,,,,,,,,,,,,,,,,Megamobilia,Solteiro,Bicama,Branco,MDF,120 Kg,Grades Removíveis Auxiliar com 4 rodízios MDF Melamina 15mm Estrados em Madeira Maciça  04 Grades e Cabeceira e Peseira Anatômica com Fitas de Borda em PVC Flexível,MDF Melamina,Não informado,Não informado,Não informado,1955,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,70,Não informado,Não informado,Não informado,,,,,,,,,,,,,Rodrigo,
flaviomoveisgramado||FM102699,fd9d5bk9a0,Cama,"Bicama 1,90 x 80  (02 Gavetas) - Móveis de Gramado","<p>Fabricação Móveis de Gramado</p><p>Padrão e Sob Medida</p><p>Estilo Rústico</p><p>Cores: Mel, Castanho e Imbuia</p><p>Cama de Casal</p><p>Produto Segue desmontado em transporte rodoviário</p><p>Observação: Não acompanha o colchão</p><p>Observação: Não acompanha Mesa de Cabeceira</p><p>Observação: Não acompanha baú</p><p>Observação: Não nos responsabilizamos pela montagem do produto</p>","{""cor"":""Castanho"",""tamanho"":""Casal""}",,Casal,,Castanho,,,,,,,,,,,,,,,,,,,Móveis de Gramado,Casal,Bicama,Mel Castanho e Imbuia,Não informado,Não informado,02 Gavetas,Não informado,Não informado,Rústico,Rústico,190,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,80,Não informado,Não informado,Não informado,,,,,,,,,,,,,Rodrigo,
uouu||16006946089,fe5j5d6aak,Cama,Cama Casal Motorizada Linho Açores 140x190x35 cm Pilati,"Cama Casal Motorizada Base Aquiles<br> <br> O modelo com 2 pontos de articulação é uma excelente opção, possibilitando encontrar a posição ideal para o descanso perfeito.<br> <br> ATENÇÃO: NÃO ACOMPANHA COLCHÃO<br> <br> *DEMAIS CORES DISPONÍVEIS NAS FOTOS DO ANÚNCIO, CONSULTAR DISPONIBILIDADE E TIRAR TODAS AS DÚVIDAS PELAS MENSAGENS.*<br> <br> Características:<br> <br> Material da Cama: Estrutura em MDF e Aço; <br> Revestimento: Linho Açores<br> Altura do quadro: 18 cm<br> Modelo disponível de pés: ferro preto <br> Movimentos: 2 movimentos<br> Acionamento elétrico: Via controle remoto<br> Voltagem: Bivolt<br> Dimensões: 140x190x35 <br> Suporte de peso: 250kg distribuídos*<br> <br> *ATENÇÃO: o suporte de peso deve considerar o peso do ocupante, o colchão, cobertores de cama e demais acessórios utilizados pelo usuário.<br> <br> Marca:<br> Pilati<br> <br> Código: PILATI_62614-847<br> <br> Garantia: 2 anos<br> Garantia tecido: 90 dias <br> <br> Pacote contém:<br> 1 Cama<br> <br> Entrega:<br> Trabalhamos com as melhores transportadoras para agilizar a entrega e os cuidados do produto.<br> <br> Embalagem:<br> Embalagem especial para não ocorrer danos ao produto.<br> <br> OBS.: As imagens são meramente ilustrativas e podem sofrer variações de cor, tamanho e pequenos detalhes de acordo com o seu monitor, iluminação do ambiente e até mesmo a sua percepção visual.<br> <br> A Uouu Comércio Eletrônico não se responsabiliza pela montagem do produto e sugere que a mesma seja feita por um profissional especializado.<br>","{""cor"":""Linho""}",,,,Linho,,,,,,,,,,,,,,,,,,,Pilati,Casal,Motorizada,Linho Açores,MDF e Aço,250kg distribuídos,"2 pontos de articulação, Acionamento elétrico Via controle remoto, Bivolt, 2 movimentos",Linho Açores,Não informado,Não informado,Não informado,190,Não informado,Não informado,Não informado,Não informado,Linho Açores,Não informado,35,Não informado,Não informado,Não informado,,,,,,,,,,,,,Rodrigo,
gabriellamoveisecolchoesme||a23cf86a7cec11eeb2f24201ac185040,gca6gk0jd3,Cama,Cama solteiro robusta arauna,CAMA DE SOLTEIRO ROBUSTA,{},,,,,,,,,,,,,,,,,,,,,,,Arauna,Solteiro,Cama,Não informado,Não informado,Não informado,Robusta,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,,,,,,,Rodrigo,
beromoveiscolchoes||BR-ORT-COLCH-039,ghg3997209,Cama,Cama Box Baú Casal Preto + Colchão De Espuma D45 - Ortobom - Airtech 150 60x138x188cm,"<p>O Colchão Ortobom Airtech 1.5.0 D45 é a novidade da Ortobom, é a pedida certa para completar seu cantinho de descanso!</p><p><br></p><p> Feito para trazer a sensação de acolhimento e te proporcionar noites de sono realmente revigorantes, ele conta com espuma D45 Pró Aditivada de Alta Performance ideal para pessoas com até 120kg. E por fora, possui tecido de toque agradável, que torna seus momentos relax ainda mais prazerosos.</p><p><br></p><p> Especificações Técnicas Colchão:</p><p>Marca: Ortobom;</p><p>Revestimento da Superfície: Malha;</p><p>Revestimento Laterais: Camurça bordado em Matelassê;</p><p>Composição: Base de Poliestireno Expandido + Lamina de Espuma D45 + Forração;</p><p>Proteções: Antiácaro - Antialérgico - Antifungo - Antimofo; - Matéria prima: Espuma D45 Pró Aditivada de Alta Performance- Densidade: D45;</p><p>Tipo de conforto: Firme;</p><p>Peso máximo recomendado: até 120Kg (por pessoa);</p><p>Cor: A estampa pode variar de acordo com o lote; -</p><p><br></p><p> Garantia: 12 meses na estrutura e 3 meses no tecido;</p><p>Dimensões do produto (altura x largura x comprimento) Casal: 18x138x188cm</p><p><br></p><p> Especificações Técnicas Baú:</p><p>Marca: Bero Móveis;</p><p>Material: Madeira tratada;</p><p>Proteções: Antiácaro - Antialérgico - Antifungo – Antimofo;</p><p>Peso máximo recomendado: até 150kg (por pessoa);</p><p>Altura do baú: 42cm; - Profundidade do baú: 25cm;</p><p>Quantidade de Pés: 6 pés de madeira; - Altura dos pés: 5cm;</p><p>Garantia: 6 meses de garantia;</p><p><br></p><p>Tecido: Sintético Preto;</p><p> Dimensões do produto (altura x largura x comprimento)</p><p> Casal: 42x138x188cm</p><p><br></p><p> *ATENÇÃO: Verifique se as dimensões dos produtos passam por elevadores, portas, escadas e corredores. Não nos responsabilizamos pelo transporte dos produtos por escadas, guinchos, içamentos ou quaisquer outros meios específicos de transporte.</p>","{""cor"":""Preto"",""marca"":""Ortobom"",""tamanho"":""Casal""}",Ortobom,Casal,,Preto,,,,,,,,,,,,,,,,,,,Ortobom,Casal,Box,Preto,Madeira tratada,150kg,"Antiácaro, Antialérgico, Antifungo, Antimofo",Espuma D45 Pró Aditivada de Alta Performance,"Antiácaro, Antialérgico, Antifungo, Antimofo",Não informado,Não informado,188cm,120Kg,"Base de Poliestireno Expandido, Lamina de Espuma D45, Forração",Não informado,D45,Sintético,Espuma,42cm,Não informado,18cm,Firme,,,,,,,,,,,,,Rodrigo,
pontodeoferta||1151,ge33ccj033,Cama,Cama Baú 0.88 Larissa com Auxiliar Branco com 02 Colchões D28,"<p>Cama Solteiro Baú Larissa Com Auxiliar e Colchão D28 0,88<br>As camas baú Larissa, possuem um design elegante, garantindo a sofisticação do ambiente e proporcinando conforto e beleza. Além de toda a beleza a cama vem com um compartimento interno para guardar objetos e pertences.<br>Características Cama:<br>Cama solteiro com baú (para colchões de 0,88 x 1,88) <br>Altura: 1,10 m <br>Profundidade: 1,94 m <br>Largura com auxiliar fechada: 0,98 m<br>Largura com a auxiliar aberta: 1,95 m</p><p>Características Colchão:<br>Material: Espuma D28<br>Comprimento: 1,88m<br>Altura: 0,14m<br>Largura: 0,88m<br>Suporta até 80Kg</p><p>Garantia contra defeitos de fabricação</p><p>Montagem não inclusa. Contratar um montador com experiência.<br> Confira as dimensões do produto e certifique-se de que passará normalmente por elevadores, portas, escadas ou corredores de sua residência, pois é de sua total responsabilidade caso o produto tenha dimensões superiores ao local de acesso da entrega dificultando ou impossibilitando que a mesma seja concluída.<br> Não nos responsabilizamos, no ato da entrega, por subir escadas, corredores e elevadores ou transporte por guincho em apartamentos.<br> Não nos responsabilizamos por eventuais contratempos caso haja necessidade de desmontagem do produto e nem pelos custos desta situação.<br> Imagens meramente ilustrativas a cor, pode variar de acordo com a iluminação do ambiente.</p><p>Itens de decoração não inclusos.</p><p>calculado apenas para uma unidade. Envio de mais quantidades, consultar com vendedor .</p><br>Atenção: Não entregamos em Zona Rural","{""caracteristicas"":""Baú"",""cor"":""Branco""}",,,,Branco,,,Baú,,,,,,,,,,,,,,,,Larissa,Solteiro,Baú,Branco,Não informado,80Kg,Cama solteiro com baú para colchões de 088 x 188 brAltura 110 m brProfundidade 194 m brLargura com auxiliar fechada 098 mbrLargura com a auxiliar aberta 195 m,Espuma,Não informado,Não informado,Não informado,188,Não informado,Não informado,Não informado,D28,Não informado,Não informado,110,Auxiliar,14,Não informado,,,,,,,,,,,,,Rodrigo,
acostaricacolchoes||63778676dfa90530c34f0aed,fh72fj15ea,Cama,Cama Box Viúva: Colchão Espuma Ortobom D33/EP Fort Tech ISO 100 + Base CRC Suede Black(128x188),<br>Cama Box Viúva: Colchão Anatômico Ortobom D33/EP Fort Tech ISO 100 + Base CRC Suede Black(128x188)<br>Abaixo segue os produtos do KIT: Cama Box Viúva: Colchão Anatômico Ortobom D33/EP Fort Tech ISO 100 + Base CRC Suede Black(128x188)<br><br><br> Colchão Viúva D33 / EP / Anatômico ISO 100 Ultra Firme (128x188x28) - Ortobom<br><br> Marca: Ortobom<br><br>Dimensões(Cm): Comprimento(Profundidade): 188cm x Largura: 128cm x Altura: 28cm<br> Tipo de Bordado do Tecido de Revestimento<br> - Matelassê<br> Tipo Tecido de Forração Revestimento<br> - Viscose<br> Tipo de Tecido de Revestimento da Faixa Lateral<br> - Poliéster<br> Tecido com Tratamento<br> - AntiÁcaro e AntiFungo<br> Modo de Utilização<br> - One Side<br> Tipo de Forração do Revestimento Inferior<br> - Antiderrapante<br> Tipo de Estrutura do Bloco de Espuma<br> - D33<br> Camadas Interna do Estofamento de Espuma<br> - Alta Qualidade<br> Tipo de Estrutura Ortopédico<br> - EPS<br> Peso Máximo Suportado<br> - 110 kg<br> Tipo de Conforto<br> - Firme<br> Certificados de Qualidade<br> - Qualidade Aprovada<br> - INMETRO<br> Nossa Avaliação<br> - Qualidade Muito Boa<br> Garantia Poltrona e Sofá<br> - 3 meses<br><br><br> Cama Box Base Viúva Universal Suede Black (128x188x20) - Costa Rica<br><br> Marca: A Costa Rica<br><br>Dimensões(Cm): Comprimento(Profundidade): 188cm x Largura: 128cm x Altura: 20cm<br> Sobre a Cama Box Base<br> - Informações da Cama Box Base<br> - Vantagens<br> Forração de Revestimento da Cama Box<br> - Tecido<br> - Antiderrapante<br> Cor da Forração Revestimento Cama Box<br> - Preto<br> Detalhes Gerais da Cama Box<br> - Pés Fixos Madeira/ABS<br> - Pés foto ilustrativa de acordo com a fabricação pode ser madeira/abs e cores variadas preto/branco/prateado ou madeirado.<br> - Cantoneira foto ilustrativa não faz parte ou acompanha o produto.<br> Altura da Cama Box com os Pés<br> - 32 cm altura<br> Altura dos pés da Cama Box<br> - 12cm<br> Forração de Revestimento da Cama Box<br> - Tecido de Alta Qualidade<br> - Poliéster<br> Características Internas Cama Box<br> - Estrutura de Madeira<br> Suporte de Peso da Cama Box<br> - 150 Kg<br> Certificações de Qualidade da Cama Box<br> - Qualidade Aprovada<br> - Selo Ecologicamente Correto<br> - Certificação de Segurança<br> - Garantia de Qualidade Costa Rica<br> Nossa Avaliação da Cama Box<br> - Qualidade Muito Boa<br> Tempo de Garantia da Cama Box<br> - 3 meses<br><br>Imagens Meramente Ilustrativas.<br>Não nos responsabilizamos pela montagem/instalação dos produtos.<br>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor.,"{""marca"":""Ortobom"",""tamanho"":""Casal""}",Ortobom,Casal,,,,,,,,,,,,,,,,,,,,,Ortobom,128x188,Viúva,Black,EPS,110 kg,Anatômico,Espuma,Universal,Não informado,Não informado,188cm,Não informado,Não informado,Não informado,D33,Suede,Espuma,28cm,ISO 100,28cm,Firme,,,,,,,,,,,,,Rodrigo,
sagabrasil||8993,je5efj8dbg,Cama,Cama Articulada Motorizada Pilati Zeus + Estrado Nero 3 articulações (sem Colchão),"A <strong>Cama Articulada Saga Brasil</strong>, primeira e maior loja especializada em camas articuladas e retráteis no Brasil tem orgulho em oferecer produtos de extrema qualidade, preços justos (<strong>cobrimos qualquer oferta de lojas físicas no Brasil</strong>) e condições de pagamento inéditas para seus clientes!<p><span><strong>Queremos encantar e surpreender você com nosso atendimento e condições de venda em até 60 parcelas com juros menores que de poupança!</strong></span></p><p><span><strong>Toda a tecnologia Pilati com o máximo em conforto.</strong></span></p> <strong><span>Descrição do produto</span></strong><p><br><span><strong>Características:</strong></span></p><p><span>Colchões até 23cm de altura para equipar sua Cama Zeus com Baú:</span></p><ul><li><span>Duetto Visco 24cm</span></li><li><span>Duetto Látex 24cm</span></li><li><span>Duetto Soft 16 ou23cm</span></li><li><span>Látex 16cm</span></li><li><span>Látex 19cm</span></li><li><span>Látex 23cm</span></li></ul> <ul><li><span>Com ou sem Cabeceira=&gt; escolha a sua em nossa loja clicando aqui!</span></li><li><span>Estrado Nero Motorizado</span></li><li><span>Motor Alemão</span></li><li><span>Solteiro e Casal</span></li><li><span>Garantia de 2 Anos</span></li><li><span>Para mais variações de cores e tamanho entre em contato conosco</span></li></ul> <p><br><span><strong>Opcionais:</strong></span></p><ul><li><span>Casal com 1 estrado: 140x200, 160x200</span></li><li><span>Casal com 2 estrados: 160x200, 180x200 e 193x203</span></li></ul> <p><span><strong>Motor</strong></span></p><ul><li><span>Os motores utilizados nos produtos articulados Pilati são extremamente silenciosos, rápidos e potentes.</span></li><li>Camas com medidas acima de 160, acompanham dois controles.</li></ul> <p><span>Motor Linak: (controle sem fio)</span></p><p><span>Motor Phoenix: (controle com fio)</span></p> <p><span><strong>Controle individual de posições</strong></span></p><ul><li><span>O controle individual das posições que acompanha os produtos articulados (motorizados) Pilati permite o acionamento de cada ponto de articulação de forma independente, possibilitando o perfeito posicionamento da cama. Elevação das pernas, das costas, ou de pernas e costas independentemente ou em conjunto.</span></li></ul><p><span>I<em>magens meramente ilustrativas.</em></span><br><em><span>Os demais itens e objetos de decoração são vendidos separadamente. </span></em><strong>COLCHÃO NÃO INCLUÍDO NO PREÇO</strong>.</p> <p><span><strong>Atenção: Não nos responsabilizamos, no ato da entrega, por montagens, desmontagens, subir escadas/elevadores ou transporte por guincho para apartamentos.</strong></span></p> <span>Informações sobre garantia</span><span>2 anos pelo fabricante.</span>","{""caracteristicas"":""Baú"",""cor"":""Preto""}",,,,Preto,,,Baú,,,,,,,,,,,,,,,,Pilati,Solteiro e Casal,Articulada,Não informado,Não informado,Não informado,"3 articulações, Motor Alemães, Estrado Nero Motorizados",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,23cm,Não informado,,,,,,,,,,,,,Rodrigo,
homequeen||CL07KITXRF0716_PT,ga77aa28ha,Cama,Cama Box King Bipartido Suede + Colchão Ortobom Airtech Molas Ensacadas 65x193x203,"O Colchão De Molas Ensacadas AirTech Ortobom é indicado para pessoas de até 150kg proporcionando conforto firme, o que lhe confere firmeza suficiente para preservar sua coluna durante o sono sem comprometer seu conforto. Fabricado com matérias-primas de alta qualidade e durabilidade, o AirTech Molas Ensacadas Ortobom garante conforto e segurança por muito mais tempo.<br> <br>**As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente e a sua percepção visual.**<br>**Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência**<br> <br>Benefícios Externos do Colchão<br> <br>- Tipo de Pillow: Pillow Top Europeu<br>- Tipo de Bordado do Tecido de Revestimento: Bordado Matelassê<br>- Tipo Tecido de Forração Revestimento: Malha Importada<br>- Tipo de Tecido de Revestimento da Faixa Lateral: Em Nobuck<br>- Tecido com Tratamento: AntiÁcaro e AntiFungo<br>- Modo de Utilização: One Side No Turn<br>- Tipo de Forração do Revestimento Inferior: Antiderrapante<br> <br>Características Interna do Colchão<br>- Tipo de Estrutura de Molas: Molas Ensacadas<br>- Camadas Interna do Estofamento de Espuma: Espuma de Qualidade<br>- Outras Características Internas: Polyframe Reforço nas bordas/ Placa de Eps<br> <br> <br>Características Gerais do Colchão<br>- Suporte de Peso: até 120 Kg<br>- Tipo de Conforto: Firme<br>- Largura: 193cm<br>- Comprimento: 203cm<br>- Altura: 25cm<br> <br>Benefícios Gerais do Colchão<br>Certificados de Qualidade<br>- Certificação de Qualidade Aprovada<br>- Selo Ecologicamente Correto<br>- Certificado inmetro<br>Vantagens Extras do o colchões de molas ensacadas<br>- Ecológicamente Correto<br>Nossa Avaliação<br>- Classificação de Qualidade Muito Boa<br> <br>Características do Box:<br>- Estrutura Interna: Estrutura em madeira 100% de Reflorestamento;<br>- Estrutura Externa: Sintético;<br>- Tratamento Antiácaro: Sim;<br>- Tratamento Antialérgico: Sim;<br>- Saida de Ventilação: Não;<br>- Ortopedico: Não;<br>- Tecido Antiderrapante: Não;<br>- Suporta até (kg): 150 Kg;<br>- Necessita Montagem: Não.<br>- Altura: 28cm;<br>- Largura: 193cm<br>- Comprimento: 203cm<br>- Altura dos Pés: 12cm;<br> <br>Verifique nossas politicas internas para que não haja nenhuma dúvida no processo de entrega ao finalizar a compra, pois não fazemos a montagem e desmontagem do produto e/ou portas e janelas, transporte pela escada ou içamento pelo lado de fora do prédio.","{""marca"":""Ortobom"",""tipo"":""Box""}",Ortobom,,Box,,,,,,,,,,,,,,,,,,,,Ortobom,King,Box,Não informado,Madeira,150 Kg,"Antiácaro, Antialérgico","Molas Ensacadas, Espuma","Estrutura em madeira 100% de Reflorestamento, Sintético, Antiácaro, Antialérgico, Necessita Montagem",Não informado,Não informado,203cm,120 Kg,Não informado,Não informado,Não informado,Suede,Molas Ensacadas,28cm,Não informado,25cm,Firme,,,,,,,,,,,,,Rodrigo,
mmegacolchoes||007601,ca56f514ab,Cama,Cama Box com Colchão King Size King Koil Pulse - 193x203,"<p><strong>Colchão King Koil Edition Pulse:</strong> <br>Maciez exata para o seu descanso. Produzido com as melhores matérias-primas o colchão King Koil Touch oferece um design diferenciado e toque suave, perfeito para um descanso reparador.<br><br><br>-ULTRASOFT FOAM<br>Espuma Ultrasoft Foam é uma camada adicional de alta resiliência e suporte.<br>Esta espuma possui alta performance e maciez, adapta-se perfeitamente aos contornos do corpo, proporcionando o máximo de conforto.<br><br>-LATEX GEL INFUSED<br>O conforto do Látex unido à refrescância do gel.<br>Alta tecnologia desenvolvida para oferecer conforto e durabilidade, possibilitando uma correta posição da coluna vertebral.<br>Proporciona um conforto refrescante, regulando a temperatura devido a infusão de gel em sua composição.<br><br>-BASE DE MOLAS ENSACADAS: CENTER THIRD ZONED<br>As molas ensacadas individualmente garantem a absorção dos movimentos, proporcionando suporte diferenciando dependendo das tensões recebidas, quando um lado é pressionado o outro não se movimenta.<br>Além do exclusivo sistema de terço central que reforça a parte central do colchão, criando três zonas diferenciadas que permitem uma melhor adaptação à coluna vertebral.<br><br>-HARDFOAM HI Q: BORDA DE ESPUMA COPOLIMÉRICA<br>Cria uma superfície de descanso de extremo a extremo, suas bordas reforçadas com espuma copolimérica extra firme proporcionam ainda mais estabilidade.<br><br>-TURN-FREE<br>O desenho avançado da King Koil e a alta qualidade dos seus componentes eliminam a necessidade de virar o colchão.<br><br>Suporte:130kg<br>Altura do Colchão: 35cm<br>Garantia: 1 Ano</p>","{""tamanho"":""King"",""tipo"":""Box""}",,King,Box,,,,,,,,,,,,,,,,,,,,King Koil,King Size,Box,Não informado,Não informado,130kg,"ULTRASOFT FOAM, LATEX GEL INFUSED, BASE DE MOLAS ENSACADAS CENTER THIRD ZONED, HARDFOAM HI Q BORDA DE ESPUMA COPOLIMÉRICA, TURN-FREE","Espuma, Látex, Molas Ensacadas",Não informado,Não informado,Não informado,203,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,35cm,Não informado,,,,,,,,,,,,,Rodrigo,
madeiramadeira-openapi||293993,674547800,Cama,Cama Solteiro Cabeceira Creta New Docelar Móveis Branco,+Esta+%E9+a+cama+de+solteiro+Creta+New%2C+%E9+de+f%E1cil+montagem+e+estilo+retro%2C+esta+linda+cama%2C+vai+deixar+seu+quarto+mais+bonito%2C+produto+100%25+MDF%2C+feita+com+o+que+tem+de+melhor+no+que+desrespeito+a+mat%E9ria+prima.,"{""cor"":""Branco"",""marca"":""Docelar Móveis"",""material"":""MDF"",""peso_suportado"":""90 kg""}",Docelar Móveis,,,Branco,,90 kg,,MDF,,,,,,,,,,,,,,,Docelar Móveis,Solteiro,Cama,Branco,MDF,Não informado,"Fácil montagem, estilo retro, linda cama",MDF,Não informado,Não informado,Retro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,,,,,,,Rodrigo,
kazamix||VAR-ISOSUP-BAU-C-BR,kfj723d7ed,Cama,Cama Box Casal Baú Bege Colchão Ortobom Superpocket Pillow,"Bem-vindo(a) ao nosso catálogo! <br> <br>Apresentamos a você uma descrição completa sobre esse produto:<br> <br> <br><br>O Colchão ISO Superpocket é um colchão composto por molas ensacadas individualmente, que oferecem suporte e estabilidade, e uma camada de espuma D26 de alta qualidade, este colchão é a combinação perfeita de conforto e resistência.<br> <br> <br><br>Colchão:<br> <br>Modelo: ISO Superpocket;<br> <br>Marca: Ortobom;<br> <br>Tamanho: Casal;<br> <br>Dimensões: 138x188x18cm; (largura x comprimento x altura)<br> <br>Conforto: Espuma D26 e Pillow Euro;<br> <br>Proteções: Antiácaro, antialérgico, antifungo, antimofo;<br> <br>Possui: Sistema No Turn;<br> <br>Peso máximo recomendado: até 100Kg (por pessoa);<br> <br>Garantia: 03 meses; <br> <br> <br><br>Com o Pillow Euro, uma camada extra de espuma na parte superior do colchão, sua noite de sono será ainda mais relaxante e reconfortante. A lateral em tecido suede dá um toque de elegância e sofisticação ao design do colchão, além de proteger as laterais das molas e da espuma.<br> <br> <br><br>O ISO Superpocket também conta com o sistema No Turn, que dispensa a necessidade de virar o colchão, facilitando o seu dia a dia. Suportando até 100kg e com 25cm de altura, este colchão é a escolha ideal para quem busca um sono tranquilo e reparador.<br> <br> <br><br>Qualidade Ortobom:<br> <br>O Colchão ISO Superpocket é produzido pela renomada marca Ortobom, conhecida por sua expertise em tecnologia do sono. Com anos de experiência no mercado, a Ortobom é reconhecida por oferecer produtos inovadores e de alta qualidade, que atendem às necessidades dos clientes mais exigentes.<br> <br> <br><br>Base Box com Baú:<br> <br>Marca: KazaMix;<br> <br>Cor do Baú: Bege;<br> <br>Revestimento da Cama: Material Sintético;<br> <br>Material dos pés: Madeira;<br> <br>Estrutura: Madeira;<br> <br>Abertura: Pistão a gás;<br> <br>Peso máximo recomendado: até 150kg de cada lado;<br> <br>Altura do Baú: 32cm;<br> <br>Altura dos pés: 5cm;<br> <br>Altura total: 37cm;<br> <br>Garantia: 03 meses;<br> <br>Selo Ecologicamente Correto.<br> <br> <br><br>Invista no seu sono e experimente o conforto e a qualidade!<br> <br> <br><br>Atenção: Antes de finalizar sua compra, certifique-se de que as dimensões do produto sejam adequadas para serem transportadas pelos elevadores, portas, escadas e corredores de sua residência. Ressaltamos que não nos responsabilizamos pelo transporte do produto por meios específicos, como escadas, guinchos ou içamentos.","{""marca"":""Ortobom"",""tamanho"":""Casal"",""tipo"":""Box""}",Ortobom,Casal,Box,,,,,,,,,,,,,,,,,,,,Ortobom,Casal,Box,Bege,Madeira,150kg,"Antiácaro, antialérgico, antifungo, antimofo, No Turn",Sintético,Baú,Não informado,Não informado,188cm,100Kg,"Molas ensacadas, espuma D26",Não informado,D26,Suede,Superpocket Pillow,37cm,Pillow Euro,18cm,Não informado,,,,,,,,,,,,,Rodrigo,
