title,description,Unnamed: 2,Atributos <empresa terceira>,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,AtributosAI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Atributos Multimídia,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
Guarda Roupa Solteiro 4 Portas 4 Gavetas - Sevilla-Neve - Tcil Móveis,"Guarda Roupa Solteiro 4 Portas 4 Gavetas - Sevilla-Neve - Tcil Móveis<br> <br>O Guarda Roupa Sevilla veio para agradar todos os gostos. Procurando elegância, modernidade e sofisticação para seu quarto? Este é o produto que irá te oferecer essas qualidades. Produto fabricado em MDP com 4 portas de bater, possui um excelente espaço interno bem distribuído, oferecendo máxima organização de forma prática. Suas gavetas possuem corrediças telescópicas que traz uma maior sofisticação para o guarda-roupa e também proporciona um mecanismo silencioso para abrir e fechar as gavetas, parte interna é na cor do produto, escolha a melhor cor que combine com você e seu quarto. Garanta já o seu!<br> <br>Faz parte deste anúncio:<br>1 Guarda Roupa Solteiro 4 Portas 4 Gavetas - Sevilla - Tcil Móveis<br>Obs: Objetos de decorações não inclusos.<br> <br>Particularidades do guarda-roupa:<br>Características:<br>- Produto em MDP;<br>- 4 dobradiças de 26mm por porta.<br>- 4 gavetas com corrediças telescópicas;<br>- Cabideiros em alumínio;<br>- Puxadores em alumínio;<br> <br>Dimensões:<br>Altura: 2,34 metros<br>Largura: 1,81 metros<br>Profundidade: 55 centímetros<br> <br>Informações Importantes:. <br>- Produtos podem apresentar diferenças de tonalidades entre a foto na tela e o produto real, devido a calibração de cor de tela. <br>- Limpar com flanela ou pano macio. Não utilizar álcool. Não utilizar produtos abrasivos ou corrosivos.<br>- Nós prezamos pela qualidade da entrega em primeiro lugar, trabalhamos com transportadoras altamente selecionadas e os melhores materiais de embalagem.<br>- A montagem é de total responsabilidade do comprador. Antes de comprar, verifique o espaço disponível para a montagem.<br>- Certifique-se de que o produto caiba em elevadores e vãos de escadas, não fazemos içamentos. Quaisquer despesas deste tipo ficam a cargo do cliente<br>- Garantia de 3 meses contra defeitos de fabricação.<br>- Ao receber o produto verificar as condições do mesmo no ato da entrega. Caso haja algum dano relatar no comprovante de entrega a ser assinado e entrar em contato com a loja o mais rápido possível.","{""marca"":""Tcil Móveis"",""tamanho"":""Solteiro""}",,Tcil Móveis,,,Solteiro,,,,,,,,,,,,Neve,Tcil Móveis,4,4,Solteiro,Guarda-Roupa,MDP,Não informado,Não informado,MDP,Não informado,Não informado,4 Portas,Bater,"Corrediças Telescópicas, Cabideiros em Alumínio, Puxadores em Alumínio",Não informado,Neve, Tcil Móveis,4 Gavetas,4 Portas,Solteiro,,MDP,,Convencional
Guarda-roupa Itaguara Plus 4 Portas Amêndoa Off White,"O Guarda Roupa Itaguara 4 Portas é desenvolvido com material ecologicamente correto, sendo todo fabricado em MDF com chapas na espessura de 15mm (exceto os fundos), deixando o produto mais robusto. O acabamento é com Pintura UV, protegida com verniz ultra resistente. Este produto tem 3 gavetas com corrediças telescópicas e possui uma excelente divisão interna com cabideiro metálico, calceiro metálico, espaço para sapatos, 3 prateleiras e um maleiro duplo, o que deixa o ambiente mais bonito e agradável. Outro destaque é o puxador, fabricado em alumínio na cor Bronze, o que lhe proporciona um design moderno. Seguem as dimensões do produto: 2,278m de altura, 1,825m de comprimento e 0,532m de largura. A WOW Móveis não se responsabiliza pela montagem dos produtos. Na entrega não está incluso subir escadas/elevadores ou transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador. Orientamos a conferência das dimensões deste produto para certificar que o mesmo passará normalmente por elevadores, escadas e corredores de sua residência. A WOW Móveis fica a disposição para sanar possíveis dúvidas a respeito do produto. Nossas imagens são meramente ilustrativas. Não nos responsabilizamos pela montagem e instalação dos produtos.","{""marca"":""Conquista Móveis"",""tamanho"":""Solteiro""}",,Conquista Móveis,,,Solteiro,,,,,,,,,,,,Amêndoa Off White,Itaguara,3,4,Não informado,Guarda-roupa,MDF,Moderno,Não informado,MDF,3,1825m,4 Portas,Não informado,"Cabideiro metálico, calceiro metálico, espaço para sapatos, maleiro duplo, corrediças telescópicas",Não informado,Off White,Conquista Móveis,3 Gavetas,4 Portas,Casal,,MDF,,Convencional
Roupeiro House Três Portas Nature/Off White  Fabri Móveis,"O Roupeiro House Três Portas – Fabri Móveis vem com um design clássico e diferenciado, agregando mais beleza e sofisticação ao seu ambiente, proporcionando maior organização de seus pertences. Possui um “Sistema Triplex” (dividido em 3 partes). Desenvolvido para facilitar sua montagem e transporte, é um clássico para quem busca elegância e praticidade em seu ambiente.<br> Dimensões do Produto Montado:<br> altura: 242cm<br> Largura:131cm<br> Profundidade: 47cm<br> Observações:<br> -Possui corrediças metálicas<br> -Cabideiros em alumínio<br> -Pés elevados e maleiro amplo<br> -Puxadores em madeira<br> -Gavetas profundas com reforços<br> -Portas MDF 15mm e gavetas MDP 15mm<br> -Bases duplas MDF 12mm cada<br> -Laterais e divisórias MDP 12mm<br> -Base inf. e tampo sup MDP 15mm<br> -Triplex<br> Marca: Fabri Móveis<br> Modelo: House<br> Referência: 07940NW<br> ATENÇÃO: Não nos responsabilizamos pela montagem deste produto. Dependendo do nível de dificuldade, aconselhamos a contratação de um profissional.","{""cor"":""Nature, Off White""}","Nature, Off White",,,,,,,,,,,,,,,,NatureOff White,Fabri Móveis,Não informado,Três,Não informado,Roupeiro,MDF,Clássico,Não informado,MDF,Não informado,131cm,Três Portas,Não informado,Triplex,Não informado,Nature e Off White,Fabri Móveis,2 gavetas,3 Portas,Solteiro,,MDF,,Convencional
"Roupeiro Onix Tuboarte 100% mdf (4 portas,3 gavetas,espelho)","Guarda Roupa solteiro Tuboarte Onix 100% MDF Capelinha 4 Portas e 3 Gavetas Kit de Espelho e PésO Guarda Roupas Tuboarte Onix 100% MDF é composto por 4 portas e 3 Gavetas (com corrediças Metálicas) amplo espaço interno, tem espaço tipo Capelinha com Espelho e prateleira de suporte, puxadores na cor Bronze Cobre e Kit de Pés em ABS, perfeito para Organizar sua Cozinha com estilo e Praticidade! A estrutura é produzida em 100% MDF com revestimento em pintura U.V. Touch o que garante um móvel resistente e durável. Clica em ?Comprar? e leve já! Informações Técnicas:Fabricante: TuboarteAmbiente: DormitórioEstrutura Principal: produzida em 100% MDFEspelho: simNúmero de Portas: 6 portasNúmero de Gavetas: 2 GavetasNúmero de Prateleiras: 5 prateleirasTipo de Dobradiças: Dobradiças metálicas para proporcionar maior firmeza na hora de abrir e fechar as portasPuxadores: fabricados em ABS na cor BronzeCor: Amêndoa / BrancoPintura: U.V. Touch e brilho que proporciona beleza e qualidade em seu acabamento Brilhante/AmadeiradoForma de Abertura de Portas: BaterKit de Pés: Sim em ABS (6 unidades)Necessita de Montagem SimNúmero de Volumes / Embalagens: 3 VolumesDimensões:Altura: 198,5cmLargura: 162,3cmProfundidade 44,5cmPeso do produto: 85,55kgCubagem: 0,181m3Garantia: 6 Meses Contra defeitos de FabricaçãoImportante:A Entrega do seu Produto está condicionada a disponibilidade deste serviço a C.E.P.s selecionados, definidos pela www.moveishome.com.br através da Análise do C.E.P. Informado no Momento da Compra. O valor e/ou a gratuidade deste serviço será informado no Campo Calcular Frete e Prazo com o preenchimento do C.E.P. do local de Entrega.A www.moveishome.com.br não realiza a montagem de produtos comprados pelo site. A montagem é de responsabilidade do cliente. Sugerimos a contratação de um Profissional de Montagens de confiança e com experiência, afinal um bom serviço de Montagem é a garantia de um produto funcional e durável.Na limpeza não utilizar produtos químicos e abrasivos, usar apenas com pano umedecido ou lavagem a seco (recomenda-se um profissional), para garantir a maior durabilidade do móvel.Os objetos que ambientam as fotos não acompanham o produtoImagens meramente ilustrativas. Cores e tonalidades podem variar.Ao receber a mercadoria, o Cliente deve verificar as condições da Embalagem, caso haja alguma avaria não assine comprovante de recebimento.A Desmontagem e outras instalações serão de responsabilidade do cliente.Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou pelo transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.","{""cor"":""Amêndoa, Branco"",""quantidade_de_gavetas"":""3 Gavetas"",""tamanho"":""Solteiro""}","Amêndoa, Branco",,3 Gavetas,,Solteiro,,,,,,,,,,,,Amêndoa  Branco,Tuboarte,3,4,Solteiro,Guarda-Roupa,MDF,Não informado,Espelho,MDF,5,Não informado,4 portas,Bater,"Corrediças Metálicas, Puxadores na cor Bronze Cobre, Kit de Pés em ABS, Capelinha com Espelho",Não informado,Amêndoa e Branco,Tuboarte,3 Gavetas,4 Portas,solteiro,, MDF,,Convencional
Roupeiro Finestra Capelão Bipartido 10 Portas 3 Gavetas Com Espelho,"Com uma essência inspirada no tradicional, a linha Bronze reflete em seu design versatilidade e personalidade. Seu alto padrão de qualidade une com criatividade charme rústico, beleza e durabilidade na medida certa para transmitir grandeza ao ambiente.<br> <br> Modelo: Bronze<br> Puxadores em madeira maciça;<br> Pés torneados em madeira maciça;<br> Portas e estrutura em madeira maciça;<br> Divisórias internas em MDP 12mm;<br> Cabideiros em alumínio (peso máximo suportado 08kg distribuídos);<br> Peso máximo suportado pelas Prateleiras 08kg distribuídos;<br> Capela central possui espelho;<br> Peso máximo suportado pelas Gavetas 05kg distribuídos;<br> Amplo espaço para armazenamento;<br> Versatilidade 3 em 1 = Maleiro + Roupeiro + Gaveteiro;<br> Base em Madeira Maciça;<br> Possui fundo anti-mofo;<br> Possui manual de montagem;<br> Montagem Bipartida;<br> Sistema de montagem simples e rápida.<br> <br> Dimensões<br> Altura: 220 cm<br> Largura: 232,8 cm<br> Profundidade: 49 cm<br> <br> Peso: 122,45 kg<br> <br> Garantia: 3 meses","{""cor"":""Imbuia"",""marca"":""Finestra"",""tamanho"":""Casal""}",Imbuia,Finestra,,,Casal,,,,,,,,,,,,Não informado,Finestra,3 Gavetas,10 Portas,Não informado,Roupeiro,Madeira Maciça,Não informado,Com Espelho,"Madeira Maciça, MDP",Não informado,2328 cm,Bipartido,Não informado,"Capela central possui espelho, Versatilidade 3 em 1  Maleiro  Roupeiro  Gaveteiro, Base em Madeira Maciça, Possui fundo anti-mofobr, Possui manual de montagembr, Montagem Bipartidabr, Sistema de montagem simples e rápidabr",Não informado,Imbuia,Finestra,3 Gavetas,10 Portas,Casal,,MDP,rústico,Convencional
"Guarda Roupa Modulado 101,50cm 3 Portas Alpes Luciane Móveis","Características:<br> Estrutura: 100 mdp<br> Acabamento: pf<br> Quantidade de Portas: 3<br> Tipo de Dobradiças: Metálica Reforçada<br> Quantidade de Gavetas: 2<br> Tipo de Corrediças: Telescópica<br> Tipo de Cabideiros: 2 em Alumínio<br> Tipo de Puxador: Alumínio Prata<br> Tipo de Pés: Rodapé<br> Sistema de Montagem: Cavilhas, Parafusos e Minifix<br> Itens Inclusos: 1 Guarda Roupa, Kit ferragens e Manual de Montagem.<br> Garantia: 3 meses<br> <br> Dimensões do Produto (Alt x Larg x Prof - cm)<br> 230 x 101,50 x 46,50<br> Peso: 84 Kg<br> <br> <br>PERGUNTAS FREQUENTES<br> <br>1 – O produto é novo ou usado?<br>R.: Todos os nossos produtos são novos, enviados de nossos fornecedores diretamente para as casas de nossos clientes.<br> <br>2 – O produto vem montado? Se não, vocês realizam a montagem?<br>R.: Todos nossos produtos acompanham seus respectivos manuais de montagem e instalação, que são simples e fáceis de serem seguidos, portanto não oferecemos a montagem.<br> <br>3 – Vocês possuem loja física? Posso retirar meu produto em mãos? Vocês realizam pronta entrega?<br>R.: Não trabalhamos com loja física, apenas loja virtual. Nos comprometemos em cumprir a entrega na data combinada no ato da compra e trabalhamos ao máximo para que seja entregue o quanto antes.<br> <br>4 – Vocês entregam no Brasil inteiro? Como é feita a entrega?<br>R.: Sim, entregamos no Brasil inteiro! A entrega é feita por nossas transportadoras parceiras.<br> <br>5 – Vocês fazem agendamento de entregas?<br>R.: Infelizmente não, temos um prazo de entrega baseado na localização de nossos fornecedores e no CEP de destino. Nos comprometemos na entrega dentro do prazo limite.<br> <br>6 – O produto acompanha Nota Fiscal.<br>R.: Sim, os produtos são entregues com suas respectivas notas fiscais.<br> <br> <br>7 – Qual é o horário de atendimento de vocês?<br>R.: Nosso horário de atendimento é de segunda à sexta-feira, das 8 até às 18h (exceto feriados).<br> <br> <br>8 - Os produtos possuem garantia?<br>R.: Sim, A J&amp;F Móveis oferece 3 meses de garantia para defeitos de fabricação.<br> <br> <br>Aviso: Imagem meramente ilustrativa. Decoração e eletros não acompanham o produto. A tonalidade de cor pode variar entre peças diferentes. Além disso, a percepção das cores do produto pode ser um pouco diferente da mostrada na foto do anúncio em função da luminosidade do ambiente, calibração do monitor ou aparelho usado para visualização da foto.<br> <br> <br>A J&amp;F Móveis se responsabilizará pela entrega dos produtos adquiridos até a porta de entrada ou portaria do endereço indicado. Esclarecemos que não nos responsabilizamos por montagens, desmontagens e instalações, ficando assim sob responsabilidade do cliente. Confira as dimensões do produto no momento da compra e certifique-se de que o item passará normalmente por elevadores, portas, escadas e/ou corredores, evitando assim futuros desagrados ou imprevistos com a entrega.","{""marca"":""Luciane Móveis"",""tamanho"":""Casal""}",,Luciane Móveis,,,Casal,,,,,,,,,,,,Não informado,Luciane Móveis,2,3,10150cm,Modulado,mdp,Não informado,Não informado,Não informado,Não informado,10150,3,Não informado,Não informado,Não informado,Branco e Rosa,Luciane Móveis,2 Gavetas,3 Portas,Casal,Modulado,MDP,,Convencional
Guarda Roupa Acabamento Amadeirado PH1738 sem Espelho com 2 Portas de Correr Herval,"<p>MARCA: Herval</p><p>MODELO: Edez</p><p>GARANTIA: 3 Meses</p><p>COR: Marrom</p><p>MATERIAL: Mdp</p><p>ALTURA DO PRODUTO: 200 cm</p><p>LARGURA DO PRODUTO: 190 cm</p><p>COMPRIMENTO PRODUTO: 55 cm</p><p>CARACTERÍSTICAS: 2 Correr, Com Puxadores De Alumínio, Corrediças Metálicas E Cabideiro Oblongo. Diversas Prateleiras , Acabamento Interno Em Líneo,Possui 2 Gavetas Internas.</p><p>ORIGEM: Nacional</p><p>ACABAMENTO: Uv</p><p>USO: Dormitório</p><p>TAMANHO: Grande</p><p>INCLUSO: 1 Gr Mad Ph1738 S/Espelho 2 Portas Correr Nogueira/Fendi</p>","{""cor"":""Nogueira"",""marca"":""Herval"",""quantidade_de_gavetas"":""2 Gavetas"",""quantidade_de_portas"":""2 Portas""}",Nogueira,Herval,2 Gavetas,2 Portas,,,,,,,,,,,,,Marrom,Herval,2,2,Grande,Não informado,Mdp,Não informado,Não informado,Mdp,Não informado,55 cm,2 Portas de Correr,Correr,Com Puxadores De Alumínio Corrediças Metálicas E Cabideiro Oblongo Diversas Prateleiras  Acabamento Interno Em Líneo,Não informado,Marrom,Herval,2 Gavetas,2 Portas,Casal,,MDP,,Correr
Guarda-Roupa Infantil 3 Portas e 2 gavetas Amore D'W,"O Guarda Roupa 3 portas e 2 gavetas Amore, foi feito especialmente para quem precisa de um móvel prático e espaçoso para o quarto do bebê. Possui gavetas com excelente profundidade, cabideiro e prateleiras estrategicamente posicionadas para melhor acomodação dos objetos e vestuário. Com o design sofisticado da linha Amore, ele deixará o ambiente mais moderno e aconchegante. A GARANTIA É O NOSSO DIFERENCIAL<br>Comprando conosco, além das vantagens em adquirir um produto de qualidade e sofisticação, se eventualmente o mesmo apresentar algum problema, dentro do prazo de noventa dias, recolheremos a peça sem custo e efetuaremos a devolução do dinheiro. Queremos lhe proporcionar uma experiência agradável com a compra e a certeza de estar negociando com uma empresa que preza acima de tudo, pela relação de confiança com o cliente, nossa maior satisfação. QUEM SOMOS?<br>Daniel Willian, empresa moveleira atuante em e-commerce, nasceu do desejo de dois amigos empreendedores com sonhos similares: levar a seus clientes mais do que móveis de qualidade, mas sim, a tranquilidade na compra, no conforto do seu lar. Com profissionalismo e experiência neste setor, a empresa encontra-se nas principais plataformas do mercado online em todo país. Não se trata apenas da venda de móveis de grande beleza e sofisticação para sala, quarto, escritório, cozinha e área externa, mas também, da atenção a todo o processo, desde o atendimento até a entrega. Conte com a Daniel Willian e surpreenda-se! ESPECIFICAÇÕES<br>Material da estrutura: feito em MDP/MDF;<br>Portas: tem dobradiças metálicas nas portas;<br>Revestimento: em pintura UV resultando em um acabamento resistente e com maior durabilidade. DIMENSÕES DO GUARDA-ROUPA<br>Altura total: 204 cm;<br>Largura total: 122 cm;<br>Profundidade total: 47 cm;<br>Peso: 74 kg. CUIDADOS COM A LIMPEZA<br>Utilizar um pano limpo e seco. Não limpar com produtos abrasivos ou escovas. Não deixar exposta à luz do sol diretamente pois isso irá diminuir a vida útil do produto, fazendo-o envelhecer precocemente. Este produto não é recomendado para ambientes externos onde possa receber chuva. MONTAGEM<br>- O guarda-roupa chegará desmontado para você, embora a dificuldade de montagem seja baixa, recomendamos que seja feita por um profissional. INFORMAÇÕES IMPORTANTES:<br>- Todos os produtos vão embalados com total segurança;<br>- A entrega do produto é realizada em todo território nacional, até onde as rodovias alcançam, entregas fluviais ou aéreas devem ser cotadas a parte;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor;<br>- Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine o comprovante de recebimento;<br>- Observando as orientações acima, evita-se futuros desagrados ou imprevistos com a entrega do produto. Havendo despesas adicionais, serão de responsabilidade do cliente.","{""quantidade_de_gavetas"":""2 Gavetas"",""quantidade_de_portas"":""3 Portas""}",,,2 Gavetas,3 Portas,,,,,,,,,,,,,Não informado,Amore DW,2,3,Não informado,Infantil,MDP/MDF,Moderno,Não informado,MDP/MDF,Não informado,Não informado,3,Não informado,"Gavetas com excelente profundidade, cabideiro, prateleiras estrategicamente posicionadas",Não informado,Branco,D'W,2 gavetas,3 Portas,Solteiro,,MDF e MDP,,Convencional
Guarda-Roupa Casal com Espelho Chicago 3 PT 4 GV Naturale e Grafite,"Que tal o Guarda-Roupa Chicago? Com ótima divisão interna, o Guarda-Roupa Chicago traz a junção perfeita entre funcionalidade e design moderno. Dispondo de 3 portas de correr e 4 gavetas, ele não só organiza seu vestuário como também acomoda acessórios, cosméticos e roupas de cama, tudo bem arrumado conforme sua rotina. Já o visual neutro que destaca a cor sóbria e o amadeirado se encaixa em qualquer decoração - o espelho ainda traz amplitude visual ao cômodo além, claro, de te ajudar a se arrumar diariamente. Com tudo isso, organização e estilo não faltarão por aí :)","{""cor"":""Marrom"",""marca"":""Fama Móveis"",""quantidade_de_gavetas"":""4 Gavetas"",""quantidade_de_portas"":""3 Portas"",""tamanho"":""Casal""}",Marrom,Fama Móveis,4 Gavetas,3 Portas,Casal,,,,,,,,,,,,Naturale e Grafite,Chicago,4,3,Casal,Guarda-Roupa,Não informado,Moderno,Espelho,Não informado,Não informado,Não informado,Correr,Correr,Organização,Não informado,Marrom,Fama Móveis,4 Gavetas,3 Portas,Casal,,MDP,,Correr
Guarda Roupa Chile Branco 182x103x47cm em MDP Moval,<p>MARCA: Moval</p><p>MODELO: Guarda-Roupa</p><p>GARANTIA: 6 Meses</p><p>COR: Branco</p><p>MATERIAL: Mdp</p><p>CARACTERÍSTICAS: 4 Portas - 2 Gavetas - Pés Em Pvc - Puxadores Na Cor Bronze</p><p>ORIGEM: Nacional</p><p>ACABAMENTO: Uv</p><p>ESPESSURA: 15Mm</p><p>USO: Dormitorio</p><p>TAMANHO: Medio</p>,"{""marca"":""Moval"",""quantidade_de_gavetas"":""2 Gavetas"",""quantidade_de_portas"":""4 Portas""}",,Moval,2 Gavetas,4 Portas,,,,,,,,,,,,,Branco,Moval,2,4,Medio,Guarda-Roupa,MDP,Não informado,Pés Em Pvc - Puxadores Na Cor Bronze,MDP,Não informado,182cm,4 Portas,Não informado,Não informado,Não informado,Branco,Moval,2 Gavetas,4 Portas,Solteiro,,MDP,,Convencional
Guarda Roupa de Bebê 4 Portas 4 Gavetas MDF Liza Permobili,"O Guarda-Roupa de Bebê Liza combina durabilidade e estilo para o quarto do seu pequeno. Equipado com 4 portas, 4 gavetas espaçosas e prateleiras internas, proporciona amplo espaço para organizar roupas, acessórios e brinquedos. As dobradiças metálicas e corrediças telescópicas garantem suavidade e durabilidade no uso diário. Com capacidade para suportar até 3 kg por gaveta, este guarda-roupa é a escolha ideal para manter o quarto do seu filho organizado e funcional por muito tempo. <br> <br> <br> Características: <br> Estrutura em MDF<br> Acabamento em Pintura UV<br> 4 Portas<br> 4 Gavetas<br> Corrediças telescópicas <br> Dobradiças Slow Motion<br> Suporta até 25kg<br> Cada gaveta suporta até 3kg<br> Puxadores em madeira maciça<br> Pés em MDF<br> <br> <br> Dimensões:<br> Altura: 218 cm<br> Largura: 148 cm<br> Profundidade: 47,3 cm<br> Peso: 111,15 kg<br> <br> <br> Garantia do fornecedor de 3 meses","{""cor"":""Branco"",""marca"":""Permóbili"",""quantidade_de_gavetas"":""4 Gavetas"",""quantidade_de_portas"":""4 Portas""}",Branco,Permóbili,4 Gavetas,4 Portas,,,,,,,,,,,,,Não informado,Permobili,4,4,Não informado,Guarda-Roupa de Bebê,MDF,Não informado,Não informado,MDF,Não informado,148 cm,4 Portas,Não informado,"Corrediças telescópicas, Dobradiças Slow Motion",Não informado,Branco,Permobili,4 Gavetas,4 Portas,Solteiro,,MDF,,Convencional
Guarda-Roupa Supreme Canela - Mirarack,"<ul><li>O <strong>Guarda-Roupa Supreme - MiraRack</strong> é uma excelente escolha para o seu dormitório. Com 4 gavetas, cabideiros, calceiros, sapateira e ótima divisão interna, acomoda perfeitamente suas roupas e outros itens que precisar.<br><strong><br>Dimensões do Produto Montado:<br></strong>Altura: 235 cm<br>Largura: 270 cm<br>Profundidade: 56 cm<br><strong><br>Observações:<br></strong>- Fabricado em MDF;<br>- 6 Portas;<br>- 4 Gavetas e sapateira com corrediças telescópicas;<br>- Excelente divisão interna;<br>- Puxadores em MDF; <br>- Calceiros e cabideiros em alumínio;<br>- Pintura Ultravioleta com acabamento <strong>fosco</strong>. <br></li></ul>","{""cor"":""Canela"",""quantidade_de_gavetas"":""4 Gavetas"",""quantidade_de_portas"":""6 Portas""}",Canela,,4 Gavetas,6 Portas,,,,,,,,,,,,,Canela,Mirarack,4,6,Não informado,Não informado,MDF,Não informado,Não informado,MDF,Não informado,270 cm,6 Portas,Não informado,"Cabideiros, calceiros, sapateira, gavetas com corrediças telescópicas, divisão interna",Não informado,Canela,Mirarack,4 Gavetas,6 Portas,Casal,,MDF,,Articulada
Guarda Roupa Grande 6 Portas 4 Gavetas 234cm Branco Doreah Shop Jm,"<p>Apresentamos um guarda roupa completo e funcional, fabricado em MDP para durabilidade. Com 6 portas, 4 gavetas internas com corrediças telescópicas e puxadores Topázio MDF, oferece amplo espaço de armazenamento. Conta com 3 maleiros, 3 cabideiros metálicos oblongos, 6 nichos e 2 sapateiras internas para otimização e organização. Um móvel que atende às suas necessidades de armazenamento de maneira eficiente.</p><p>Material em MDP</p><p>6 Portas com dobradiça de pressão</p><p>4 Gavetas internas com corrediças telescópicas</p><p>Puxadores Topázio MDF</p><p>3 Maleiros com excelente espaço</p><p>3 Cabideiros metálicos oblongo (Oblongo é uma forma geométrica que possui mais comprimento que largura. Diz-se também de algo oval ou então elíptico.)</p><p>6 Nichos para melhor organização de objetos</p><p>2 Sapateiras internas proporcionando otimização de espaço</p><p>Dimensões do produto:Altura 234 cm; Largura 234 cm; Profundidade 53 cm;</p><p>Itens Inclusos:1 Guarda Roupa</p><p>Complexidade da montagem:Média, pode ser montado por apenas uma pessoa e/ou necessite de maior conhecimento para montagem.</p><p>Recomendações de uso, manutenção e limpeza:Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente a luz solar e à umidade</p><p>Garantia:3 meses</p><p>OBS: Foto meramente ilustrativa, objetos, utensílios e decoração não fazem parte do produto.</p><p>Manual de Montagem e Instalação<br><br></p>",{},,,,,,,,,,,,,,,,,Branco,Doreah Shop,4,6,Grande,Guarda Roupa,MDP,Não informado,Não informado,MDF,6,Não informado,6 Portas,Dobradiça de pressão,"Corrediças telescópicas, Puxadores Topázio MDF, 3 Maleiros, 3 Cabideiros metálicos oblongos, 2 Sapateiras internas",Não informado,Branco,Shop Jm,4 Gavetas,6 Portas,Casal,,MDP,,Convencional
Roupeiro 3 Portas 9 Gavetas Vision,Características: <br> Material Principal: MDF <br> Material do Puxador: Madeirado <br> Gavetas com Chave: Sim<br> Possui Espelho: Sim <br> Possui Gavetas: Sim <br> Possui Portas: Sim <br> Pés/Sapata: Pés <br> Opcionais: Acabamento <br> Pintura: U.V <br> Ambiente: Quarto<br> Montagem (Pessoas Necessária): Deve ser montado por um montador especializado <br> Escala Brilho: Fosco <br> Tipo Porta: Bater <br> Quantidade Prateleiras: 7 <br> Suporte Tv: Não <br> Corrediças: Telescópicas <br> Cabideiro: Alumínio<br> Necessita Montagem: Sim <br> <br> Dimensões do Produto: <br> Altura: 218cm<br> Largura: 200cm<br> Profundidade: 51cm<br> <br> Garantia do Fornecedor: 3 meses,"{""cor"":""Branco"",""quantidade_de_gavetas"":""9 Gavetas"",""tamanho"":""Casal""}",Branco,,9 Gavetas,,Casal,,,,,,,,,,,,Não informado,Vision,9,3,Não informado,Roupeiro,MDF,Não informado,Não informado,Madeirado,7,200cm,Sim,Bater,"Gavetas com Chave, Espelho, Gavetas, Portas, Pés Sapata, Pintura UV, Corrediças Telescópicas, Cabideiro Alumínio",Não informado,Branco,Benetil Móveis,9 Gavetas,3 Portas,Casal,,MDF,,Correr
Roupeiro Georgia 3 Portas e 4 Gavetas J e A Moveis,"O roupeiro Geórgia 3 portas, possui 2 portas articuladas e 1 porta de correr. É sinônimo de beleza e qualidade. Oferece 7 nichos internos, com 2 cabideiros e 4 gavetas externas. A porta de correr, além de otimizar o espaço, torna o produto moderno e elegante. A versão branco e lilás encerram o produto com um toque de harmonia e delicadeza. <br> <br> Dimensões:<br> Altura: 218 cm<br> Largura: 159,5 cm<br> Profundidade: 45 cm<br> Peso: 102,17 kg<br> <br> Garantia do Fornecedor: 3 Meses","{""tamanho"":""Solteiro""}",,,,,Solteiro,,,,,,,,,,,,branco e lilás,J e A Moveis,4,3,"Altura 218 cm, Largura 1595 cm, Profundidade 45 cm",Roupeiro,Não informado,Moderno,Não informado,Não informado,7,1595 cm,2 articuladas e 1 de correr,Correr,2 cabideiros,Não informado,Jequitibá e Off White,J&A Móveis,4 Gavetas,3 Portas,Solteiro,,MDP,,Correr
