Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,AI-PAVE-BR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos Multimídia,Unnamed: 14,Unnamed: 15,Unnamed: 16
lojastaqi||222673,Lavadora de Roupas,"Lavadora de Roupa Consul CWH12BB, 12 Kg, Branca","<br> Ela conta com um display digital que dispõe mais de 16 ciclos de lavagem, no quais você pode escolher de acordo com suas necessidades, entre eles: a área da limpeza pesada, do dia a dia, econômica, peças brancas, escuras e coloridas, e até mesmo o ciclo de tênis e edredom!<br><br> A Lavadora Consul 12kg é econômica e prática, compacta por fora e espaçosa por dentro, além de oferecer um copo dosador que economiza até 70% do seu sabão em pó. Economia e praticidade para sua rotina e seu bolso!<br><br> Está claro que, a Consul pensou em tudo! Desde seu painel dual dispenser para amaciante e sabão até o Ciclo Mais Secas, que ameniza o tempo da roupa no varal, sem contar sua economia de energia. Otimize seu tempo e ganhe horas de descanso com a ajuda da Lavadora Consul 12kg.<br><br> Características: <br><br> Marca: Consul <br><br> Modelo: CWH12BB <br><br> Cor: Branca<br><br> Especificações: <br><br> Eficiência energética: A <br><br> Display: Digital <br><br> Pés Niveladores <br><br> Níveis de água: 4 <br><br> Ciclos de Lavagem: 16 <br><br> Abertura da tampa: superior <br><br> Centrifugação: normal e mais secas<br><br> Itens Inclusos: <br><br> 01 Lavadora <br><br> 01 Copo dosador<br><br> Alimentação: <br><br> Potência: 415 Watts <br><br> Consumo de energia: 0,37 kWh <br><br> Consumo aproximado de água: 135 litros <br><br> Dimensões: <br><br> Tamanho do produto (AxLxP): 101 x 58 x 60 cm <br><br> Peso do produto: 32 kg <br><br> Garantia: <br><br> 12 meses <br><br> *NÃO FATURAMOS PARA CNPJ<br>","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""220 V""}",Consul,220 V,12 kg,Branco,Consul,Não informado,12 Kg,Branca,Consul,220V, 12kg,Branco
olistplus||O2EZA1JCB5D5AV11,Lavadora de Roupas,Lavadora De Roupas Centrífuga,"Lavadora de roupas centrífuga Maquina de lavar dobravel Apresentamos a mini máquina de lavar roupa dobrável com um design compacto e portátil, esta máquina é ideal para lavagem de roupas em espaços reduzidos, como apartamentos pequenos, acampamentos e viagens. A sua capacidade de 6,5 litros é perfeita para roupas íntimas e peças pequenas. Com uma operação simples e um painel intuitivo, esta máquina oferece uma solução prática e eficiente para suas necessidades diárias de lavanderia. 1x mini máquina lava roupas no baldeCabo de alimentaçãoBalde Compacta e dobrável: ocupa um espaço mínimo e pode ser dobrada para fácil armenamento.Fácil de usar: painel intuitivo para ajustar o tempo de centrifugação de acordo com suas necessidades.Economia de tempo: as roupas secam rapidamente, economizando seu tempo.Perfeita para espaços pequenos: ideal para apartamentos, quartos de estudantes, acampamentos e viagens.Lavagem suave: perfeita para peças delicadas ou de bebês, evitando puxões e deformações.Lavagem profunda: agitador de movimento positivo e negativo que imita a lavagem à mão, removendo manchas eficmente.Portabilidade: design leve e fácil de transportar.Esterilização: inclui desinfecção automática por luz ul. Capacidade de lavagem: 6,5lMaterial do produto: tpe + ppPotência nominal: 36wTensão nominal: 110-220vFrequência nominal: 50hzPeso do produto: aproximadamente 1,8kgMedidas aproximadas: 30 x 22 x 22cm (tamanho dobrável: 20,5 x 20,5 x 12cm)Volume: 4,7 litrosMétodo de dobragem: pressione para baixo e dobreTempo de temporização: 0-10 minutosMétodo de trabalho: pulsado Capacidade de lavagem: 1 toalha de banho de bebê8 roupas de bebê4 babadores12 pares de meias2 camisetas6 roupas íntimas Não perca a chance de tornar suas tarefas de lavanderia mais rápidas e fáceis adquira agora a mini máquina de lavar roupa dobrável e experimente a comodidade em suas mãos",,,,,,Não informado,110-220v,65l,Não informado,Black Watch,Bivolt," 6,5 litros",Roxo
gazin||4731,Lavadora de Roupas,Lavadora de Roupas Automática 11kg Consul,"A Lavadora Consul 11 kg foi pensada para você, que busca praticidade e economia. Com o ciclo Lavagem Econômica você pode reaproveitar a água usada na lavagem para outros usos na sua casa. Já a função Roupas Mais Secas, centrifuga mais as roupas diminuindo o tempo delas no varal. Com a Régua de Nivel Fácil, ajuda você a usar a quantidade certa de água e sabão para suas roupas. Bem pensado, né?<br><br><br>Características:<br>Modelos: Sim<br>Tipo de Lavadora: Piso<br>Material: Gabinete Metálico<br>Porta/Tampa Vidro<br>Tipo de Abertura: Superior<br>Programas de Lavagem: 16<br>Níveis de Água: 4<br>Dispenser: Sim<br>Molho: Sim<br>Lava Tênis: Não<br>Lava Edredons: Não<br>Controle de Temperatura: Não<br>Sensor Automático de Carga de Roupas: Não<br>Aproveitamento de Sabão: Não<br>Eliminação de Fiapos: Sim<br>Visualizador das Etapas de Lavagem: Não<br>Pés: Pés niveladores<br>Alças Laterais: Sim<br><br><br>Funções:<br>Função agitação delicada<br>Função autolimpeza<br>Função ciclo rápido<br>Função nível de sujeira<br>Função tira manchas<br><br><br>Ciclos de Lavagem:<br>Lavagem Econômica<br>Mais Secas<br>Nível Fácil<br>Ciclos Econômicos<br>Ciclos Dia a Dia<br>Panos de Limpeza<br>Rápido<br>Enxague Duplo<br><br><br>Dimensões:<br>Altura: 102cm<br>Largura: 63cm<br>Profundidade: 68cm<br>Peso: 32kg<br><br><br>Garantia do fornecedor de 12 meses","{""capacidade_de_lavagem"":""11 kg"",""marca"":""Consul""}",Consul,,11 kg,,Consul,Não informado,11kg,Não informado,Consul,220V,11kg,Branco
solarmagazineoficial||223,Lavadora de Roupas,Lavadora Consul 9Kg Dosagem Extra Econômica e Ciclo Edredom Branca - CWB09AB,"Na Solar dá pra levar Lavadora Consul 9Kg Dosagem Extra Econômica e Ciclo Edredom Branca - CWB09ABJá pensou em lavar mais gastando menos? A Lavadora Consul 9kg conta com o sistema Dosagem Extra Fácil, você economiza até 70%* de sabão em pó, e ainda garante que até seu edredom fica bem lavado, com o Ciclo Edredom Bem pensado.","{""capacidade_de_lavagem"":""9 kg"",""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""220 V""}",Consul,220 V,9 kg,Branco,Consul,Não informado,9Kg,Branca,Consul,220V,9kg,Branco
leonfer||1837,Lavadora de Roupas,Lavadora Panasonic 12kg Na-f120b1wb,"Lavadora de Roupas Panasonic NA-F120B1WA - 12Kg Cesto Inox 8 Programas de Lavagem <br> <br> Nos dias de hoje, qualquer item que leve praticidade à nossa casa é super bem vindo não é mesmo? Sendo assim, uma Lavadora de Roupas economiza seu tempo e torna o ato de lavar suas roupas muito mais fácil. Por isso vale a pena conferir a Lavadora NA-F120B1WA Branca da Panasonic, que possui capacidade de lavagem de 12kg e incríveis 08 programas de lavagem. É automática, e conta com o programa vanish que garante até 20 mais desempenho potencializando o uso do tira-manchas, sistema ciclone de lavagem, espuma ativa e reuso da água. Conta também com filtro de fiapos, sensor de nível e turbo secagem que vai se um auxílio e tanto durante a lavagem das suas roupas. E sabe o que eu achei bem legal? Essa lavadora de roupas além de possui o selo A de eficiência energética ela tem o menor consumo de água comparado com outras lavadoras com a mesma capacidade.<br> <br> Características:<br> Volume do produto: 12 KG<br> Linha do Produto: Máquina de Lavar<br> Alças Laterais/Pé Regulável: Sim<br> Avança Etapa: Sim<br> Capacidade Lavagem: 12 KG<br> Consumo de Água: 7,9L/Ciclo/KG<br> Consumo de Energia (Água Fria): 0,34 kWh/cicle<br> Customizar Programa: Não<br> Dispenser Sabão e Amaciante: Sim<br> Eficiência de Centrifugação: A<br> Eficiência de Lavagem (Água Fria): 1<br> Eficiência Energética: A<br> Espuma Ativa: Sim<br> Filtro de Fiapos: Sim<br> Número de Programas: 9<br> Painel: Dial<br> Painel com TimerNão<br> Reúso de Água: Sim<br> RPM na Centrifugação: 700<br> Sensor de Carga/Níveis de Água: Sim / 7<br> Sistema de Lavagem: Sistema Ciclone<br> Super Delicado (Rede): Não<br> Tecla Favoritos: Não<br> Tecla Pausar: Não<br> Tipo de Água: Fria<br> Turbo Secagem: Sim<br> <br> Garantia do Fabricante: 12 meses.","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""220 V""}",Panasonic,220 V,12 kg,Branco,Panasonic,Não informado,12kg,Branca,Panasonic ,220V,12kg ,Branco
angeloni2||4476241,Lavadora de Roupas,Lavadora de Roupas Panasonic 17Kg NA-F170P6T Titânio,<br> Máquina de Lavar Panasonic 17Kg Titânio NA-F170P6T <br> <br> <br> <br> Produto em conformidade com regulamentação do Inmetro. Todas as informações técnicas divulgadas são de responsabilidade exclusiva do fabricante/fornecedor. A cor do produto pode variar de acordo com as configurações do seu monitor.<br> <br> <br>,"{""capacidade_de_lavagem"":""17 kg"",""marca"":""Panasonic""}",Panasonic,,17 kg,,Panasonic,Não informado,17Kg,Titânio,Panasonic ,110V,17kg,Titânio
climario||23776,Lavadora de Roupas,Máquina de Lavar 16kg Electrolux LAC16 Branca 127V,"Lavadora de Roupas Branca 16Kg com Ciclo Silencioso Electrolux (LAC16) <p>Evite o barulho desagradável que faz a maioria das máquinas de lavar com esta Lavadora de Roupas com Ciclo Silencioso 16 kg Electrolux. Com sua tecnologia Silent Control, garante mais tranquilidade na sua casa durante o ciclo de lavagem. Com tecnologia Jet&amp;Clean, evita manchas nas peças, já que os produtos para a lavagem são diluídos pela Lavadora Electrolux antes de chegar nas roupas. Além disso, conta com sistema autolimpante, que fará por você a higiene do dispenser. Conte na sua Lavadora 16 kg com um programa especialmente feito para tênis, edredons e roupas de cama e banho. Ficarão limpas e bem conservadas. A Lavadora de Roupas também serve para aquelas roupas com muita sujeira ou com manchas mais difíceis de tirar, contando com o programa Turbo Lavagem, que maximiza o desempenho do cesto e aumenta a potência de lavagem. </p> Avança etapas - Com uma única tecla, você pode parar ou avançar a programação da máquina e depois retomar de onde parou. Desta maneira, o consumidor poderá lavar as roupas a qualquer hora do dia e em qualquer situação. Comparado com a máquina LT12F em centrifugação. Testes segundo procedimentos internos de laboratórios da Electrolux. Diluição inteligente: Os produtos diluídos são adicionados a água pelas laterais do cesto e não depositados sobre as roupas, evitando manchas. Dispenser autolimpante com tecnologia Jet&amp;Clean: Jato d’água que dissolve completamente o produto, evitando manchas nas roupas e mantendo o dispenser sempre limpo. Dispenser Multibox: - Todos os produtos que você precisa para deixar suas roupas limpas e macias em um único compartimento. Lavadora Ultra Silenciosa: A lavadora Electrolux LAC16 conta com a tecnologia Silent Control e o programa “Ciclo Silencioso”, que permitem uma lavagem ainda mais silenciosa. Limpeza do cesto: Essa função faz automaticamente a limpeza da máquina evitando que resíduos de outras lavagens sejam depositados nas roupas. Painel intuitivo - Desenvolvido por engenheiros e Consumidores com uma única função: facilitar seu entendimento e antecipar suas necessidades., Programa Tênis / Edredom: Programas predeterminados para limpeza de tênis, edredons e cama/banho. Facilitam o trabalho e conservam as suas roupas. Reutilização de água: Você pode reutilizar a água da lavagem para outros fins, como lavar o chão. Turbo Lavagem: - Aumenta a velocidade da agitação melhorando o desempenho do cesto. Indicado para manchas mais difíceis ou roupas mais sujas.","{""capacidade_de_lavagem"":""16 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,16 kg,Branco,Electrolux,127V,16kg,Branca,Electrolux ,110V,16kg ,Branco
arede||600044004,Lavadora de Roupas,Lavadora Automática Mueller Energy 8kg Branco 127v,"<p>Simplifique sua lavanderia com a Máquina de Lavar Popmatic da Mueller! Em elegante cor Branca, fabricada em resistente polipropileno. Funciona em voltagem de 127v, 60Hz, atendendo às suas necessidades. O eficiente Sistema de Lavagem por Impeller garante roupas limpas de maneira prática. A capacidade máxima do tanque é de 60 litros, oferecendo versatilidade na lavagem. Adquira a Popmatic para uma lavagem eficiente, economizando tempo e energia. Com a qualidade Mueller, você investe em uma máquina confiável, tornando sua rotina doméstica mais prática e eficaz.</p> <p>Especificações:</p> <p>Comprimento: 56 cm</p> <p>Largura: 62 cm</p> <p>Altura: 100 cm</p> <p>Voltagem: 127v</p> <p>Consumo Específico por Ciclo: 0,030 kWh/ciclo/kg</p> <p>Potencia Lavação: 530w</p> <p>Sistema de Lavagem: Agitador</p> <p>Capacidade de Lavagem Roupa Seca: 8 kg</p> <p>Capacidade Máxima do Tanque: 68 Litros</p> <p>Material: Polipropileno</p> <p>Cor: Branca</p> <p>As configurações do seu monitor ou dispositivo móvel podem afetar a tonalidade da cor do produto. Conferir na descrição.</p> <p>Recomendação de Limpeza: Limpar com pano seco para retirar o pó. Não aplicar produtos abrasivos.</p> <p>Produtos de Enfeite e Eletrônicos Não Estão Inclusos.</p>","{""capacidade_de_lavagem"":""8 kg"",""cor"":""Branco"",""marca"":""Mueller"",""voltagem"":""127 V""}",Mueller,127 V,8 kg,Branco,Mueller,127v,8 kg,Branco,Mueller,110V,8kg,Branco
gazinshop||10621,Lavadora de Roupas,Máquina de Lavar Electrolux Essential Care 14 kg Automática Cesto Inox LED14,"<p>Maquina de Lavar Electrolux Essential Care 14 kg Automatica Cesto Inox LED14</p><p> Com a Maquina de Lavar da Electrolux voce vai ter muito mais praticidade e agilidade na hora de lavar suas roupas! </p><p><br></p><p> Caracteristicas:</p><p> Modelo: LED14</p><p> Capacidade de lavagem: 14 kg</p><p> Programas: 11 programas</p><p> Material do cesto: Inox</p><p> Display: Digital</p><p> Visualizador de etapas de lavagem: Sim</p><p> Abertura da tampa: Superior</p><p> Funçoes: Ciclo rapido, limpeza de cesto, avança etapas, turbo agitaçao, secagem e reutilizaçao de agua</p><p> Pes niveladores: Sim</p><p> Dispenser para alvejante: Sim</p><p> Dispenser para sabao em po: Sim</p><p> Dispenser para amaciante: Sim</p><p> Desligamento automatico: Sim</p><p> Enxague: Sim</p><p> Agua quente: Nao</p><p> Molho: Sim</p><p> Diluiçao anti-manchas: Sim</p><p> Filtro de fiapos: Sim</p><p> Eficiencia energetica: A</p><p> Consumo: 0,43 kWh/ciclo</p><p> Frequencia: 60 Hz</p><p> Inmetro: Sim</p><p><br></p><p> Dimensoes do produto:</p><p> Altura: 105,2 cm</p><p> Largura: 59,1 cm</p><p> Profundidade: 66,5 cm</p><p> Peso: 40 kg</p><p><br></p><p> Garantia do fornecedor: 12 meses</p><p><br></p><p> ATENÇAO:</p><p> Nao nos responsabilizamos, no ato da entrega, por desmontagens, subir escadas/elevadores ou transporte por guincho para apartamentos. Eventuais despesas sao de responsabilidade do cliente. Confira as dimensoes deste produto e certifique-se de que passara normalmente por supostos elevadores, portas, escadas e/ou corredores de sua moradia.</p><p> Recomendamos que os produtos sejam instalados por profissionais especializados e nao nos responsabilizamos pelo mau uso ou instalaçao indevida, causando a perda da garantia.</p><p> Todas as informaçoes divulgadas sao de responsabilidade do fabricante/fornecedor.</p><p> Valor unitario.</p><p> Imagem meramente ilustrativa</p><p> Prazo de troca e devoluçao: 7 dias a partir do recebimento do produto - Lei no 8.078</p><p>Sempre confira no ato da entrega.</p>","{""capacidade_de_lavagem"":""14 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,14 kg,Branco,Electrolux,Não informado,14 kg,Não informado,Electrolux ,110V,14kg,Branco
mundoautomacao||009724-000002,Lavadora de Roupas,Máquina de Lavar Dobrável Portátil KaBaby Verde,"<strong>Máquina de Lavar Dobrável Portátil KaBaby Verde </strong><br><br>Agora vai ficar muito fácil de manter as roupinhas do seu bebê limpas em viagens com a família! Com a Máquina de Lavar KaBaby você vai ter mais comodidade e praticidade na hora de lavar as roupas do seu pequeno. Ela é dobrável e portátil, sendo uma excelente opção para levar em viagens, ou até mesmo para usar em casa. Fácil de dobrar e guardar, suporta até 1,8kg de roupa, possui regulagem de tempo, saída de água direcional, e ainda, conta com função turbilhonamento, que possibilita lavar as roupas com mais eficiência. <br><br><br><br><br><strong>Vantagens da Máquina de Lavar Dobrável Portátil KaBaby</strong><br><br>- Portátil;<br>- Dobrável e fácil de guardar;<br>- Ideal para levar em viagens;<br>- Suporta até 1,8kg de roupas;<br>- Com regulagem de tempo;<br>- Com saída de água direcional. <br><br><br><strong>Especificações</strong><br><strong><br></strong><br>Voltagem: 110v ou 220v (não é bivolt)<br>Cor: Verde<br>Capacidade: Até 1,8kg<br>Certificação INMETRO: 21.0262301-9<br><br><br><br>Garantia: 03 meses.<br><br><br>",{},,,,,KaBaby,110v ou 220v não é bivolt,Até 18kg,Verde,KaBaby,220V,"1,8kg ",Verde
solarmagazineoficial||257,Lavadora de Roupas,Lavadora Panasonic 12Kg Automática Com Sistema Ciclone Branca - NA-F120B1W,"﻿Na Solar dá pra levar Lavadora Panasonic 12Kg Automática Com Sistema Ciclone Branca - NA-F120B1WA máquina de lavar F120B1W dá um show na hora da lavagem, graças ao exclusivo Sistema Ciclone, que não necessita do agitador e remove as manchas mais difíceis. Por isso levou nota máxima em teste de eficiência.Economize água em cada lavagem!A máquina de lavar F120B1W tem o menor consumo de água quando comparada com seus concorrentes da mesma capacidade, segundo teste de consumo/eficiência energética. É melhor para você e para o planeta!Com apenas 60cm de largura, a máquina de lavar F120B1W é compacta e muito eficiente, lavando até 12kg de uma só vez.Com à função Smartsense, que ajusta o nível da água de acordo com o peso da roupa, proporcionando mais economia.No início do ciclo da lavagem uma espuma ativa é formada para proporcionar uma limpeza profunda e ação efetiva contra manchas e sujeiras.​Após o enxágue de suas peças você pode recolher a água do molho e assim armazená-la para outros usos.É economia para você e benefícios para o planeta.","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""220 V""}",Panasonic,220 V,12 kg,Branco,Panasonic,Não informado,12Kg,Branca,Panasonic ,220V, 12kg,Branco
magazineluiza||010593000,Lavadora de Roupas,Lavadora de Roupas Electrolux Essencial Care LES11 Top Load 11kg 10 Programas de Lavagem,"A lavadora de roupas Electrolux Essencial Care LES11 na cor branca, é tudo o que você precisa para lavar suas roupas.
Ela tem capacidade de lavagem de 11kg, cesto fabricado em polipropileno e 10 programas de lavagem.
Ela possui Sistema Easy Clean, um exclusivo sistema Easy Clean, que dilui até 100% do sabão e o amaciante, evitando manchas e relavagem. Filtro Pega Fiapos que retém os fiapos desagradáveis que podem ficar nas roupas após a lavagem. Ciclo Rápido com lavagem rápida e eficiente em 19 minutos, ideal para roupas pouco sujas. Reuso de água: quando acionada, a tecla economia, ela reaproveita a água da lavagem para preservar o seu bolso e o meio ambiente.","{""capacidade_de_lavagem"":""11 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,11 kg,Branco,Electrolux,Não informado,11kg,branca,Electrolux ,110V,11kg ,Branco
efacil||2222935,Lavadora de Roupas,"Máquina de Lavar Roupas 13Kg Brastemp BWK13  Automática, Ciclo Tira Manchas, Branco","Características Principais: <br>Altura: 106,0cm<br>Largura: 66,0cm<br>Profundidade: 71,0cm<br>Peso: 38.0 Kg<br>Alimentação: Disponível em 110V ou 220V<br>Capacidade de Lavar: 13 Kg<br>Cor: Branco<br>Marca: Brastemp<br>Modelo: BWK13<br>Quantidade de Programações: 12<br>Tipo de Lavadora: Automática<br><br>Características Adicionais: <br>Abertura: Superior<br>Método de Preparo: 12<br>Painel de Controle: Digital (Tact)<br>Enxágue Antialérgico<br>Cestos Resistentes<br>Acabamento do Interior em Inox<br>Níveis de Água: Extra Baixo, Baixo, Médio, Alto/Edredom<br>Seleção por Cor de Roupa<br>Acompanhamento das Etapas<br>Tipos de Centrifugação: Normal<br>Velocidade de Centrifugação: 700rpm<br><br>Ciclos de Lavagem: <br>Molho<br>Lavagem<br>Enxágue<br>Centrifugação<br><br>Programas de Lavagem: Dia a Dia, Antibolinhas, Roupas de Bebê, Antialérgico, Rápido, Delicadas/Roupas Íntimas, Tira Manchas Advanced, Cores Duradouras, Brancas, Cama e Banho, Edredom, Pesado e Jeans<br><br>Itens Inclusos: <br>Produto<br>Manual<br>Guia rápido<br><br>Dimensões do Produto: <br>Altura: 106,0cm<br>Largura: 66,0cm<br>Profundidade: 71,0cm<br><br>Dimensões da Embalagem: <br>Altura: 108,0cm<br>Largura: 68,0cm<br>Profundidade: 73,0cm<br><br>Pesos: <br>Peso do Líquido: 38.0 Kg<br>Peso Bruto: 40.0 Kg<br><br>Garantia: 1 Ano (Ofertada pelo Fabricante)<br><br>Fornecedor: Brastemp<br>","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Brastemp"",""voltagem"":""Bivolt""}",Brastemp,Bivolt,13 kg,Branco,Brastemp,110V ou 220V,13 Kg,Branco,Brastemp,220V,13kg,Branco
lojastaqi||176661,Lavadora de Roupas,"Lavadora de Roupas Consul CWS12, 12 Kg, 16 programas, Branca","<p>Lavadora de Roupas Consul CWS12, 12 Kg, 16 programas, Branca</p> <p>Com a Lavadora de Roupas Consul CWS12 é possível lavar até 12 kg de tecido, utilizando um dentre os seus 16 programas de lavagem. </p> <p>Além disso, a lavadora conta com um compartimento para amaciante e outro para sabão e alvejante, fazendo com que a medida dos produtos esteja sempre certa. </p> <p>É possível, também, escolher um nível de água específico entre os 4 níveis de água disponíveis. </p> <p>Uma Máquina de Lavar Roupas com eficiência energética classificação A e seu gasto máximo de água por ciclo é de 130L, o que garante economia e eficiência. </p> <p>Características</p> <p>Marca: Consul</p> <p>Modelo: CWS12</p> <p>Cor: Branca</p> <p>Capacidade de roupa seca: 12 Kg*</p> <p>Especificações:</p> <p>Funções: Lava, enxágua, centrifuga;</p> <p>Ciclos: 16 ciclos de lavagem;</p> <p>Níveis de água: 4 níveis;</p> <p>Abertura da tampa: superior;</p> <p>Temperatura da água: fria;</p> <p>Pés niveladores;</p> <p>Compartimento de amaciante e alvejante;</p> <p>Dispenser limpa fácil;</p> <p>Dosagem fácil: copo dosador;</p> <p>Centrifugação: 750 rpm.</p> <p>Ciclos:</p> <p>Rápido;</p> <p>Tira odores;</p> <p>Tira manchas; </p> <p>Panos de limpeza;</p> <p>Edredom; </p> <p>Cama e banho;</p> <p>Roupas brancas; </p> <p>Roupas coloridas; </p> <p>Roupas escuras;</p> <p>Toalhas de mesa; </p> <p>Jeans Lavagem; </p> <p>Uniforme; </p> <p>Roupas íntimas; </p> <p>Roupas leves;</p> <p>Roupas de bebê; </p> <p>Limpeza da lavadora.</p> <p>Itens Inclusos</p> <p>01 Lavadora de roupas</p> <p>01 Copo dosador de sabão</p> <p>Alimentação</p> <p>Voltagem: 110 V ou 220V</p> <p>Consumo máximo de energia: 0,35 kWh/ciclo</p> <p>Consumo de água: 130 litros</p> <p>Eficiência energética: Classe A</p> <p>Dimensões</p> <p>Tamanho (AxLxP) 99 x 62 x 69 cm</p> <p>Peso: 36 Kg</p> <p>Garantia: 12 meses</p> <p>Atenção!</p> <p>*A capacidade nominal (12 Kg) é declarada com base em uma carga de roupas específica para testes. Esta carga é composta por diferentes artigos, cujas características são especificadas pela Portaria do Ministério do desenvolvimento, Indústria e Comércio Exterior MDIC, n185. Para um bom desempenho da sua Lavadora, o volume das roupas também deve ser considerado, pois existem certos tipos de artigos que, apesar de leves, são volumosos e podem ficar abaixo da capacidade nominal declarada (por exemplo: tecidos sintéticos de modo geral e artigos com enchimento de espuma).</p> <br>","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""marca"":""Consul""}",Consul,,12 kg,Branco,Consul,110 V ou 220V,12 Kg,Branca,Consul,220V, 12kg,Branco
samsung||4390,Lavadora de Roupas,Lavadora Samsung WA8800B 23Kg Preta,"Modelo:WA8800B A WA8800B tem capacidade para lavar 23kg em um mesmo ciclo, sendo a lavadora de maior capacidade do mercado. Economia de tempo, água e energia para você e toda a sua família. Quer tornar o processo de lavagem ainda mais simples? Com o app SmartThings* você pode programar o horário da sua lavagem, obter dicas e recomendações do ciclo ideal, e até mesmo receber ajuda para conservar sua máquina. Lave suas roupas mais rápido e com maior eficiência com a tecnologia EcobubbleTM. Suas 3 funções principais garantem uma lavagem em 31min utilizando 20% menos energia e consumindo 23L a menos de água. A função Active BubbleTM ajuda o sabão a penetrar no tecido de forma 2.5 vezes mais rápida, a agitação Dual StormTM limpa de forma eficiente e os jatos de água do Speed SprayTM economizam tempo no enxágue. Cria bolhas que ajudam o sabão a penetrar nas roupas 2,5 vezes mais rápido Mais economia de energia e muito menos barulho ao lavar suas roupas, além dos 20 anos de garantia no motor com a tecnologia Digital Inverter da Samsung. O ciclo Lavagem Pesada+ utiliza uma concentração de detergente 20% maior, possibilitando uma ação de limpeza mais intensa, o que reduz o tempo de lavagem em 21 minutos* e o consumo de energia em 11%*, sem impacto na performance. Higienize suas roupas com o poderoso ciclo de vapor que libera ar quente, removendo sujeiras profundas e até 99,9% das bactérias e alérgenos inativos. Mantenha suas roupas brancas e escuras livres de manchas. Um poderoso filtro de dupla camada retém eficientemente os fiapos, pelos e pequenas partículas residuais da lavagem. Esvazie e limpe com facilidade com sua abertura de 180°. Mantenha sua máquina limpa de maneira ecológica. A Lavagem do Cesto remove 99% das bactérias que podem estar presentes no tambor sem usar produtos químicos e ainda ajuda na manutenção do seu produto. Você ainda recebe uma notificação de quando a sua máquina precisa ser limpa. A lavagem das suas roupas a qualquer momento e sem incômodos com a Vibration Reduction Technology® (VRT), que reduz ruídos e vibrações durante a lavagem. A tampa fecha de forma suave e silenciosa devido ao seu sistema de amortecimento, evitando acidentes e barulho. Por ser de vidro temperado, permite checar o andamento da lavagem sem precisar erguer a tampa e interromper o ciclo, além de ser durável e resistente a riscos.","{""cor"":""Preto"",""marca"":""Samsung"",""voltagem"":""220 V""}",Samsung,220 V,,Preto,Samsung,Não informado,23Kg,Preta,Samsung ,220V,23kg,Preto
lojasdular||1020,Lavadora de Roupas,Lavadora de Roupas Electrolux 11kg Les11,"Aqui está o que você precisa para acabar de uma vez com o esforço de lavar as roupas no tanque. A Lavadora de Roupas Electrolux LES11 resolve a sua vida com alta tecnologia e praticidade.<br> Essa máquina possui capacidade de 11 quilos para limpar as roupas de uma família toda em um curto período de tempo e diversos programas de lavagem, desenvolvidos para trazer facilidade na escolha do ciclo ideal para cada lavagem e garantir que suas peças fiquem limpas, de acordo com cada nível de sujeira.<br> Seu exclusivo sistema Easy Clean, dilui até 100%* do sabão e o amaciante, evitando manchas e relavagem.<br> Além disso, possui filtro pega fiapos, que retém os fiapos desagradáveis que podem ficar nas roupas após a lavagem.<br> <br> <br> Características: <br> Capacidade (kg de roupas): 11<br> Acesso ao cesto: Superior<br> Água quente: Não<br> Centrifugação: Sim<br> Dispenser para sabão: Sim<br> Dispenser para amaciante: Sim<br> Elimina fiapos: Sim - através do filtro<br> Exclusivo sistema Easy Clean que dilui o sabão e o amaciante, evitando manchas e relavagem.<br> O agitador com filtro que retém os fiapos deagradáveis que podem ficar nas roupas após a lavagem.<br> Possui a exclusiva tecla Economia. Quando acionada, reaproveita a água de lavagem, garante o melhor uso de recursos, gerando economia e menor impacto ao meio ambiente.<br> <br> <br> Especificações Técnicas: <br> Controles: Eletromecânicos<br> Velocidade de centrifugação (rpm): 680<br> Consumo de Energia: A (menos 25% de consumo)<br> Acabamento do cesto: Polipropileno<br> <br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_de_lavagem"":""11 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,11 kg,Branco,Electrolux,Não informado,11kg,Não informado,Electrolux ,110V,11kg,Branco
