Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,AI-PAVE-BR,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Atributos Multimidia,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
lojahipervarejo||15881-KIT21333002,Pneu,2 Pneu Moto Pirelli 120/100-18 68M 80/100-21 51M Scorpion Mx Extra X,"AplicaçãoHONDA<ul><li>XR </li><li>XRE </li></ul>YAMAHA<ul><li>XTZ </li></ul>Conteúdo da Embalagem<p>1 Pneu 120/100-18 traseiro<br>1 Pneu 80/100-21 dianteiro</p>Importante<p>• Recomendamos que os produtos sejam instalados por profissionais especializados e não nos responsabilizamos pelo mau uso ou instalação indevida, causando a perda da garantia.<br>• Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.<br>• Tempo de garantia: 5 Anos a partir da emissão da nota fiscal por defeito de fabricação.<br>• O consumidor tem o prazo de 7 (sete) dias a contar do ato de recebimento do produto para exercer o seu direito de arrependimento.<br>• Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.<br>• Imagem meramente ilustrativa.<br>• Alguns veículos podem sair de fábrica com mais de uma medida de pneu. Por favor, verifique sempre no veículo qual é a medida exata.</p>A Marca<p>A Pirelli tem uma longa tradição de fabricar pneus que combinam inovação, qualidade de produto e uma marca forte. A empresa sempre teve um foco especial na pesquisa e no desenvolvimento. A Pirelli se esforça continuamente para melhorar a qualidade de seus produtos em termos de desempenho e segurança e também impacto ambiental, em linha com a estratégia de desempenho verde do grupo. Organizada em torno de um modelo de gestão sustentável que busca manter o mais alto padrão internacionalmente reconhecido. O plano industrial da companhia, que aguarda até 2020, planeja adicionar às medidas já previstas no plano de sustentabilidade ambiental, social e econômica, introduzido em 2009, para atender às expectativas de seus diversos públicos de interesse.</p>O Produto<p><span>Esses pneus foram fabricados para competições off-road. Eles apresentam excelente tração em solo macio e intermediario. Além disso, se destacam pela superior aderência tanto em terrenos arenosos quanto em solos gradeados.</span></p>","{""altura_do_pneu"":""100"",""largura_do_pneu"":""100"",""marca"":""Pirelli""}",Pirelli,,100,100,,,,,,,,,,,,,Pirelli,18,100,120,2,Moto,Não informado,Não informado,Off-road,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,120/100-18 68M 80/100-21 51M,Pirelli,"17""",100,120,2 Pneus,,Traseiro
webpneus||27867-4,Pneu,Kit 4 Pneus Pirelli Aro 17 215/55R17 Cinturato P7 94V,"<p>O pneu Pirelli Cinturato P7 é um pneu com banda de rodagem assimétrica, desenvolvido para proporcionar conforto de rodagem, com segurança nas curvas e frenagens, além de respostas rápidas nas mudanças de direção. Um pneu com estrutura reforçada, para evitar deformações ao longo do tempo de uso, ampliando a sua vida útil, e aumentando o tempo entre as trocas, o que garante mais economia por quilometro. Os pneus Pirelli utilizam o que há de melhor em tecnologia para garantir a máxima satisfação no uso, com desempenho, segurança e durabilidade elevadas.Sobre a PirelliFundada em Milão, na Itália em 1872, a Pirelli é líder no segmento premium com elevado conteúdo tecnológico. A empresa têm 19 fábricas em todo o mundo, em quatro continentes e opera em mais de 160 países. Presente na Milan Stock Exchange desde 1922, a Pirelli é conhecida pela sua longa tradição industrial, que sempre combinou a capacidade de inovação com produto de qualidade e força de marca. Desde 2002, a grandeza da marca Pirelli é reforçada pela moda PZero e por projetos de alta tecnologia, ainda mais reforçado pela sua entrada na Formula 1TM, para o qual a Pirelli é o fornecedor exclusivo de pneus por um contrato de três anos: 2011-2013.</p><p><br>Classificação do produto</p><p><br>Fabricante: Pirelli</p><p>Modelo: Cinturato P7</p><p>Medida: 215/55R17</p><p>Largura: 215mm</p><p>Perfil: 55% da largura</p><p>Aro: 17 polegadas</p><p>Índice de carga: 94 - 670kg</p><p>Índice de velocidade: V - 240km/h</p><p>Run Flat: Nao</p><p>Tipo de terreno: HT</p><p>Extra Load: Nao</p><p>Tipo de construção: Radial</p><p>Inmetro: Sim</p><p>Referência: 27867</p><p>Categoria: Passeio</p><p>Garantia: 5 anos</p>",,,,,,,,,,,,,,,,,,Pirelli,17,55,215,4,P7,215mm,Não informado,HT,Não informado,Não informado,Não informado,Não informado,R17,55,215/55R17,Pirelli,"17""",55,215,4 Pneus,Passeio,
pneustore||16009014,Pneu,Pneu Speedmax Prime Aro 15 Pangea All-Terrain 235/75R15 104/101R - Letras Brancas,"*Nossas vendas são realizadas apenas para consumidor final, sendo vetada a comercialização para CNPJ de revendedores.",,,,,,,,,,,,,,,,,,Speedmax Prime,15,75,235,1,Pneu,Não informado,Não informado,All-Terrain,Letras Brancas,Não informado,Pangea,Não informado,Não informado,104101R,23575R15,Speedmax,"15""",75,235,1 Pneu,Passeio,
gehumrodas||30,Pneu,Kit 2 Pneus Aro 14 Pirelli P4 Cinturato 175/70r14 84t,Kit 2 Pneus Aro 14 Pirelli P4 Cinturato 175/70r14 84t,"{""largura_do_pneu"":""175"",""marca"":""Pirelli"",""quantidade_de_pecas"":""2 Pneus""}",Pirelli,,,175,2 Pneus,,,,,,,,,,,,Pirelli,14,70,175,2,P4 Cinturato,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,14,84t,17570r14,Pirelli,"14""",70,175,2 Pneus,,
pneubest2||23560R17LSC1VAI,Pneu,Pneu 235/60R17 102V Sport Autogreen,Pneu 235/60R17 102V Sport Cruiser SC6 Autogreen Marca: Autogreen<br>Modelo: Sport Cruiser SC6<br>Aro: 17 <br>Índice de peso: 102 - 850kg <br>Índice de velocidade: V - 240km/h <br>Construção: Radial<br>Tipo: Sem camara<br>Aplicação: Vias pavimentadas<br>Tipo de desenho: Simetrico<br>Lateral: Letras pretas,"{""altura_do_pneu"":""60"",""aro"":""17\"""",""largura_do_pneu"":""235"",""marca"":""Autogreen""}",Autogreen,"17""",60,235,,,,,,,,,,,,,Autogreen,17,60,235,Não informado,Sem camara,Não informado,Não informado,Pavimentadas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,23560R17,Autogreen,"17""",60,235,1 Pneu,Passeio,
webpneus||33639,Pneu,Pneu Triangle Aro 16 205/55R16 TC101 91V,"<p>Pneu projetado para motoristas exigentes, proporciona estabilidade em altas velocidades tanto em piso seco quanto em piso molhado. Traz ótimo conforto, baixo nível de ruído, excelente dirigibilidade, baixa resistência ao rolamento e seus sulcos são ótimos contra aquaplanagem. Ideal para todos os modelos de carros esportivos.Sobre a TriangleDesde a sua fundação em 1976, a Triangle já adquiriu fabricação de pneus há 33 anos para a maioria das aplicações. Durante esses anos, o Triângulo sempre manteve um único objetivo fundamental: atender às demandas globais dos clientes e servir o mercado global através de pesquisa e desenvolvimento contínuos. Sobre a base de aproveitar o mercado interno de consumo de pneus, Triangle penetra ativamente no mercado internacional. No presente, Triangle exportou pneus a mais de 130 paises e distritos ao longo da América, Australia e Europa, e foi beneficiada pela ampla confiança de clientes globais com sua alta qualidade e boa classificação. A globalização economica fornece uma boa oportunidade de desenvolvimento para as empresas.</p><p><br>Classificação do produto</p><p><br>Fabricante: Triangle</p><p>Modelo: TC101</p><p>Medida: 205/55R16</p><p>Largura: 205mm</p><p>Perfil: 55% da largura</p><p>Aro: 16 polegadas</p><p>Índice de carga: 91 - 615kg</p><p>Índice de velocidade: V - 240km/h</p><p>Run Flat: Nao</p><p>Tipo de terreno: HT</p><p>Treadwear: 400</p><p>Aderência: A</p><p>Temperatura: A</p><p>Resistencia ao rolamento: E</p><p>Frenagem no molhado: C</p><p>Ruído externo: 71</p><p>Extra Load: Nao</p><p>Tipo de construção: Radial</p><p>Inmetro: Sim</p><p>UTQG: 400AA</p><p>Referência: 33639</p><p>Categoria: Passeio</p><p>Garantia: 5 anos</p>",,,,,,,,,,,,,,,,,,Triangle,16,55,205,Não informado,Radial,205mm,Não informado,HT,Não informado,Não informado,Não informado,Não informado,16,55,205/55R16,Triangle,"16""",55,205,1 Pneu,Passeio,
webpneus||32858-2,Pneu,Kit 2 Pneus Aplus Aro 16 285/75R16 All Terrain A929 122/119S,"<p>Os quatro sulcos em zigue-zague e blocos laterais resistentes garantem uma excelente tração em todos os tipos de condições de estradas.Os sulcos abertos do ombro do pneu previnem a aquaplanagem e otimizam a performance de arranque no molhado, garantindo excelente evacuação de água.O desenho da banda de rodagem com múltiplas ranhuras confere ótima tração e reduz o desgaste da borracha em situações off-road.A estrutura reforçada da carcaça garantem confiança e durabilidade durante a direção. O composto especial da banda de rodagem melhora a vida útil do pneu e entrega excelente frenagem em pistas molhas e secas.</p><p><br>Classificação do produto</p><p><br>Fabricante: Aplus</p><p>Modelo: All Terrain A929</p><p>Medida: 285/75R16</p><p>Largura: 285mm</p><p>Perfil: 75% da largura</p><p>Aro: 16 polegadas</p><p>Índice de carga: 122/119</p><p>Índice de velocidade: S - 180km/h</p><p>Run Flat: Nao</p><p>Tipo de terreno: AT</p><p>Extra Load: Nao</p><p>Tipo de construção: Radial</p><p>Inmetro: Sim</p><p>Referência: 32858</p><p>Categoria: Pick-up</p><p>Garantia: 5 anos</p>",,,,,,,,,,,,,,,,,,Aplus,16,75,285,2,All Terrain,285mm,Não informado,AT,Não informado,Não informado,Não informado,Não informado,Não informado,75,28575R16,Aplus,"16""",75,285,2 Pneus,Caminhonete,
lojaacheipneus||31739,Pneu,Pneu 225/45R17 94V Hankook Ventus V2 Concept 2 H457,"<p>Saber ler a medida do pneu é fundamental na hora da compra. Todo pneu tem uma medida específica. No exemplo mostramos como a medida 225/45 R17 pode ser encontrada no seu pneu, e também o seu significado:</p><p><strong>225</strong> – Largura do pneu em milímetros. Neste caso, este pneu tem a largura de 225 mm, ou 22,50 centímetros e meio.</p><p><strong>45</strong> – Perfil. Ele é o percentual da largura do pneu. Neste exemplo, a medida 45 representa 45% da largura do pneu.</p><p><strong>R</strong> – Tipo de construção do pneu. Neste caso, o ""R"" significa radial.</p><p><strong>17</strong> – Diâmetro interno do pneu em polegadas (= diâmetro do aro). Neste exemplo, são 17 polegadas, que convertendo significa 43,18 cm.</p><p>Qual o melhor pneu 225/45 R17</p><p>Ao escolher um pneu 225/45 R17, é importante considerar diversos fatores, como o tipo de terreno em que o veículo será utilizado, o estilo de condução do motorista e a qualidade do pneu. É essencial optar por pneus de alta qualidade e que atendam aos requisitos de segurança e durabilidade.</p><p>Nós da Achei Pneus, comercializamos pneus das principais marcas do mercado, todos homologados pelo Inmetro, que avalia a qualidade dos produtos. Essa certificação é fundamental para garantir a segurança dos passageiros e do veículo, pois indica que o pneu foi testado e atende aos padrões exigidos pelo órgão regulador.</p><p><br></p><p>Saiba mais sobre a etiqueta do Inmetro</p><p>A etiqueta do Inmetro, do Programa Brasileiro de Etiquetagem (PBE), tem como objetivo fornecer ao consumidor informações sobre o desempenho dos pneus. Os pneus novos devem ser vendidos com a etiqueta. Isso garante que todos os produtos passaram por rigoroso teste de qualidade. Exceto pneus que possuem a aplicação e utilização para terrenos off-road (M/T), que são isentos dos parâmetros base indicados pelo Inmetro pois sua utilização necessita de características específicas voltadas para a performance neste tipo de terreno.</p><p><br></p><p>Resistência ao</p><p>rolamento</p><p>É a energia absorvida quando o pneu está rodando. Indica o consumo de combustível e a emissão CO2.</p><p>A resistência varia de A para o mais eficiente a G para o menos eficiente.</p><p><br></p><p>Aderência em</p><p>pista molhada</p><p>Indica a aderência do pneu em pista molhada, no ato da frenagem.</p><p>A escala varia de A até G em ordem descrescente de desempenho.</p><p><br></p>",,,,,,,,,,,,,,,,,,Hankook,17,45,225,Não informado,Radial,225,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,45,225/45R17,Hankook,"17""",45,225,1 Pneu,Passeio,
sidrodas||671897165,Pneu,Pneu Delinte Aro 21 245/40R21 100Y Xl dS8 Desert Storm II,"<em><span>O pneu DS8 Desert Storm oferece melhor controle e desempenho em pistas secas ou molhadas, permitindo que ele alcance altas velocidades e uma força de tração acima do comum. É o pneu ideal para quem quer unir a linha esportiva com a linha UHP (</span>Ultra High Performance<span>)</span></em> <em><span>Desenho único e agressivo, com sulcos longitudinais para escoamento eficiente, reduzindo as chances de aquaplanagem;</span></em> <em><span>Otimização do sulco para ampliar a força de tração. Presença de ombros estabilizadores melhoram o desempenho, aumentando a dirigibilidade em pistas molhadas;</span></em> <em><span>Estruturação especial dos blocos internos, projetados para oferecer a máxima aderência possível dos pneus com o solo.</span></em>","{""largura_do_pneu"":""245"",""marca"":""Delinte""}",Delinte,,,245,,,,,,,,,,,,,Delinte,21,40,245,Não informado,Pneu,Não informado,Não informado,Não informado,Não informado,Não informado,Xl,Não informado,R21,100,24540R21,Delinte,"21""",40,245,1 Pneu,Passeio,
elizarodas||1988,Pneu,Pneu 265 35 ZR20 101Y XL DH2,"O DH2 Eco chegou para o seu carro de passeio. A linha DH2 é fabricada com o auxílio da tecnologia Eco, que gera um menor impacto ambiental. Além disso, essa tecnologia aumenta a vida útil do pneu e confere grande versatilidade ao produto. A Delinte possui uma extensa variedade de medidas para o DH2 Eco. Escolha a mais adequada para o seu pneu.Padrões assimétricos que garantemmelhor aderência, pois oferecem uma maior área de contato com o solo, e favorecem um desgaste uniformede toda a sua superfícieOmbros mais reforçados e resistentes ao calor, que atenuam ruídos produzidos pelo deslocamento do fluxo de ar e fornecem maior estabilidade em altas velocidadesRanhuras silenciado estrategicamente pensadas e desenhadas para reduzir os ruídos do pneu, garantindo maior conforto e silêncio ao rodar",,,,,,,,,,,,,,,,,,Delinte,20,35,265,Não informado,DH2 Eco,Não informado,Não informado,Não informado,Não informado,Carro de passeio,XL,Não informado,Não informado,ZR,265/35ZR20,Delinte,"20""",35,265,1 Pneu,Passeio,
pneuscampinasdistribuidora||814f229ad8c611eab8af4201ac18501e,Pneu,Pneu aro 16 265/70 r16 pirelli scorpion str 112h,"A Pirelli tem uma longa tradição de fabricar pneus que combinam inovação, qualidade de produto e uma marca forte. A empresa sempre teve um foco especial na pesquisa e no desenvolvimento. A Pirelli se esforça continuamente para melhorar a qualidade de seus produtos em termos de desempenho e segurança e também impacto ambiental, em linha com a estratégia de desempenho verde do grupo. Organizada em torno de um modelo de gestão sustentável que busca manter o mais alto padrão internacionalmente reconhecido. O plano industrial da companhia, que aguarda até 2020, planeja adicionar às medidas já previstas no plano de sustentabilidade ambiental, social e econômica, introduzido em 2009, para atender às expectativas de seus diversos públicos de interesse.O ProdutoO Scorpion STR Pirelli é um pneu destinado para pick-ups e utilitários esportivos empregados em percursos pavimentados. Desenvolvido para suportar maior capacidade de carga e proporcionar elevado rendimento quilométrico, este produto oferece ótimo conforto e baixo nível de ruído também em altas velocidades. Seu desenho da banda de rodagem foi projetado para melhorar a frenagem no seco e no molhado e evitar a aquaplanagem. *Indicado para utilização predominante no asfalto; * Presentes nos mais renomados modelos de veículos;* Ideal também para uso em alta velocidade;* Ótima dirigibilidade também em piso molhado; * Excelente conforto e baixo nível de ruído;Por favor, verifique sempre no veículo qual é a medida exata do seu pneu.Recomendamos que os produtos sejam instalados por profissionais especializados e não nos responsabilizamos pelo mau uso ou instalação indevida, causando a perda da garantia.A imagem do produto é meramente ilustrativa.","{""altura_do_pneu"":""70"",""largura_do_pneu"":""265"",""marca"":""Pirelli""}",Pirelli,,70,265,,,,,,,,,,,,,pirelli,16,70,265,Não informado,Scorpion STR,Não informado,Não informado,Asfalto,Não informado,pick-ups e utilitários esportivos,112H,Não informado,R16,Não informado,265/70 R16,Pirelli,"16""",70,265,1 Pneu,Utilitário,
brandy||920305,Pneu,Pneu Vipal ST 200 Traseiro 90/90-18 51P Para Moto CG Titan YBR Yes - Brandy,"<p>A Brandy está no mercado de duas rodas há mais de 60 anos. Iniciamos nossa história com uma oficina de lambretas e vespas, fomos fabricantes de bicicletas e chegamos a ser a 3a maior montadora de motos do Brasil.</p><p><br></p><p>Hoje, a Brandy é uma importante fabricante e importadora de peças para motos, e nossos fornecedores são os mesmos desde a época em que a fabricávamos motocicletas, fornecedores esses que hoje atendem as linhas de montagem das principais marcas de motocicletas mundo afora.</p><p><br></p><p>Benefícios de comprar na Brandy:</p><p><br></p><p>• LOJA OFICIAL</p><p>• COMPRA DIRETO DA FÁBRICA</p><p>• ENTREGA GARANTIDA</p><p>• ENVIO EM ATÉ 24H</p><p>• GARANTIA SIMPLIFICADA</p><p><br></p><p><br></p><p>DESCRIÇÃO DO PRODUTO:</p><p><br></p><p><strong>Pneu Vipal ST 200 Traseiro 90/90-18 51P CG / Titan / YBR / Yes </strong></p><p><br></p><p>Pneu para uso com câmara. </p><p><br></p><p><strong>Marca: </strong>Vipal </p><p><strong>Código Brandy: </strong>920305 </p><p><br></p><p><strong>Aplicação: </strong></p><p>CG </p><p>Titan </p><p>YBR </p><p>Yes </p><p><br></p><p>O pneu Vipal ST200 foi criado para o uso urbano, para motociclistas que rodam por longos períodos e fazem movimentos rápidos em curtos espaços, proporcionando agilidade nas manobras e excelente dirigibilidade. </p><p>Alto rendimento quilométrico aliado a um desgaste uniforme da banda de rodagem. </p><p>Conforto e segurança, com excelente aderência e estabilidade em pistas secas ou molhadas. </p><p><br></p><p><strong>Especificações do Pneu: </strong></p><p>Medida: 90/90-18 </p><p>Aro: 18 </p><p>Índice de Carga: 51 </p><p>Índice de Velocidade: P </p><p>Montagem: Tube Type (com câmara) </p><p>Pneu de Construção Convencional </p><p><br></p><p>Atenção: </p><p>Instale o pneu com profissional especializado. </p><p>Imagem Meramente Ilustrativa.</p><p><br></p><p>Atenção:</p><p><br></p><p>Antes de finalizar a compra, tire todas as suas dúvidas referentes a compatibilidade dos produtos e evite devoluções ou cancelamentos. Caso aconteça qualquer problema na entrega ou em seu produto nos informe e peça ajuda, resolveremos todos e qualquer solicitações.</p><p><br></p><p>Obs: Em caso de devolução o produto deverá ser encaminhado em sua embalagem original em perfeito estado de conservação, sem indícios de violação nos lacres, acompanhados da Nota Fiscal, assim como de todos os componentes da embalagem original(parafusos, certificado de garantia, buchas etc...)</p>","{""altura_do_pneu"":""90"",""aro"":""18\"""",""largura_do_pneu"":""90"",""marca"":""Vipal"",""tipo"":""Traseiro""}",Vipal,"18""",90,90,,Traseiro,,,,,,,,,,,Vipal,18,90,90,1,Traseiro,Não informado,Não informado,Não informado,Não informado,CG Titan YBR Yes,Não informado,Não informado,Não informado,90,90/90-18,Vipal,"18""",90,90,1 Pneu,,Traseiro
kavernas||LQL1434115,Pneu,Pneu Pirelli 110/100-18 Mt16 Garacross (tt) Nhs (t),"<p>PNEU PIRELLI 110/100-18 MT16 GARACROSS (TT) NHS (T)Pneu Para Todo Uso Com Grande Durabilidade Alto Nível De Aderência Tração E Aderência Terrenos Com Condições Variadas<br> <br> Cor: OFF ROAD - CROSS COUNTRY<br> Tamanho:<br> Peso Liquido: 0,677</p>",,,,,,,,,,,,,,,,,,Pirelli,18,100,110,Não informado,Garacross,Não informado,Não informado,Todo Uso,OFF ROAD - CROSS COUNTRY,Não informado,TT,677,Não informado,Não informado,110100-18,Pirelli,"18""",100,110,1 Pneu,,
lojahipervarejo||KIT40956002,Pneu,Kit 2 Pneu Aro 17 225/45R17 Pirelli 91 W TL Powergy,"<p>Aplicações</p> <p>Audi: A3, A3 Sedan, A4, S3, S4, Tt</p> <p>Bmw: Série 2, Série 2 Ii, Série 3, Z3, Z4</p> <p>Chevrolet: Vectra</p> <p>Citroen: C4 Lounge, C4 Lounge Ii</p> <p>Hyundai: I30, I30 Ii</p> <p>Lexus: Is250, Is300, Is350c</p> <p>Maserati: Quattroporte</p> <p>Mercedes: Classe A, Classe C, Classe Cla, Classe Clc, Classe E, Clk, Slk</p> <p>Mitsubishi: Lancer</p> <p>Peugeot: 308, 308.0, 408, 408.0</p> <p>Seat: Leon</p> <p>Subaru: Impreza</p> <p>Toyota: Corolla Xii</p> <p>Volkswagen: Beetle, Golf, Golf Variant, Golf Vii, Jetta, Jetta Ii</p> <p>Volvo: C70, S60, V70, V70 Xc, Xc70</p> <p><br>Conteúdo De Embalagem<br>2 Pneu 225/45r17</p> <p><br>Atributos<br>Índice De Carga: 91 - 615 Kg<br>Índice De Velocidade: W - 270 Km/h<br>Observação: Letras Pretas<br>Tipo De Desenho: Assimétrico<br>Tipo De Veículo: Carros<br>Aderência: B<br>Consumo: C<br>Ruído: 70 Db<br>Protetor De Borda: Não<br>Extra Load: Não<br>Runflat: Não</p> <p>Garantia<br>60 Meses</p>","{""altura_do_pneu"":""45"",""aro"":""17\"""",""largura_do_pneu"":""225"",""marca"":""Pirelli""}",Pirelli,"17""",45,225,,,,,,,,,,,,,Pirelli,17,45,225,2,TL,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,22545R17,Pirelli,"17""",45,225,2 Pneus,Passeio,
lojaolist||OLS19DNLBOZNYXV7,Pneu,Pneu 120 70 15 Michelin Sem Camara City Grip 2,"Aplicações:- Pneu Dianteiro Suzuki Burgman 650- Pneu Dianteiro BMW C 400 GT- Pneu Dianteiro Dafra Maxsym 400- Pneu Dianteiro Yamaha T Max/ X Max 250- Pneu Dianteiro Honda Forza 350- Pneu Dianteiro Kymco Ak 550IDescrição TécnicaTipo: Pneu Novo Com Certificado INMETROMedida: 120-70-15Aro: 15Modelo: City Grip 2Fabricante: MichelinÍndice de Carga: 56 - 224kg Índice de Velocidade: S - 180km/hTipo de uso: Uso Sem CâmaraCódigo INMETRO: 002631/ 2012Código Interno: 18546Garantia: 60 meses diretamente com o fabricanteCom mais de 130 anos de história, a Michelin é uma das líderes mundiais em fabricação e comercialização de pneus, que tem como objetivo oferecer às pessoas uma melhor maneira de ir mais longe através da qualidade de seus produtos.",,,,,,,,,,,,,,,,,,Michelin,15,70,120,Não informado,Sem Camara,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,120-70-15,Michelin,"15""",70,120,1 Pneu,,Dianteiro
motopecasibiza||1333p,Pneu,Pneu Dianteiro 18-2.75 CG Roadwell Mod Duracity DM 07,"O pneu dianteiro 18-2.75 CG Roadwell Mod Duracity é uma escolha confiável para proprietários de motocicletas modelo CG que buscam um pneu durável e de alto desempenho. Projetado especificamente para se adaptar às rodas dianteiras desses modelos, este pneu oferece uma combinação de durabilidade, aderência e estabilidade.Com suas dimensões específicas de 18 polegadas de diâmetro e largura de 2.75 polegadas, este pneu proporciona um ajuste preciso e uma base sólida para garantir uma condução segura e confortável. A marca Roadwell é conhecida por sua qualidade e compromisso com a segurança do motociclista, e o modelo Duracity não é exceção.Construído com materiais de alta qualidade e tecnologia avançada, este pneu oferece excelente tração em uma variedade de condições de estrada, desde superfícies secas até molhadas. Sua banda de rodagem é projetada para fornecer uma resposta precisa da direção e uma excelente estabilidade, mesmo em curvas e manobras bruscas.Além disso, o pneu Duracity é projetado para resistir ao desgaste, proporcionando uma vida útil prolongada e reduzindo a necessidade de substituições frequentes. Com o pneu dianteiro 18-2.75 CG Roadwell Mod Duracity, os motociclistas podem desfrutar de uma experiência de condução confiável e segura em todas as suas viagens.",,,,,,,,,,,,,,,,,,Roadwell,18,Não informado,275,1,Dianteiro,Não informado,Não informado,Não informado,Não informado,CG,Duracity DM 07,Não informado,Não informado,Não informado,18-275,Roadwell,"18""",,2.75,1 Pneu,,Dianteiro
maniavirtual||K001729-01,Pneu,Jogo 4 pneus michelin aro 16 agilis+ mo 195/75r16c 107/105r tl,"O Michelin Agilis é um pneu voltado ao uso comercial, que tem como foco ser seguro, eficiente e garantir a economia, pois além de auxiliar na redução do consumo de combustível, as tecnologias empregadas na sua fabricação ainda fazem com que o pneu tenha longa vida útil e maior resistência a possíveis perfurações. As laterais são reforçadas a fim de proteger de possíveis impactos durante o uso, como meio fio e até mesmo buracos. É um pneu com alta eficiência em frenagens e curvas, mesmo quando o veículo está carregado, graças ao desenho da banda de rodagem que faz com que o pneu tenha amplo contato com o solo e ótimo escoamento de água, para assegurar as características mesmo quando rodar em pista molhada.",,,,,,,,,,,,,,,,,,michelin,16,75,195,4,agilis mo,Não informado,Não informado,Não informado,Não informado,uso comercial,tl,Não informado,16,75,195/75R16C,Michelin,"16""",75,195,4 Pneus,Passeio,
tirestore||10000,Pneu,Pneu Aro 15 155/60R15 74T Continental Ecocontact 3 kit 2,"<p>MARCA<br>Fundado em Hanover na Alemanha, o Grupo Continental é considerado um dos maiores fabricantes globais de componentes para diversos segmentos da indústria automobilística. A Continental é um dos principais fabricantes de pneus para veículos de passeio e comerciais leves da Europa e o quarto maior fornecedor do mundo de pneus para veículos de passeio e comerciais leves.<br><br>Marca: Continental<br>Modelo: CONTIECOCONTACT 3<br>Linha: CONTIECOCONTACT 3<br>Medida: 155/60R15<br>IC: 74<br>IV: T<br>Peso: 6<br>Altura: 57<br>Comprimento: 57<br>Largura: 15,5<br>Ruído: 70<br>Consumo: E<br>Aderência: B<br>Durabilidade: 240<br>Tração: A<br>Temperatura: A<br>Letra: Pretas<br>Run Flat: Não<br>Protetor de borda: Não<br>Tipo de terreno: HT<br>Tipo de desenho: Assimétrico<br>Camara: Não<br>Construção: Radial<br>Categoria (P, C, LT, ST, T): P<br>Ean: 4019238023206<br>Quantidade de pneus: 2<br>Tipo de unidade: Unidade<br>Relação de aspecto: 60<br>Diâmetro da roda: 15<br>Tipo de veículo: Carro <br>Faixa de carga: SL<br>Garantia: Garantia de 5 anos contra defeitos de fabricação.<br><br>SOBRE A LOJA<br>A Tire Store é uma loja virtual para venda de molas esportivas e pneus de marcas nacionais e importadas que são referências no mercado. Nosso compromisso com você vai além da venda. Queremos superar suas expectativas, sempre atendendo com excelência, nos tornando assim referência de alta qualidade, preço competitivo e relevância.</p>","{""altura_do_pneu"":""60"",""largura_do_pneu"":""155"",""marca"":""Continental""}",Continental,,60,155,,,,,,,,,,,,,Continental,15,57,155,2,P C LT ST T P,155,2,HT,Não informado,Carro,Não informado,6,57,60,15560R15,Continental,"15""",60,155,2 Pneus,Passeio,
showpneuserodas||SHOW315,Pneu,Pneu 245 40 RF18 93Y QIRIN 990 (RSC),"O Sentury-Landsail Qirin 990 foi completamente redesenvolvido com base em nossos anos de experiência e em colaboração com parceiros que estão ativos no automobilismo. A combinação escolhida da construção do pneu e do design da banda de rodagem garante um desempenho muito impressionante em estradas secas e molhadas. A base da banda de rodagem é formada por 4 sulcos circunferenciais de larguras variadas. Os sulcos laterais da banda de rodagem conectam esses sulcos circunferenciais. Isso otimiza a evacuação da água e minimiza o risco de hidroplanagem. Além disso, também reduz significativamente a produção de ruído. Os largos blocos da banda de rodagem no ombro com ranhuras circunferenciais para o lado do pneu garantem a estabilidade em todas as circunstâncias.",,,,,,,,,,,,,,,,,,QIRIN,18,40,245,Não informado,RF,Não informado,Não informado,Não informado,Não informado,Não informado,RSC,Não informado,Não informado,93Y,245 40 RF18,Landsail,"18""",40,245,1 Pneu,,
