Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Atributos Multimídia,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
magazineluiza||010113300,Freezer,Freezer Clean 280 Inox 276 litros Brastemp,,"{""cor"":""Inox"",""marca"":""Brastemp""}",,Brastemp,Inox,,,,,,276 litros,Brastemp,Inox,Não informado,Freezer,Não informado,Não informado,Não informado,Brastemp,276L,Inox,110V,,,
dufrio||100260109,Freezer,Freezer Horizontal 1 Porta Philco 200 Litros H200L  110V,"Freezer Horizontal 1 Porta Philco 200 Litros H200L<p>Para quem está em busca de um local para guardar alimentos e bebidas esse Freezer é a opção certa.</p><p>Pois possui <strong>Dupla Função</strong> opera tanto como Congelador ou Refrigerador, te possibilita não apenas congelar seus alimentos mas também deixa-los resfriados.</p><p>Compacto e espaçoso por dentro, se adequa perfeitamente ao seu ambiente. </p><p>Além disso é econômico com classificação energética A e Gás Refrigerante que não agride o meio ambiente. </p><p>Conta ainda com rodas que facilitam seu deslocamento tudo pensado em facilitar o seu dia a dia! </p>","{""capacidade_liquida_de_armazenamento"":""200 L"",""cor"":""Branco"",""marca"":""Philco"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""127 V""}",200 L,Philco,Branco,127 V,,,1 Porta,,200 Litros,Philco,Não informado,110V,Horizontal,1 Porta,1,Não informado,Philco,200L,Branco, 110V,Horizontal,1,Manual
centermaq||7740,Freezer,Freezer Vertical Tripla Ação Preto 565L Porta de Vidro VCET565V Fricon,Conservador Vertical Tripla Ação Preto 565L Porta de Vidro VCET565V Fricon<br> <br><br>Conservação de produtos congelados ou resfriados<br>Puxador embutido<br>Barra de to<br>,"{""capacidade_liquida_de_armazenamento"":""565 L"",""marca"":""Fricon"",""tipo"":""Vertical"",""voltagem"":""127 V""}",565 L,Fricon,,127 V,Vertical,,,,565L,Fricon,Preto,Não informado,Vertical,Porta de Vidro,Não informado,Não informado,Fricon,565L,Preto,110V,Vertical,1,
fidcomex||PHPFH260B2,Freezer,Freezer Horizontal Philco Pfh260b 246 Litros Branco 220v,"Você pode até achar que freezer é um tipo de eletrodoméstico útil apenas para quem tem comércio, mas não é bem assim. Ter um freezer em casa pode proporcionar uma série de benefícios para quem tem família grande ou, por qualquer motivo, precisa de bastante espaço para armazenar alimentos congelados. No freezer você pode guardar grandes volumes que, muitas vezes, não cabem no congelador. E sabendo de como pode facilitar a sua vida a Philco apresenta o Freezer PFH260B 56752008 220V. Ele é horizontal, com degelo manual e sua temperatura pode chegar em até -18°C. Conta com uma porta, tem capacidade líquida de 246 litros e possui a função de congelador e refrigerador.","{""capacidade_liquida_de_armazenamento"":""246 L"",""cor"":""Branco"",""marca"":""Philco"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""220 V""}",246 L,Philco,Branco,220 V,,,1 Porta,,246 Litros,Philco,Branco,220v,Horizontal,Uma porta,1,Manual,Philco,246L,Branco,220V,Horizontal,1,Manual
lojascertel||2000549,Freezer,Freezer Vertical Consul CVU20GB Branco,"Este Freezer vertical Consul é ideal para quem deseja espaço e praticidade. Na porta do produto tem informações de uso, para você usar o seu freezer da melhor maneira! AVISO: Imagens meramente ilustrativas, objetos decorativos não acompanham o produto.","{""cor"":""Branco"",""marca"":""Consul"",""tipo"":""Vertical"",""voltagem"":""220 V""}",,Consul,Branco,220 V,Vertical,,,,Não informado,Consul,Branco,Não informado,Vertical,Não informado,Não informado,Não informado,Consul,142L,Branco,220V,Vertical,1,
efacil||2220336,Freezer,"Freezer Horizontal Metalfrio 284 Litros NF30SLB, com Luz de LED, Branco",PRODUTO DESATIVADO<br>,"{""marca"":""Metalfrio"",""voltagem"":""Bivolt""}",,Metalfrio,,Bivolt,,,,,284 Litros,Metalfrio,Branco,Não informado,Horizontal,Não informado,Não informado,Não informado,Metalfrio ,284L,Branco,110V,Horizontal,2,Frost Free
oliststore||MGLBV24CF1DMXUTV,Freezer,Freezer Horizontal Digital Flexbeer 100L Midea 220V Preto,"Freezer Horizontal Digital FlexBeer 100L Midea 220V Preto CBA10P2 O Freezer Horizontal Digital FlexBeer 100L da Midea veio para trazer muito mais versatilidade no seu dia a dia. Compacto por fora e muito espaçoso por dentro, conta com termostato eletrônico externo, proporcionando variação grau por grau de temperatura para uma seleção mais precisa. Pode ser como Refrigerador, Freezer e Conservador, podendo operar entre -30C e 10C. Super econômico, conta com a Função Super-Freeze, silencioso, possui 2 pés reguladores para ajuste do nivelamento do aparelho e Gás Refrigerante Ecológico R600a, livre de CFC. Atributos do Produto: Referência: CBA10P2 Código: CBA10P2 Código de Barras: 7908198003137 Garantia: 12 meses Marca: Midea Modelo: CBA10P2 Voltagem: 220V Cor: Preto Detalhes e Especificações Técnicas: Termostato digital externo Pode ser como Freezer, Refrigerador e Conservador Cesto de armazenagem Função Super Freezer Classificação Procel A+ Gás Refrigerante Ecológico R600A livre de CFC Dimensões do Produto Altura: 85,0 cm Largura: 54,5 cm Comprimento: 49,5 cm Peso: 26,5 kg Conteúdo da Embalagem Freezer Horizontal Digital FlexBeer 100L Midea 220V Preto CBA10P2 Importante Produtos de decoração não inclusos. Imagens meramente ilustrativas; As cores dos objetos podem sofrer alterações devido a luminosidade, configurações do monitor e até mesmo a percepção do usuário; Os dados divulgados são de responsabilidade do fabricante/fornecedor.","{""capacidade_liquida_de_armazenamento"":""100 L"",""cor"":""Preto"",""marca"":""Midea"",""voltagem"":""220 V""}",100 L,Midea,Preto,220 V,,,,,100L,Midea,Preto,220V,Horizontal,Não informado,Não informado,Não informado,Midea,100L,Preto,220V ,Horizontal,1,
lojastaqi||222675110,Freezer,"Freezer Vertical Brastemp BVR28N, 1 Porta, 228 Litros, Branco","Praticidade e qualidade é o que precisamos no dia a dia, o Freezer Vertical BVR28NKANA da Brastemp preserva seus alimentos, bebidas e embalagens preferidas de modo econômico. O modelo BVR28NK tem espaço interno para até 228 litros de capacidade líquida de armazenamento, uma porta e baixo consumo de energia. Com o apertar de um botão você pode fazê-lo funcionar como uma refrigerador. E ainda possui pés estabilizadores, controle de temperatura externo, função flex, o freezer pode ser usado como geladeira, prateleiras de vidro temperado super resistentes e sistema Frost Free, você nunca vai precisar descongelar, proporcionando mais praticidade para o dia a dia.","{""capacidade_liquida_de_armazenamento"":""228 L"",""marca"":""Brastemp"",""quantidade_de_portas"":""1 Porta"",""tipo"":""Vertical"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",228 L,Brastemp,,127 V,Vertical,,1 Porta,Frost Free,228 Litros,Brastemp,Branco,Não informado,Vertical,1 Porta,1,Frost Free,Brastemp,228L,Branco,110V,Vertical,1,Frost Free
casaeciaoutlet1||100008202,Freezer,Freezer Vertical Consul Slim de 142 Litros Branco - CVU20GB- 110V,"Destaques Mais Espaço para Congelados O Freezer Vertical Consul de 142 litros é perfeito para quem busca um espaço extra para guardar os congelados. Compacto, tem um super espaço interno e cabe perfeitamente na sua cozinha. Ele também conta com compartimentos especiais para conservar os seus alimentos por mais tempo. Gelo e Picolé Derretidos? Se depender do Freezer Consul você nunca mais vai ter este problema, pois ele conta com um compartimento especial de congelamento rápido com o tamanho perfeito para gelos, picolés e embalagens pequenas Prateleira do Prato Pronto O freezer vertical conta com uma gaveta especial para você guardar suas refeições congeladas ao alcance das mãos. Prático, né? Gavetão de Frutos do Mar Com este freezer você não vai ter aquele problema de abrir a porta e sentir como se estivesse em uma peixaria ou então de pegar um frango e ele estar com gosto de peixe. Ele conta com um Gavetão de Frutos do Mar que fica isolado e evita que os cheiros se espalhem. Bem pensado, né? Tudo no Cestinho O freezer de 142 litros conta com 5 cestinhos para você armazenar o que quiser. E o melhor, são todos removíveis, o que facilita a hora da limpeza e contam com travas de segurança para evitar acidentes. Características Tipo: Vertical Capacidade: 142 litros Portas: 01 Especificações Técnicas Modelo: CVU20GB Cor: Branco Voltagem: 110V EAN: 7891129196223 (110V) Garantia: 12 meses Dimensões e Peso Dimensões do produto (AxLxP): 1488x483x620mm Peso do produto: 43,0 KgItens Inclusos 01 Freezer Vertical Consul de 142 Litros Branco - CVU20GB","{""marca"":""Consul"",""tipo"":""Vertical"",""voltagem"":""127 V""}",,Consul,,127 V,Vertical,,,,142 Litros,Consul,Branco,110V,Vertical,1,1,Não informado,Consul,142L,Branco, 110V,Vertical,1,
liberatti||50512,Freezer,Freezer Horizontal Esmaltec 305 Litros 2 Portas - EFH350,"Freezer Horizontal Esmaltec 355 Litros 2 Portas - EFH350<br><br><br>O freezer da Esmaltec é ideal para você deixar seus alimentos congelados e bem conservados.<br>Seu gabinete interno é em aço galvanizado para maior durabilidade.<br>O freezer EFH350 traz um excelente espaço interno com uma capacidade 355L. <br>Possui duas portas, para facilitar a organização dos alimentos e dreno frontal, que permite recolher o gelo derretido com uma vasilha para maior praticidade. Aproveite!<br><br><br>Benefícios:<br>Dupla ação: conservador e congelador<br>Gabinete interno em aço galvanizado com cantos arredondados<br>Gabinete externo pintado a pó<br>Dreno frontal com tampa<br>Rodízios rotativos<br>Tampas balanceadas<br><br><br>Especificações técnicas:<br>Gás R134A<br>Temperatura: -22°C a 3,5°C<br>Volume total: 355 Litros<br><br><br>Dimensões:<br>Altura: 93,7 cm<br>Largura: 100,3 cm<br>Profundidade: 65 cm<br>Peso: 60 kg<br><br><br>Garantia do fornecedor de 12 meses.","{""capacidade_liquida_de_armazenamento"":""305 L"",""marca"":""Esmaltec"",""quantidade_de_portas"":""2 Portas"",""voltagem"":""127 V""}",305 L,Esmaltec,,127 V,,,2 Portas,,355 Litros,Esmaltec,Não informado,Não informado,Horizontal,2 Portas,2,Não informado, Esmaltec ,305L,Branco,110V,Horizontal,2,
salvadorcomercial2||G01210,Freezer,Freezer Refrigerador Congelador Horizontal Dupla Ação 419L DA420 Metalfrio,"<p>MUITO IMPORTANTE:<br>-- CONFERIR PRODUTOS NO ATO DO RECEBIMENTO. NÃO ACEITAR PRODUTOS COM EMBALAGEM VIOLADA (AMASSADO, RASGADO, ABERTO, QUEBRADO, ETC), A RECUSA DEVE SER FEITA NO ATO.</p><p>Freezer Refrigerador Congelador Horizontal Dupla Ação 419L DA420 Metalfrio</p><p>Eleve a eficiência do seu armazenamento com o Freezer Refrigerador Congelador Horizontal Dupla Ação 419L DA420 da Metalfrio. Projetado para atender às necessidades comerciais e domésticas, este freezer espaçoso oferece dupla ação, permitindo tanto congelamento quanto conservação de alimentos de maneira eficaz. Com uma generosa capacidade de 419 litros, o DA420 proporciona amplo espaço para acomodar uma variedade de produtos. A tecnologia de dupla ação oferece versatilidade, adaptando-se às diferentes demandas de armazenamento. Conte com a confiabilidade da marca Metalfrio para garantir a preservação ideal dos seus alimentos, combinada com design moderno e recursos inovadores para atender às exigências dos ambientes comerciais e residenciais.</p><p>Informações Técnicas:<br>- Dupla Ação: através de uma chave seletora, em poucos segundos o freezer DA550 se transforma em um refrigerador. São dois equipamentos em um!<br>- Com compressor de alta potencia, condensador helicoidal .<br>- Maior capacidade do mercado: Com separador interno removível que facilita a organização dos produtos.<br>- Robustez: dobradiças reforçadas, projetadas para suportar aberturas frequentes de tampas.<br>- Puxador em plástico ABS de alta resistência e tanque interno de aço pré-pintado (melhor acabamento e resistente à corrosão).<br>- Voltagem: 110V ou 220V<br>- Frequência: 50Hz / 60Hz<br>- Faixa Temp.: -18°C/ a -22 / +2°C a +8°C<br>- Consumo médio: 84 Kwh/mês<br>- Capacidade Líquida: 419 litros</p><p>Dimensões:<br>- Peso Líquido: 69 kg<br>- Peso Bruto - 81kg<br>- Medidas gabinete interna: 71,5cm A x 122cm L x 51,5cm P<br>- Medidas gabinete externo: 94,4cm A x 133cm L x 69cm P<br>- Medida gabinete embalado: 99 cm A x 1,40cm L x 71cm P</p><p>Capacidade de Armazenamento:<br>- Lata 350ml – 776 un.<br>- Pet 600ml – 306un.<br>- Pet 2000ml – 108un.<br>- Garrafa 600ml – 306 un.</p><p>Perguntas frequentes:<br>- Produto Novo?<br>Sim, produto novo.</p><p><br>Freezer, Refrigerador, Congelador Horizontal, Dupla Ação, 419 Litros, DA420, Metalfrio, Equipamento Comercial, Armazenamento Eficiente, Tecnologia Dupla Ação, Congelamento e Conservação, Freezer Horizontal 419L, Metalfrio DA420, Design Moderno, Versatilidade de Armazenamento, Eficiência Energética, Controle de Temperatura, Organização de Alimentos, Equipamento de Refrigeração, Praticidade e Eficiência.</p>","{""capacidade_liquida_de_armazenamento"":""419L"",""marca"":""Metalfrio"",""voltagem"":""127 V""}",419L,Metalfrio,,127 V,,,,,419 litros,Metalfrio,Não informado,110V ou 220V,Horizontal,Não informado,Não informado,Não informado, Metalfrio,419L,Branco,110V,Horizontal,2,
varejaodasmaquinas2||VM02062-220V,Freezer,Freezer Horizontal 185 Litros tampa de vidro Metalfrio Supra Branco NF20SB 220V,"<span>O Freezer Horizontal 185 Litros tampa de vidro Metalfrio Supra Branco NF20SB 220V proporciona alto desempenho, baixo consumo de energia e design moderno, conserva seu produto na temperatura ideal para consumo, possui conjunto de tampas com design elegante e molduras em plástico ABS com linhas harmônicas e modernas. Os puxadores são ergonômicos para facilitar o encaixe das mãos e a abertura das tampas, com o novo sistema de refrigeração garante mais eficiência energética e alta capacidade de conservação para manter sorvetes e alimentos congelados na temperatura ideal de consumo. altura do gabinete proporciona perfeita visualização e acesso aos produtos. O Freezer Horizontal 185 Litros tampa de vidro Metalfrio Supra Branco NF20SB 220V possui interior em aço pré-pintado branco, além de ser uma proteção extra contra corrosão, destaca as cores dos produtos no interior de seu NF20 Supra.</span> <span><strong>Descrição:<br><br></strong></span><span>Modelo: NF20SB<br><br></span><span><span>Energia Voltagem: 220V<br><br></span></span><p><span>Consumo médio aproximado: 2,27kWh/24h</span></p><span>Capacidade Bruta: 185 L<br><br></span><span>Capacidade Líquida: 144 L<br><br></span><span>Faixa de Temperatura Freezer: -18°C / -22°C<br><br></span><span>Quantidade de Tampas: 2<br><br></span><span>Armazenamento:<br><br></span><span>Potes de Sorvete 500ml: 90<br><br></span><span>Potes de Sorvete 2l: 24<br><br></span><span>Tecnologia e Alimentação:<br><br></span><span>Tipo de Gás: R290.<br><br></span><span>Frequência: 60Hz<br><br></span><span>Potência: 150W<br><br></span><span><strong>Atenção: Cestos internos não acompanham o produto.</strong></span> <span><strong>Medidas:<br><br></strong></span><span>Medidas Externas:<br><br></span><span>Altura(cm) 85<br><br></span><span>Largura(cm) 80<br><br></span><span>Profundidade(cm) 66,5<br><br></span><span>Peso Bruto(Kg) 63,1<br><br></span><span>Medidas Internas:<br><br></span><span>Altura(cm) 69<br><br></span><span>Largura(cm) 65<br><br></span><span>Profundidade(cm) 51,5<br><br></span><span>Peso Liquido(Kg) 53,10</span>","{""marca"":""Metalfrio"",""voltagem"":""220 V""}",,Metalfrio,,220 V,,,,,144 L,Metalfrio,Branco,220V,Horizontal,Tampa de vidro,2,Não informado, Metalfrio,185L,Branco,220V,Horizontal,2,
marciusmagazine||0044020044,Freezer,Freezer Horizontal Consul 534 Litros e 2 Portas - 127 V - Branco,"<p>Freezer Horizontal Consul 534 Litros e 2 Portas - 127 V - Branco</p> <br><p>O Freezer Horizontal CHB53EB Consul tem 534 litros e possui controle eletrônico para você programar a temperatura facilmente. <br><br>Tem duas portas para facilitar a organização dos alimentos, e dreno frontal, que permite recolher o gelo derretido com uma vasilha.<br><br>Conta também com 4 rodinhas nos pés que facilitam a movimentação.<br><br>O freezer ideal para seu dia a dia.</p> <br> <p>Marca: Consul</p><p>Modelo: CHB53EB</p><p>Referência: 11823293</p><p>Cor: Branco</p><p>Tipo de freezer: Horizontal</p><p>Código de Barras EAN: 7891129254145</p><p>Voltagem: 127 V</p><p>Potência: 160 W</p><p>Consumo aproximado de energia: 70,41 kw/h mês</p><p>Capacidade: 534 litros</p><p>Resistente: Interior feito com liga metálica de alta resistência à corrosão</p><p>Portas: Quantidade: 2 | Abertura superior</p><p>Funções: -Refrigerador | -Congelador</p><p>Degelo: Manual</p><p>Controle de temperatura: Externo</p><p>Dreno de gelo: Frontal</p><p>Rodízios: Sim</p><p>Luz indicadora: Não</p><p>Não contém CFC: Não agride a camada de ozônio</p><p>Controle eletrônico: Programe a temperatura desejada em apenas um toque e escolha entre os modos freezer ou refrigerador, de acordo com a sua necessidade</p><p>Peso aproximado do produto: 68 kg</p><p>Dimensões aproximadas do produto: -Altura: 96 | -Largura: 147,3 cm | -Profundidade: 78 cm</p><p>Peso aproximado do produto embalado: 73 kg</p><p>Dimensões aproximadas do produto embalado: -Altura: 98 | -Largura: 152 cm | -Profundidade: 80 cm</p><p>Garantia do fornecedor: 1 ano</p><p>Aviso: Imagens meramente ilustrativas</p>","{""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""2 Portas"",""voltagem"":""127 V""}",,Consul,Branco,127 V,,,2 Portas,,534 Litros,Consul,Branco,127 V,Horizontal,2 Portas,2,Manual,Consul,534L, Branco,110V,Horizontal,2,Manual
multiloja||10239,Freezer,Freezer Horizontal Philco H200L 200 Litros 1 Porta,"O Freezer H200L Dreno Frontal Philco preserva com qualidade o alimento congelado, garantindo maior durabilidade!<br> Possui controle de temperatura ajustável no painel frontal, conta com 4 rodízios para deslocamento, facilitando a movimentação do produto. Ainda conta com dreno frontal, trazendo maior praticidade no descongelamento, dispõe ainda de chave de segurança, possibilitando travar o freezer quando necessário. Tudo isso com capacidade para 200 litros, proporcionando melhor aproveitamento do espaço interno.<br> <br> Características:<br> <br> Tem capacidade para 200 litros, proporcionando melhor aproveitamento do espaço interno;<br> Controle de temperatura ajustável: sim<br> Rodízios: 4<br> Dreno frontal: sim<br> Ecologicamente correto<br> Chave de segurança: sim<br> <br> Dimensões:<br> Altura: 87 cm<br> Largura: 93 cm<br> Profundidade: 57 cm<br> Peso: 37,87 kg<br> <br> Garantia do fornecedor de 12 meses.","{""cor"":""Branco"",""marca"":""Philco"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""127 V""}",,Philco,Branco,127 V,,,1 Porta,,200 Litros,Philco,Não informado,Não informado,Horizontal,1 Porta,1,Dreno Frontal,Philco,200L,Branco,110V,Horizontal,1,Manual
varejaodasmaquinas2||VM020186-127V,Freezer,Freezer Vertical Tripla Ação 560L Imbera Porta De Vidro Branco EVZ21 127v,"<p><span><span>O </span><span>Freezer Vertical Tripla Ação 560L Imbera Porta De Vidro Branco EVZ21 127v</span>, possui termostato eletrônico tripla ação e fornece máxima economia de energia, minimizando as necessidades de cuidados e controle.</span></p><p><span><strong>Descrição:</strong></span></p><p><span>Termostato Eletrônico Tripla Ação.</span></p><p><span>Ele fornece máxima economia de energia, minimizando as necessidades de cuidados e controle.</span></p><p><span>Possui ajuste de temperatura para qualquer ocasião de produtos, desde congelador ou resfriados.</span></p><p><span>CONDENSADOR DE BAIXA MANUTENÇÃO</span></p><p><span>Ele evita que o pó bloqueie o fluxo de ar, gerando economia de energia e aumento da vida útil do compressor.</span></p><p><span>ESPUMA ISOLANTE DE CICLOPENTANO</span></p><p><span>É ecológico já que não contém CFC e HFC, é um isolante altamente eficiente.</span></p><p><span>Porta de Vidro Com Aquecimento</span></p><p><span>Porta de vidro duplo temperatura com aquecimento baixo emissivo, fechamento automático e magnetizado.</span></p><p><span>GRADE FRONTAL PLÁSTICA</span></p><p><span>Mais durável, resistente e livre de oxidação. Pode ser reciclável ao final da sua vida útil.</span></p><p><span>Unidade Condensadora Embraco</span></p><p><span>Sistema possui sistema compacto de unidade, sendo facilmente removível para frente, afim de facilitar a manutenção.</span></p><p><span>Construção do Gabinete em uma única lamina, dando maior estrutura e acabamento.</span></p><p><span>Laminas internas pré pintadas, garantindo maior vida útil do seu equipamento.</span></p><p><span>SISTEMA DE RODÍZIO</span></p><p><span>Equipamento equipado com rodízios, proporcionando maior facilidade na movimentação.</span></p><p><span>PRATELEIRAS AJUSTÁVEIS</span></p><p><span>Equipamento com prateleiras ajustáveis com pintura eletrostática, garantindo maior durabilidade</span></p><p><span>No. Portas: 1</span></p><p><span>No. Prateleiras: 3</span></p><p><span>Volume Bruto (L) 560</span></p><p><span>Consumo de Energia (kwh/24h): 7.76</span></p><p><span>Faixa de Temperatura (°C) -16°C a +0°C</span></p><p><span><strong>Medidas Externas:</strong></span></p><p><span>Altura(cm) 198,5</span></p><p><span>Largura(cm) 67,5</span></p><p><span>Profundidade(cm) 81,4</span></p><p><span>Peso(kg) 100</span></p> <p><span><strong>Medidas Internas:</strong></span></p><p><span>Altura(cm) 148</span></p><p><span>Largura(cm) 55,5</span></p><p><span>Profundidade(cm) 67,3</span></p><p><span>Peso(kg) 95,5</span></p>","{""capacidade_liquida_de_armazenamento"":""560L"",""tipo"":""Vertical"",""voltagem"":""127 V""}",560L,,,127 V,Vertical,,,,560L,Imbera,Branco,127v,Vertical,Porta De Vidro,1,Não informado, Imbera ,560L,Branco,110V,Vertical,1,
lojastaqi||125765,Freezer,"Freezer / Geladeira Horizontal Consul CHA31, 307 Litros, Branco","<p>Freezer / Geladeira Horizontal Consul 307 Litros, Branco - CHA31</p> <p>Você já pensou em comprar um produto 2 em 1, quando você quer um Freezer ele é, mas quando você precisar de uma geladeira a mais ele serve também. Com o Freezer Horizontal Consul é possível!</p> <p>Ideal para quem quer um freezer que ofereça durabilidade e versatilidade. Um Congelador muito mais econômico, com selo de Classificação A em consumo de energia.</p> <p>Características</p> <p>Marca: Consul</p> <p>Modelo: CHA31</p> <p>Tipo: Horizontal</p> <p>Cor: Branca </p> <p>Capacidades:</p> <p>Capacidade Total Bruta: 307 Litros</p> <p>Capacidade Total Líquida: 305 litros</p> <p>Especificações:</p> <p>Tipo de degelo - Cycle Defrost; </p> <p>Controle de Temperatura - Termostato no painel frontal; </p> <p>Dreno frontal - Facilita a vida na hora da limpeza; </p> <p>Congelamento rápido - Rapidez no congelamento e melhor conservação dos alimentos; </p> <p>Gabinete interno e externo com chapa de aço pintado - Melhor acabamento, resiste mais à corrosão e aos impactos; </p> <p>4 pés com rodízio - Facilita a movimentação do freezer/geladeira e também a limpeza do local.</p> <p>Alimentação</p> <p>Voltagem: 110 Volts ou 220 Volts</p> <p>Consumo aproximado de energia: 41,6 KWh/mês (Classe A)</p> <p>Dimensões</p> <p>Tamanho (AxLxP): 96 x 94,5 x 78 cm</p> <p>Peso: 59 Kg</p> <p>Garantia: 12 meses</p> <br>","{""capacidade_liquida_de_armazenamento"":""307 L"",""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""220 V""}",307 L,Consul,Branco,220 V,,,,,305 litros,Consul,Branco,110 Volts ou 220 Volts,Horizontal,Não informado,Não informado,Cycle Defrost,Consul,307L,Branco,220V,Horizontal,1,Cycle Defrost
centermaq||4684,Freezer,Freezer Horizontal Tampa Cega Hde 503 Litros - Fricon (ES),"<p>Freezer Horizontal 503L Tampa Cega HCED503C Fricon</p> <p>Conservação de produtos congelados ou bebidas e refrigerados</p> <p>Refrigeração estática</p> <p>Gabinete com formas internas arredondadas</p> <p>Chapas internas e externas em aço galvanizado pré-pintado com alta resistência a corrosão</p> <p>Isolamento de poliuretano ecologicamente correto</p> <p>Grade plástica em material de alto impacto com proteção U.V.</p> <p>Rodízio duplo giratório de alta resistência</p> <p>Tampa de chapa com puxador ergonômico e dobradiças balanceadas</p> <p>Dreno frontal</p> <p>Condensação forçada, garantindo maior velocidade de refrigeração</p> <p>Divisória interna com pintura plastificada</p> <p>Termostato ajustável para dupla ação</p> <p>Temperatura de operação de 35C / 75% de umidade relativa do ar</p> <p>Puxador frontal com chave na tampa</p> <p>Degelo manual</p> <p>Especificações</p> <p>Capacidade bruta(litro/galão): 503l/133gal</p> <p>Variação de temperatura (C): -22 a -18/0 a +8</p> <p>Variação de temperatura (F): -7,6 a 0,4/32 a 46</p> <p>Consumo de energia (kWh/24h): 3,5*</p> <p>Tipo de gás: R-134A</p> <p>Tampas: 2</p> <p>Truck: 7,8/10 m 39/54</p> <p>Container Brasil 20/40HC: 20/44</p> <p>Container Export 20/40HC: 22/63</p> <p>Dimensões: 94 (cm) x 150,5 (cm) x 70,5 (cm) (AxLxC)</p> <p>Peso Líq: 80Kg</p> <p>CHEFSTOCK, TUDO PARA O SEU COMÉRCIO!</p>","{""capacidade_liquida_de_armazenamento"":""503 L"",""marca"":""Fricon"",""voltagem"":""220 V""}",503 L,Fricon,,220 V,,,,,503 Litros,Fricon,Não informado,Não informado,Horizontal,Tampa Cega,Não informado,Manual,Fricon , 503L,Branco,220V,Horizontal,2,
jmatacadistaequipamentos||5319-3755,Freezer,Freezer Horizontal Fricon 503L Dupla-Ação Tampa de Vidro Branco HCED503-2V999 220V,"Freezer Horizontal Fricon 503L Dupla-Ação Tampa de Vidro Branco HCED503-2V999 220V <p>O Freezer Horizontal HCED-503 2V da Fricon, é ideal para conservação de produtos congelados ou bebidas e refrigerados. Sua refrigeração estática conserva produtos congelados e o gabinete possui formas internas arredondadas, as chapas internas e externas são de aço galvanizado pré-pintado com alta resistência a corrosão.<br> Possui também isolamento de poliuretano ecologicamente correto, dreno frontal, encaixe para display de preço, termostato ajustável para baixa temperatura e tampa de vidro de baixa emissividade e temperado com sistema de vedação de alta eficiência.</p> <p>Características</p> <p>Conservação de produtos congelados<br> Refrigeração estática<br> Gabinete com formas internas arredondadas<br> Chapas internas e externas em aço galvanizado pré-pintado com alta resistência a corrosão<br> Moldura principal em alumínio anodizado<br> Dreno frontal<br> Encaixe para display suporte de preço<br> Rodizio duplo giratório de alta resistência<br> Termostato ajustável para baixa temperatura<br> Tampa de vidro de baixa emissividade e temperado com sistema de vedação de alta eficiência<br> Moldura lateral em ABS, garantindo alta resistência<br> Isolamento de poliuretano ecologicamente correto de 80mm de espessura<br> Grade plástica em material de alto impacto com proteção U.V.<br> Sem micro ventilador do condensador, eliminado manutenção preventiva<br> Temperatura de operação de 35C / 75% de umidade relativa do ar<br> Sistema de retirada de tampas de fácil remoção</p> <p>Especificação Técnica</p> <p>Marca: Fricon<br> Referência: HCED503-2V999<br> Cor: Branco<br> Material: Aço galvanizado e pré-pintado com alta resistência a corrosão<br> Capacidade: 503 litros<br> Variação de temperatura -22C a -18C<br> Portas: 2<br> Consumo de energia: 2,9 kW/dia<br> Refrigeração estática: Sim<br> Rodas para movimentação do aparelho: Sim<br> Dreno: Sim<br> Dimensões do produto (LxAxP): 154 x 89 x 68 cm</p> <p>ATENÇÃO: Imagem meramente ilustrativa, podendo conter alguma diferença em sua tonalidade. Os objetos que ambientam as fotos não acompanham o produto.</p>","{""capacidade_liquida_de_armazenamento"":""503 L"",""marca"":""Fricon"",""voltagem"":""220 V""}",503 L,Fricon,,220 V,,,,,503L,Fricon,Branco,220V,Horizontal,2,2,Manual,Fricon , 503L,Branco,220V,Horizontal,2,
