Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Atributos AI-PAVE-BR,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Atributos Multimídia,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
climario||30396,Ar Condicionado,Ar Condicionado Split Hi-Wall G-Top Plus Gree 12.000 Btus Frio 220v,"Ar Condicionado Split Hi-Wall G-Top Plus Gree 12.000 Btus Frio 220v O seu G-Top de um jeito novo! <strong>Aletas com revestimento especial GoldenFin :</strong> Alta resistência à corrosão e efeitos da maresia <strong>Painel frontal em Plástico HIPS, resistência mecânica:</strong> Chassi reforçado feito em matéria-prima pura. Design que oferece maior resistência. <strong>Condensadora de descarga vertical:</strong> Ocupa até 40% menos espaço que as condensadoras convencionais! <strong>Sistema Multi Filtro de Proteção:</strong> Elimina até 99,99% de vírus e bactérias do ar. <strong>Hélice Desenvolvida em Polipropileno (PP) com adição de 30% de fibra de vidro. </strong> Mais potência na troca de calor. <strong>Qualidade GREE em todos os componentes</strong> • Refrigeração • Função Swing • Desumidificação • Ventilação • Autodiagnóstico • Reinício Automático • Autolimpeza • Led Invisível • Ventilação Rápida • Sleep • Timer <strong>Sistema Multi Filtro de Proteção:</strong> Elimina até 99,99% de vírus e bactérias do ar.","{""marca"":""Gree"",""voltagem"":""220 V""}",,Gree,,220 V,,,,,,Não informado,Gree,12000 Btus,220v,Split,Hi Wall,12000 Btus,Não informado,"Função Swing, Desumidificação, Ventilação, Autodiagnóstico, Reinício Automático, Autolimpeza, Led Invisível, Ventilação Rápida, Sleep, Timer, Sistema Multi Filtro de Proteção",Frio,Gree,220V,,Split,12.000 BTUs
frigelar2||kit9773,Ar Condicionado,Ar-Condicionado Janela 7500 BTUs Consul Só Frio CCN07FB 220V,"<p>o Ar-Condicionado Janela Consul Só Frio CCN07FB tem design mais moderno e deixa seu ambiente ainda mais bonito, contando com painel frontal removível para facilitar a limpeza e controle remoto de uso intuitivo, com função Sono Bom.</p><p>Design mais Moderno<br>Valorize a sua decoração com o formato funcional e discreto do ar condicionado Consul.</p><p>Função Apagar Visor<br>Display digital desaparece para manter o ambiente totalmente escuro quando quiser.</p><p>Função Sono Bom<br>Função que ajusta automaticamente a temperatura ao longo da noite, de acordo com o metabolismo corporal por faixa etária selecionada diretamente no controle.</p><p>Mais Fácil de Limpar<br>Painel frontal removível que ajuda na limpeza do filtro proporcionando maior praticidade para seu dia.</p><p>Classificação Energética A<br>Produtos confiáveis com alto desempenho com poder de economia.</p><p>Filtro Proteção Ativa<br>Inibe a proliferação de ácaros, fungos e bactérias.</p>","{""capacidade_de_refrigeracao"":""7500 BTUs"",""ciclo"":""Frio"",""marca"":""Consul"",""tipo"":""Janela"",""voltagem"":""220 V""}",Frio,Consul,,220 V,,Janela,7500 BTUs,,,Só Frio,Consul,7500 BTUs,220V,Não informado,Janela,Não informado,Não informado,"Painel frontal removível, Controle remoto, Função Sono Bom, Filtro Proteção Ativa",Frio,Consul,220V,,Janela,7.500 BTUs
leveros3||2030541,Ar Condicionado,Ar-Condicionado Multi Split Inverter LG 48.000 (2x Evap HW 9.000 + 2x Evap HW 12.000 + 1x Evap Cassete 1 Via 18.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter LG 5 Ambientes <p> O sistema de ar-condicionado Multi Split LG é uma solução confortável e elegante de refrigeração/aquecimento para sua casa. </p> Economia de energia: A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto. Refrigeração rápida: Além de um sensor de temperatura, a LG adicionou um sensor de pressão para oferecer um controle mais preciso e estável. Com isso, é possível atingir a temperatura alvo 30% mais rápido para refrigeração e 44% para aquecimento. App LG SmartThinQ <p>O aparelho conta com Wi-fi integrado** e pronto para usar| O aplicativo SmartThinQ pode ser baixado no seu smartphone bem rapidamente. Com ele, funções essenciais do seu LG Multi inverter podem ser controladas e monitoradas.</p> <p>Ligar e desligar, monitorar o consumo de energia, mudar a temperatura, velocidade de ventilação e movimentação da vane, por exemplo, são tarefas que podem ser acionadas na palma da mão. Sem contar que o app emite um aviso quando a limpeza dos filtros for necessária.</p> <p> **Wi-fi nativo apenas pra modelos (HW) Hight Wall e Cassete 1 via </p> <p> **Modelos Cassete 4 vias e Gallery possuem conexão via módulo opcional: PWFMDD200 </p> Confira outras vantagens: <p> Solução ideal para diversos cômodos: O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa.</p> <p> Opção com múltipla tubulação: Uma única unidade externa pode comportar de duas a cinco unidades internas.</p> <p> Economia de espaço: O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa.</p> <p> Controle de carga inteligente: A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas.</p> <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p> <p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> <br> Itens inclusos neste conjunto: 2 (Duas) Evaporadoras HW 9.000 BTU/h 2 (Duas) Evaporadoras HW 12.000 BTU/H 1 (Uma) Evaporadoras Cassete 1 Via 18.000 BTU/h 5 (Cinco) Controles remoto 1 (Uma) Condensadora 48.000 BTU/h, Painéis das evaporadoras (Cassete). .","{""ciclo"":""Frio, Quente"",""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split Cassete"",""voltagem"":""220 V""}","Frio, Quente",LG,,220 V,Inverter,Multi Split Cassete,,,,Quente/Frio,LG,48000 BTUs,220V,Inverter,Multi Split,48000 BTUs,Não informado,"Wi-Fi, Controle por aplicativo",Quente e Frio,LG,220V,Inverter,Multi Split,48.000 BTUs
carrefouroficial||900004492,Ar Condicionado,Ar Condicionado de Janela 7500 BTUs Consul Frio CCB07EB,"Os dias quentes, às vezes, exigem um pouco mais de potência para combater o calor. Pensando nisso, o Ar Condicionado de Janela 7500 BTUs Consul Frio CCB07EB 110V Frio possui a capacidade de resfriar ambientes residenciais de até 9 metros quadrados que pegue sol pela manhã. Devido ao seu tamanho mais compacto, ele é simples e rápido de instalar e indicado para quem procura praticidade e eficiência. O equipamento possui dupla saída regulável de ar e distribui-o melhor no ambiente, desta forma, não deixa ninguém passando calor. Garanta seu ar condicionado Consul no Carrefour e aproveite as opções de pagamento.<br> <br> Características: <br> Níveis de Filtragem: 1<br> Tipo de Ar Condicionado: Janela<br> Description Features: BTUs: 7.500<br> Opções de Temperatura: Somente Frio<br> 2 velocidades<br> Consumo aproximado de energia: 15,7 kWh<br> Eficiência Energética: Classe A<br> Modelo: CCB07EB<br> Capacidade de Refrigeração: 7.500 BTUs<br> Direção do Ar: Vertical e Horizontal<br> Frequência: 60<br> Gás Refrigerante: R22<br> Nível Máximo de Ruído Unidade Interna: 51<br> Ciclo de Refrigeração: Frio<br> Quantidade de Velocidades: 2<br> Temperatura Máxima: 30<br> Temperatura Mínima: 18<br> Vazão Máxima de Ar: 420<br> Velocidade de Rotação Máxima: 1000<br> <br> Observações: Imagem meramente ilustrativa<br> Verifique a voltagem do produto antes de colocar no carrinho<br> <br> Dimensões:<br> Altura da Unidade Interna: 37 cm<br> Largura da Unidade Interna: 51 cm<br> Profundidade da Unidade Interna: 58 cm<br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_de_refrigeracao"":""7500 BTUs"",""ciclo"":""Frio"",""marca"":""Consul"",""tipo"":""Janela"",""voltagem"":""127 V""}",Frio,Consul,,127 V,,Janela,7500 BTUs,,,Frio,Consul,7500 BTUs,110V,Não informado,Janela,7500 BTUs,2,Dupla saída regulável de ar,Frio,Consul,110V,,Janela,7.500 BTUs
gazinshop||4444,Ar Condicionado,Ar Condicionado Split Inverter 9.000 BTU QuenteFrio Springer Midea,"Ar-Condicionado Split Inverter 9.000 BTU Quente/Frio Springer Midea<br><br>Características:<br>Sistema inverter: economia de energia de até 60% em modo normal ou até 74% na função Eco Noite. Comparado aos Splits Comuns.<br>Baixo Consumo de Energia : Classificação A de economia (Selo Procel) em todas as capacidades.<br>Sistema AR+PURO HD ION: o mais completo sistema de filtragem, que elimina até 99,9% dos vírus e bactérias, incluindo o H1N1. <br>Composto por Filtro de Carvão Ativado que elimina odores e captura poeira, fungos, micróbios e bactérias, ajudando a prevenir reações alérgicas; <br>Função Energia: permite que o aparelho funcione em condições instáveis de voltagem na rede, limitando a potência do compressões em até 50/75% do limite de funcionamento. Quando comparado ao modo normal de funcionamento nessas condições, proporciona economia de energia.<br><br>Aviso Limpa e Troca Filtro: o aparelho realiza uma contagem de horas de funcionamento, assim, quando é hora de limpar ou trocar os filtros a unidade interna (evaporadora) emite um sinal luminoso em um dos leds. Os Leds indicam também o funcionamento das principais funções.<br>Modo não perturbe: desliga as luzes dos leds e sinais sonoros do aparelho.<br>Função siga-me temperatura programada atinge o local onde está o controle remoto - até 8 metros dentro do mesmo ambiente.<br>Modo conforto: proporciona maior conforto térmico, mantendo a temperatura do ambiente em 23o com velocidade do ventilador automática, evitando o desperdício de energia.<br><br>Função Eco Noite: regula a temperatura do ambiente durante o sono por até 8 horas, propiciando um sono mais tranquilo, além de uma maior economia de energia, podendo chegar a até 74% se comparado a Splits convencionais.<br>Função Favorita: possibilita programar o aparelho para ir automaticamente para a velocidade, modo e temperatura desejados, pressionando apenas um botão;<br>Timer Fácil: programe seu ar-condicionado para ligar e desligar no horário desejado, com uma programação simples.<br>Modo Super: esta função faz com que a unidade opere em sua capacidade máxima até atingir a temperatura configurada no controle remoto.<br>Função oscilar que ativa o movimento automático das aletas horizontais e função Direção, que altera o ângulo das aletas. <br><br>Permite melhor direcionamento do ar no ambiente.<br>4 modos de operação: resfria, ventila, desumidifica e aquece<br>4 velocidades de ventilação: baixa, média, alta e automático<br>Controle Remoto com Backlight, que facilita a operação do equipamento em ambientes escuros.<br>Fluido Refrigerante Ecológico R410-A. Atóxico, não inflamável e não agride a Camada de Ozônio.<br><br>Especificações técnicas:<br>Capacidade (BTU/h): 9.000<br>Modelo: Quente/Frio<br>Código do modelo: 38MAQA09M5 / 42MBQA09M5<br>Classificação Energética: A<br>Potência Nominal (W):<br>Refrigeração - 790<br>Aquecimento - 790<br>Consumo kWh/mês: 16,6<br>COP: 3,34<br>Tensão (V): 220<br>Frequência: 60Hz<br>Vazão (m3/h): Evaporadora 460<br>Fluido Refrigerante: R410-A<br>Compressor: Compressor Rotativo com rotação variável - Inverter<br><br>Dimensões da Condensadora:<br>Altura: 55 cm<br>Largura: 70 cm<br>Profundidade: 27.5 cm<br>Peso: 7.3 Kg<br><br>Dimensões da Evaporadora:<br>Altura: 29.3 cm<br>Largura: 73 cm<br>Profundidade: 19.8 cm<br>Peso: 23.1 Kg<br><br>Garantia do Fornecedor de 12 meses.<br><br><br>","{""ciclo"":""Frio, Quente"",""marca"":""Springer"",""tecnologia"":""Inverter"",""tipo"":""Split""}","Frio, Quente",Springer,,,Inverter,Split,,,,Quente/Frio,Midea,9000 BTU,220V,Inverter,Split,9000 BTUs,4,"Sistema Inverter, Sistema ARPURO HD ION, Função Energia, Aviso Limpa e Troca Filtro, Modo não perturbe, Função siga-me, Modo conforto, Função Eco Noite, Função Favorita, Timer Fácil, Modo Super, Função oscilar, Função Direção, Controle Remoto com Backlight, Fluido Refrigerante Ecológico R410-A",QuenteFrio,Midea,220V,Inverter,Split,9.000 BTUs
leveros3||2022182,Ar Condicionado,Ar-Condicionado Split HW TCL Elite Series A1 9.000 BTUs Só Frio 220V,"<br><br> Ar Condicionado TCL Elite Series A1 <p>O ar-condicionado TCL Elite Series A1 é o mais novo lançamento no seguimento de Split HW. Garantindo uma maior economia, sustentabilidade e durabilidade do aparelho. Possui Condensadora em aço galvanizado e serpentina em cobre, evitando corrosões proporcionando maior eficiência, proteção e durabilidade .</p> Confira as Vantagens Modo Eco: Proporciona maior economia de energia. A temperatura será ajustada em 26 °C e o ventilador da unidade interna passará para velocidade baixa. Filtro HD Silver Ion + Carvão Ativado: Retém partículas de bactérias e ajuda na eliminação de odores e poeira, tornando o ar do ambiente mais limpo e saudável. Auto Limpeza: Previne a formação de mofo e bactérias na unidade, secando a serpentina interna para melhor qualidade do ar. Modo Silencio: O aparelho funciona de forma silenciosa, garantindo conforto e bem-estar. Nível de ruído menor que de uma biblioteca. Não pertube: Apaga o display indicador, garantindo maior conforto em situações de baixa luminosidade. Instalação <p>Na Leveros , você encontra os melhores profissionais para a instalação do seu aparelho de ar-condicionado . Além da excelência e profissionalismo, somos credenciados pelas melhores marcas do mercado. Clique Aqui e conheça nossos serviços de instalação.</p> Limpeza e manutenção periódica na Leveros <p>Para você não se preocupar com a manutenção e a limpeza do seu ar-condicionado, conte com nossos técnicos treinados e especializados para executar o serviço. Assim, você não perde a garantia do fabricante, pois conta com um trabalho credenciado, que utiliza máquina de limpeza própria para cada tipo de aparelho.</p> <strong>Instalação Não inclusa </strong>","{""ciclo"":""Frio"",""marca"":""TCL"",""tipo"":""Split"",""voltagem"":""220 V""}",Frio,TCL,,220 V,,Split,,,,Só Frio,TCL,9000 BTUs,220V,Split HW,Split,9000 BTUs,Não informado,"Modo Eco, Filtro HD Silver Ion, Auto Limpeza, Modo Silencio, Não pertube",Frio,TCL,220V,,Split,9.000 BTUs
magazineluiza||200162601,Ar Condicionado,Ar Condicionado Split Frio 9.000BTUs,,"{""ciclo"":""Frio"",""marca"":""York"",""tipo"":""Split""}",Frio,York,,,,Split,,,,Frio,Não informado,9000BTUs,Não informado,Split,Ar Condicionado,Não informado,Não informado,Não informado,Frio,York,,,Split,9.000 BTUs
comprebel2||77522,Ar Condicionado,Ar-condicionado janela Consul 7.500 BTUs Frio Branco CCN07FBBNA - 220V,"<p>Ar Condicionado de Janela Consul 7.500 BTUs Frio BrancoMonofásico CCN07FBBNA - 220V<br><br>Ar condicionado janela 7500 BTUs Consul quente e frio com design moderno - CCS07FB. Com o Ar condicionado janela 7500 btus Consul Frio sua casa fica fresquinha o ano todo, sem sustos na hora em que a conta de energia chega. Isso porque ele é super econômico. E ainda vem com o painel Mais Fácil de Limpar, que descomplica a hora da limpeza. Assim, não tem mais desculpa pra não deixar o ar da sua família sempre saudável.</p><p>Ah, sem contar que ele é mais compacto, tem dupla saída lateral de ar e dispensa moldura na hora de instalar. Bom, né? É ideal para ambientes com até 12m2.<br><br>FICHA TECNICA<br>Classificação INMETRO:A<br>serpentina:Cobre<br>Ciclo:Frio<br>Gás:R410a<br>Cor:Branco<br>Voltagem:220V<br><br>DIMENSÕES E PESO DO PRODUTO<br>Dimensões Produto(AxLxP - cm):33x48x48,2 cm<br>Peso Líquido(Kg):23,3<br><br>GARANTIA<br>01 Ano (Sendo 3 meses de garantia legal e mais 9 meses de garantia para defeito de fabricação).</p>","{""ciclo"":""Frio"",""marca"":""Consul"",""tipo"":""Janela"",""voltagem"":""220 V""}",Frio,Consul,,220 V,,Janela,,,,Frio,Consul,7500 BTUs,220V,Não informado,Janela,7500 BTUs,Não informado,Painel Mais Fácil de Limpar,Frio,Consul,220V,,Janela,7.500 BTUs
climario||19119,Ar Condicionado,Ar Condicionado de Janela Consul 10.000 Btus 220v Frio Mecânico,"Ar Condicionado Janela 10.000 Btus Consul Frio Com Design Moderno A linha de ar-condicionado janela Consul é ideal para deixar o ambiente sempre na temperatura certa, além de combinar com a decoração da sua casa, porque conta com design mais moderno, e ser mais fácil de limpar* com o painel frontal removível. <strong>Design mais moderno </strong>= O design moderno que você esperava para deixar sua casa ainda mais bonita. <strong>Mais fácil de limpar </strong>= Painel frontal removível, facilitando a remoção do filtro e sua limpeza. <strong>Classificação Energética A</strong> = Produtos confiáveis e com baixo consumo de energia.","{""capacidade_de_refrigeracao"":""10.000 BTUS"",""ciclo"":""Frio"",""marca"":""Consul"",""tipo"":""Janela"",""voltagem"":""220 V""}",Frio,Consul,,220 V,,Janela,10.000 BTUS,,,Frio,Consul,10000 Btus,220v,Mecânico,Janela,10000 Btus,Não informado,Painel frontal removível,Frio,Consul,220V,,Janela,10.000 BTUs
comprebel2||77997,Ar Condicionado,Ar Condicionado Split Daikin Hi Wall Ecoswing Gold R-32 Inverter 12.000 BTUs Quente e Frio Branco Gelo Monofásico FTHP12S5VL/RHP12S5VL - 220V,"<p>Ar Condicionado Split Daikin Hi Wall Ecoswing Gold R-32 Inverter 12.000 BTUs Quente e Frio Branco Gelo Monofásico FTHP12S5VL/RHP12S5VL - 220V<br><br>Introduzindo a mais recente inovação da Daikin, o Split Hi-Wall EcoSwing Smart Gold R-32 redefine o padrão de excelência em tecnologia de climatização. Esta linha de produtos premium não é apenas elegante em design, mas também oferece a eficiência energética mais avançada disponível no mercado.<br><br>ESPECIFICAÇÕES TÉCNICAS<br>Marca: Daikin<br>Cor: Branco Gelo<br>Modelo: FTHP12S5VL/RHP12S5VL<br>Voltagem: 220V/ Monofásico<br>Ciclo: Quente e Frio<br>Capacidade: 12.000 Btus<br>Gás: R-32<br>Selo Inmetro Classificação energética: A<br>Eficiência Energética: 8,30<br>Serpentina: Cobre<br>Consumo Frio/quente: 877/902W<br>Wi-fi: Sim<br>Auto Diagnóstico: Sim<br>Sensor de presença: Não<br>Função Teste: Sim<br>Controle remoto: Sim<br><br>DIMENSÕES E PESO DO PRODUTO<br>Evaporadora <br>(AxLxP - cm): 28,5 x 77,0 x 22,5<br>Peso: 8,0 kg<br><br>Condensadora <br>(AxLxP - cm): 55,0 x 74,0 x 32,6 <br>Peso: 25,0 kg <br><br>GARANTIA<br>02 Anos (Sendo 3 meses de garantia legal e mais 21 meses de garantia para defeito de fabricação).</p>","{""ciclo"":""Frio, Quente"",""marca"":""Daikin"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Daikin,,220 V,Inverter,Split,,,,Quente e Frio,Daikin,12000 BTUs,220V,Inverter,Split,12000 BTUs,Não informado,"Wi-fi, Auto Diagnóstico, Controle remoto",Quente e Frio,Daikin,220V,Inverter,Split,12.000 BTUs
frigelar2||kit9867,Ar Condicionado,Ar-Condicionado Split Inverter 18000 BTUs Samsung Ultra High Wall Só Frio AR18CVHZCWKNAZ/AR18CVHZCWKXAZ 220V,"<p>O Ar-Condicionado Split Inverter Samsung Ultra High Wall oferece conforto e eficiência energética excepcionais. Equipado com a tecnologia Digital Inverter Ultra, proporciona até 73% de economia de energia em comparação com modelos convencionais, reduzindo o consumo de eletricidade e preservando o meio ambiente. Sua velocidade de resfriamento impressionante permite climatizar os ambientes até 43% mais rápido do que aparelhos tradicionais, garantindo uma temperatura perfeita rapidamente, especialmente nos dias quentes de verão. Com um filtro antibacteriano poderoso, mantém o ar limpo e livre de impurezas, proporcionando um ambiente mais saudável e seguro. Seu design elegante e discreto se adapta a qualquer ambiente, com funcionamento silencioso para máximo conforto. Invista em conforto, economia de energia e bem-estar com o Ar-Condicionado Split Inverter Samsung Ultra High Wall e desfrute de um ambiente fresco e saudável em todos os momentos.</p>","{""capacidade_de_refrigeracao"":""18000 BTUs"",""ciclo"":""Frio"",""marca"":""Samsung"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",Frio,Samsung,,220 V,Inverter,Split,18000 BTUs,,,Frio,Samsung,18000 BTUs,220V,Inverter,Split,Não informado,Não informado,Filtro antibacteriano,Frio,Samsung,220V,Inverter,Split,18.000 BTUs
leveros3||2029848,Ar Condicionado,Ar-Condicionado Multi Split Inverter LG 36.000 (3x Evap HW 9.000 + 1x Evap Cassete 4 Vias 18.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter LG 4 Ambientes <p> O sistema de ar-condicionado Multi Split LG é uma solução confortável e elegante de refrigeração/aquecimento para sua casa. </p> Economia de energia: A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto. Refrigeração rápida: Além de um sensor de temperatura, a LG adicionou um sensor de pressão para oferecer um controle mais preciso e estável. Com isso, é possível atingir a temperatura alvo 30% mais rápido para refrigeração e 44% para aquecimento. App LG SmartThinQ <p>O aparelho conta com Wi-fi integrado** e pronto para usar| O aplicativo SmartThinQ pode ser baixado no seu smartphone bem rapidamente. Com ele, funções essenciais do seu LG Multi inverter podem ser controladas e monitoradas.</p> <p>Ligar e desligar, monitorar o consumo de energia, mudar a temperatura, velocidade de ventilação e movimentação da vane, por exemplo, são tarefas que podem ser acionadas na palma da mão. Sem contar que o app emite um aviso quando a limpeza dos filtros for necessária.</p> <p> **Wi-fi nativo apenas pra modelos (HW) Hight Wall e Cassete 1 via </p> <p> **Modelos Cassete 4 vias e Gallery possuem conexão via módulo opcional: PWFMDD200 </p> Confira outras vantagens: <p> Solução ideal para diversos cômodos: O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa.</p> <p> Opção com múltipla tubulação: Uma única unidade externa pode comportar de duas a cinco unidades internas.</p> <p> Economia de espaço: O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa.</p> <p> Controle de carga inteligente: A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas.</p> <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p> <p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> Itens inclusos neste conjunto: 2 (Duas) Evaporadora HW 9.000 BTU/h 1 (Uma) Evaporadora HW 24.000 BTU/h 3 (Três) Controles remoto, 1 (Uma) Condensadora 36.000 BTU/h, Painéis das evaporadoras (Cassete). .","{""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split Cassete"",""voltagem"":""220 V""}",,LG,,220 V,Inverter,Multi Split Cassete,,,,Quente/Frio,LG,36000 BTUs,220V,Inverter,Multi Split,36000 BTUs,Não informado,"Wi-Fi, Controle remoto, Sensor de temperatura",Quente e Frio,LG,220V,Inverter,Multi Split,36.000 BTUs
multiloja||24318,Ar Condicionado,Ar Condicionado Split Philco PAC12000TQFM9 12000BTU Quente Frio,"O Ar Condicionado Philco 12000Btus PAC12000TQFM9 é ideal para quem busca conforto e um ambiente com climatização de qualidade. O design moderno e compacto ocupa menor espaço para instalação. Seja aquecendo, refrigerando, desumidificando ou ventilando o ambiente você sente o conforto que o PAC12000TQFM9 oferece. A Função FELL vai identificar a condição do ambiente e escolher automaticamente o melhor modo de operação. Com o TIMER você programa em até 24h o tempo para ligar ou desligar o aparelho. Mais uma vantagem do Ar Condicionado Philco é a facilidade para limpar, os filtros são removíveis, o que deixa a higienização do aparelho prático e fácil. Além de ser antibacteria e antifungo, que inibe a proliferação de bactérias, fungos e ácaros. A Philco desenvolve produtos para você se sentir bem!<br> <br> <br> Características:<br> O Ar Condicionado Philco 12000Btus PAC12000TQFM9 Quente Frio<br> Opera nos modos<br> Cool, refrigera o ambiente<br> Heat, aquece o ambiente<br> Dry, utilizado em ambientes quentes e úmidos, ou seja, o aparelho opera no modo refrigeração com a função de desumidificar o do ambiente<br> Fan, permite operar apenas como ventilador <br> Feel, que identifica a condição do ambiente e escolhe automaticamente o melhor modo de operação<br> Além da oferecer as funções<br> Função Sleep, que ajusta automaticamente a melhor condição para o ambiente durante a noite<br> E Função Timer, que permite programar em até 24h o tempo para ligar ou desligar o aparelho <br> A melhor sensação térmica, somente com o Ar Condicionado Philco 12000Btus PAC12000TQFM9 Quente Frio!<br> <br> <br> Dimensões aparelho interno:<br> Altura: 20 cm<br> Largura: 7,2 cm<br> Profundidade: 27 cm<br> Peso: 8 kg<br> <br> <br> Aparelho externo <br> Altura: 56 cm<br> Largura: 37 cm<br> Profundidade: 48,5 cm<br> Peso: 23 kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""ciclo"":""Frio, Quente"",""marca"":""Philco"",""tipo"":""Split""}","Frio, Quente",Philco,,,,Split,,,,Quente/Frio,Philco,12000BTU,Não informado,Split,Não informado,12000 BTUs,Não informado,"Função FELL, Timer, Função Sleep, Filtros Removíveis, Antibacteria e Antifungo",Quente Frio,Philco,220V,,Split,12.000 BTUs
efacil||204429,Ar Condicionado,Ar Condicionado Split Piso/Teto Elgin - 60000 BTUs - Frio - 380V,"<br>Características do Produto:<br><br>Capacidade Térmica: 60.000 BTUs<br>Inveter: Não<br>Ciclo: Frio<br>Nível de Ruído: dBA<br>Tipo de Ar Condicionado: Piso/Teto<br>Serpentina de Cobre: NÃO<br>Unidade Externa: Trifásica<br>Unidade Interna: Monofásica<br><br>Informações Adicionais:<br>Potência em Watts: 5566 <br>Corrente Máxima (A): 11,00 <br>Vazão da unidade interna (Refr.): m3/h 2300 <br>Posição da unidade interna: Piso ou Teto <br>Controle remoto <br>Air swing (direcionador de ar automático): sim, na posição vertical e horizontal <br>Velocidade de ventilação: turbo, alta, média e baixa <br>Ionizador <br>Timer <br>Auto restart<br>Tipo do compressor: Rotativo <br>Refrigerante: R-410A <br>Material Condensador: tubos de aluminio e aletas de alumínio <br><br>Conteúdo da Embalagem:<br>Unidade interna<br>Unidade Externa<br>Controle remoto<br>Baterias <br>Manual de instruções<br><br>Dimensões:<br>Unidade Interna(AxLxP): 67,3 x 167,2 x 24,3cm<br>Unidade Externa(AxLxP): 116,2 x 86,9 x 32,5cm<br><br>Dimensões da Embalagem:<br>Unidade Interna(AxLxP): 77,0,x,176,0,x,31,0cm<br>Unidade Externa(AxLxP): 131,0 x 96,5 x 42,0cm<br><br>Peso Liquido:<br>Unidade Interna: 45 Kg<br>Unidade Externa: 106 Kg<br><br>Garantia: 3 Anos (ofertada pelo fabricante)<br> <br>SAC - Fornecedor<br>Elgin<br>São Paulo: (11) 3383-5555<br>Outras Localidades: 0800 70 35446 <br>","{""capacidade_de_refrigeracao"":""60000 BTUs"",""ciclo"":""Frio"",""marca"":""Elgin"",""tipo"":""Split Piso-Teto""}",Frio,Elgin,,,,Split Piso-Teto,60000 BTUs,,,Frio,Elgin,60000 BTUs,380V,Não informado,PisoTeto,60000 BTUs,3,"Controle remoto, Air swing direcionador de ar automático sim na posição vertical e horizontal, Timer, Auto restart",Frio,Elgin,380V,,Split Piso-Teto,60.000 BTUs
